customer p1x p1y p2x p2y p3x p3y p4x p4y
261 20.0 34.0 21.0 34.0 20.0 33.0 21.0 33.0
262 21.0 34.0 22.0 34.0 21.0 33.0 22.0 33.0
263 22.0 34.0 23.0 34.0 22.0 33.0 23.0 33.0
264 23.0 34.0 24.0 34.0 23.0 33.0 24.0 33.0
265 24.0 34.0 25.0 34.0 24.0 33.0 25.0 33.0
266 25.0 34.0 26.0 34.0 25.0 33.0 26.0 33.0
267 26.0 34.0 27.0 34.0 26.0 33.0 27.0 33.0
268 27.0 34.0 28.0 34.0 27.0 33.0 28.0 33.0
269 28.0 34.0 29.0 34.0 28.0 33.0 29.0 33.0
270 29.0 34.0 30.0 34.0 29.0 33.0 30.0 33.0
271 30.0 34.0 31.0 34.0 30.0 33.0 31.0 33.0
272 31.0 34.0 32.0 34.0 31.0 33.0 32.0 33.0
273 32.0 34.0 33.0 34.0 32.0 33.0 33.0 33.0
274 33.0 34.0 34.0 34.0 33.0 33.0 34.0 33.0
275 34.0 34.0 35.0 34.0 34.0 33.0 35.0 33.0
276 35.0 34.0 36.0 34.0 35.0 33.0 36.0 33.0
277 36.0 34.0 37.0 34.0 36.0 33.0 37.0 33.0
278 37.0 34.0 38.0 34.0 37.0 33.0 38.0 33.0
279 38.0 34.0 39.0 34.0 38.0 33.0 39.0 33.0
280 39.0 34.0 40.0 34.0 39.0 33.0 40.0 33.0
281 0.0 33.0 1.0 33.0 0.0 32.0 1.0 32.0
282 1.0 33.0 2.0 33.0 1.0 32.0 2.0 32.0
283 2.0 33.0 3.0 33.0 2.0 32.0 3.0 32.0
284 3.0 33.0 4.0 33.0 3.0 32.0 4.0 32.0
285 4.0 33.0 5.0 33.0 4.0 32.0 5.0 32.0
286 5.0 33.0 6.0 33.0 5.0 32.0 6.0 32.0
287 6.0 33.0 7.0 33.0 6.0 32.0 7.0 32.0
288 7.0 33.0 8.0 33.0 7.0 32.0 8.0 32.0
289 8.0 33.0 9.0 33.0 8.0 32.0 9.0 32.0
290 9.0 33.0 10.0 33.0 9.0 32.0 10.0 32.0
291 10.0 33.0 11.0 33.0 10.0 32.0 11.0 32.0
292 11.0 33.0 12.0 33.0 11.0 32.0 12.0 32.0
293 12.0 33.0 13.0 33.0 12.0 32.0 13.0 32.0
294 13.0 33.0 14.0 33.0 13.0 32.0 14.0 32.0
295 14.0 33.0 15.0 33.0 14.0 32.0 15.0 32.0
296 15.0 33.0 16.0 33.0 15.0 32.0 16.0 32.0
297 16.0 33.0 17.0 33.0 16.0 32.0 17.0 32.0
298 17.0 33.0 18.0 33.0 17.0 32.0 18.0 32.0
299 18.0 33.0 19.0 33.0 18.0 32.0 19.0 32.0
300 19.0 33.0 20.0 33.0 19.0 32.0 20.0 32.0
301 20.0 33.0 21.0 33.0 20.0 32.0 21.0 32.0
302 21.0 33.0 22.0 33.0 21.0 32.0 22.0 32.0
303 22.0 33.0 23.0 33.0 22.0 32.0 23.0 32.0
304 23.0 33.0 24.0 33.0 23.0 32.0 24.0 32.0
305 24.0 33.0 25.0 33.0 24.0 32.0 25.0 32.0
306 25.0 33.0 26.0 33.0 25.0 32.0 26.0 32.0
307 26.0 33.0 27.0 33.0 26.0 32.0 27.0 32.0
308 27.0 33.0 28.0 33.0 27.0 32.0 28.0 32.0
309 28.0 33.0 29.0 33.0 28.0 32.0 29.0 32.0
310 29.0 33.0 30.0 33.0 29.0 32.0 30.0 32.0
311 30.0 33.0 31.0 33.0 30.0 32.0 31.0 32.0
312 31.0 33.0 32.0 33.0 31.0 32.0 32.0 32.0
313 32.0 33.0 33.0 33.0 32.0 32.0 33.0 32.0
314 33.0 33.0 34.0 33.0 33.0 32.0 34.0 32.0
315 34.0 33.0 35.0 33.0 34.0 32.0 35.0 32.0
316 35.0 33.0 36.0 33.0 35.0 32.0 36.0 32.0
317 36.0 33.0 37.0 33.0 36.0 32.0 37.0 32.0
318 37.0 33.0 38.0 33.0 37.0 32.0 38.0 32.0
319 38.0 33.0 39.0 33.0 38.0 32.0 39.0 32.0
320 39.0 33.0 40.0 33.0 39.0 32.0 40.0 32.0
321 0.0 32.0 1.0 32.0 0.0 31.0 1.0 31.0
322 1.0 32.0 2.0 32.0 1.0 31.0 2.0 31.0
323 2.0 32.0 3.0 32.0 2.0 31.0 3.0 31.0
324 3.0 32.0 4.0 32.0 3.0 31.0 4.0 31.0
325 4.0 32.0 5.0 32.0 4.0 31.0 5.0 31.0
326 5.0 32.0 6.0 32.0 5.0 31.0 6.0 31.0
327 6.0 32.0 7.0 32.0 6.0 31.0 7.0 31.0
328 7.0 32.0 8.0 32.0 7.0 31.0 8.0 31.0
329 8.0 32.0 9.0 32.0 8.0 31.0 9.0 31.0
330 9.0 32.0 10.0 32.0 9.0 31.0 10.0 31.0
331 10.0 32.0 11.0 32.0 10.0 31.0 11.0 31.0
332 11.0 32.0 12.0 32.0 11.0 31.0 12.0 31.0
333 12.0 32.0 13.0 32.0 12.0 31.0 13.0 31.0
334 13.0 32.0 14.0 32.0 13.0 31.0 14.0 31.0
335 14.0 32.0 15.0 32.0 14.0 31.0 15.0 31.0
336 15.0 32.0 16.0 32.0 15.0 31.0 16.0 31.0
337 16.0 32.0 17.0 32.0 16.0 31.0 17.0 31.0
338 17.0 32.0 18.0 32.0 17.0 31.0 18.0 31.0
339 18.0 32.0 19.0 32.0 18.0 31.0 19.0 31.0
340 19.0 32.0 20.0 32.0 19.0 31.0 20.0 31.0
341 20.0 32.0 21.0 32.0 20.0 31.0 21.0 31.0
342 21.0 32.0 22.0 32.0 21.0 31.0 22.0 31.0
343 22.0 32.0 23.0 32.0 22.0 31.0 23.0 31.0
344 23.0 32.0 24.0 32.0 23.0 31.0 24.0 31.0
345 24.0 32.0 25.0 32.0 24.0 31.0 25.0 31.0
346 25.0 32.0 26.0 32.0 25.0 31.0 26.0 31.0
347 26.0 32.0 27.0 32.0 26.0 31.0 27.0 31.0
348 27.0 32.0 28.0 32.0 27.0 31.0 28.0 31.0
349 28.0 32.0 29.0 32.0 28.0 31.0 29.0 31.0
350 29.0 32.0 30.0 32.0 29.0 31.0 30.0 31.0
351 30.0 32.0 31.0 32.0 30.0 31.0 31.0 31.0
352 31.0 32.0 32.0 32.0 31.0 31.0 32.0 31.0
353 32.0 32.0 33.0 32.0 32.0 31.0 33.0 31.0
354 33.0 32.0 34.0 32.0 33.0 31.0 34.0 31.0
355 34.0 32.0 35.0 32.0 34.0 31.0 35.0 31.0
356 35.0 32.0 36.0 32.0 35.0 31.0 36.0 31.0
357 36.0 32.0 37.0 32.0 36.0 31.0 37.0 31.0
358 37.0 32.0 38.0 32.0 37.0 31.0 38.0 31.0
359 38.0 32.0 39.0 32.0 38.0 31.0 39.0 31.0
360 39.0 32.0 40.0 32.0 39.0 31.0 40.0 31.0
361 0.0 31.0 1.0 31.0 0.0 30.0 1.0 30.0
362 1.0 31.0 2.0 31.0 1.0 30.0 2.0 30.0
363 2.0 31.0 3.0 31.0 2.0 30.0 3.0 30.0
364 3.0 31.0 4.0 31.0 3.0 30.0 4.0 30.0
365 4.0 31.0 5.0 31.0 4.0 30.0 5.0 30.0
366 5.0 31.0 6.0 31.0 5.0 30.0 6.0 30.0
367 6.0 31.0 7.0 31.0 6.0 30.0 7.0 30.0
368 7.0 31.0 8.0 31.0 7.0 30.0 8.0 30.0
369 8.0 31.0 9.0 31.0 8.0 30.0 9.0 30.0
370 9.0 31.0 10.0 31.0 9.0 30.0 10.0 30.0
371 10.0 31.0 11.0 31.0 10.0 30.0 11.0 30.0
372 11.0 31.0 12.0 31.0 11.0 30.0 12.0 30.0
373 12.0 31.0 13.0 31.0 12.0 30.0 13.0 30.0
374 13.0 31.0 14.0 31.0 13.0 30.0 14.0 30.0
375 14.0 31.0 15.0 31.0 14.0 30.0 15.0 30.0
376 15.0 31.0 16.0 31.0 15.0 30.0 16.0 30.0
377 16.0 31.0 17.0 31.0 16.0 30.0 17.0 30.0
378 17.0 31.0 18.0 31.0 17.0 30.0 18.0 30.0
379 18.0 31.0 19.0 31.0 18.0 30.0 19.0 30.0
380 19.0 31.0 20.0 31.0 19.0 30.0 20.0 30.0
381 20.0 31.0 21.0 31.0 20.0 30.0 21.0 30.0
382 21.0 31.0 22.0 31.0 21.0 30.0 22.0 30.0
383 22.0 31.0 23.0 31.0 22.0 30.0 23.0 30.0
384 23.0 31.0 24.0 31.0 23.0 30.0 24.0 30.0
385 24.0 31.0 25.0 31.0 24.0 30.0 25.0 30.0
386 25.0 31.0 26.0 31.0 25.0 30.0 26.0 30.0
387 26.0 31.0 27.0 31.0 26.0 30.0 27.0 30.0
388 27.0 31.0 28.0 31.0 27.0 30.0 28.0 30.0
389 28.0 31.0 29.0 31.0 28.0 30.0 29.0 30.0
390 29.0 31.0 30.0 31.0 29.0 30.0 30.0 30.0
391 30.0 31.0 31.0 31.0 30.0 30.0 31.0 30.0
392 31.0 31.0 32.0 31.0 31.0 30.0 32.0 30.0
393 32.0 31.0 33.0 31.0 32.0 30.0 33.0 30.0
394 33.0 31.0 34.0 31.0 33.0 30.0 34.0 30.0
395 34.0 31.0 35.0 31.0 34.0 30.0 35.0 30.0
396 35.0 31.0 36.0 31.0 35.0 30.0 36.0 30.0
397 36.0 31.0 37.0 31.0 36.0 30.0 37.0 30.0
398 37.0 31.0 38.0 31.0 37.0 30.0 38.0 30.0
399 38.0 31.0 39.0 31.0 38.0 30.0 39.0 30.0
400 39.0 31.0 40.0 31.0 39.0 30.0 40.0 30.0
401 0.0 30.0 1.0 30.0 0.0 29.0 1.0 29.0
402 1.0 30.0 2.0 30.0 1.0 29.0 2.0 29.0
403 2.0 30.0 3.0 30.0 2.0 29.0 3.0 29.0
404 3.0 30.0 4.0 30.0 3.0 29.0 4.0 29.0
405 4.0 30.0 5.0 30.0 4.0 29.0 5.0 29.0
406 5.0 30.0 6.0 30.0 5.0 29.0 6.0 29.0
407 6.0 30.0 7.0 30.0 6.0 29.0 7.0 29.0
408 7.0 30.0 8.0 30.0 7.0 29.0 8.0 29.0
409 8.0 30.0 9.0 30.0 8.0 29.0 9.0 29.0
410 9.0 30.0 10.0 30.0 9.0 29.0 10.0 29.0
