customer weight Xc Yc
166 2.412 5.5 35.5
167 2.14 6.5 35.5
168 2.885 7.5 35.5
169 3.93 8.5 35.5
170 3.111 9.5 35.5
171 2.808 10.5 35.5
172 3.395 11.5 35.5
173 3.836 12.5 35.5
174 3.276 13.5 35.5
175 2.926 14.5 35.5
176 3.371 15.5 35.5
177 2.013 16.5 35.5
178 1.927 17.5 35.5
179 1.015 18.5 35.5
180 1.127 19.5 35.5
181 1.0 20.5 35.5
182 1.0 21.5 35.5
183 1.0 22.5 35.5
184 1.0 23.5 35.5
185 1.0 24.5 35.5
186 1.0 25.5 35.5
187 1.0 26.5 35.5
188 1.0 27.5 35.5
189 1.0 28.5 35.5
190 1.0 29.5 35.5
191 1.0 30.5 35.5
192 1.0 31.5 35.5
193 1.0 32.5 35.5
194 1.0 33.5 35.5
195 1.0 34.5 35.5
196 1.0 35.5 35.5
197 1.0 36.5 35.5
198 1.0 37.5 35.5
199 1.0 38.5 35.5
200 1.0 39.5 35.5
201 1.0 0.5 34.5
202 1.0 1.5 34.5
203 1.197 2.5 34.5
204 1.0 3.5 34.5
205 2.231 4.5 34.5
206 2.378 5.5 34.5
207 2.466 6.5 34.5
208 2.92 7.5 34.5
209 3.01 8.5 34.5
210 3.163 9.5 34.5
211 2.245 10.5 34.5
212 3.359 11.5 34.5
213 2.733 12.5 34.5
214 3.602 13.5 34.5
215 1.903 14.5 34.5
216 2.315 15.5 34.5
217 1.826 16.5 34.5
218 1.431 17.5 34.5
219 1.373 18.5 34.5
220 1.128 19.5 34.5
221 1.0 20.5 34.5
222 1.0 21.5 34.5
223 1.0 22.5 34.5
224 1.0 23.5 34.5
225 1.0 24.5 34.5
226 1.0 25.5 34.5
227 1.0 26.5 34.5
228 1.0 27.5 34.5
229 1.0 28.5 34.5
230 1.0 29.5 34.5
231 1.0 30.5 34.5
232 1.0 31.5 34.5
233 1.0 32.5 34.5
234 1.0 33.5 34.5
235 1.0 34.5 34.5
236 1.0 35.5 34.5
237 1.0 36.5 34.5
238 1.0 37.5 34.5
239 1.0 38.5 34.5
240 1.0 39.5 34.5
241 1.0 0.5 33.5
242 1.0 1.5 33.5
243 1.0 2.5 33.5
244 1.172 3.5 33.5
245 1.813 4.5 33.5
246 1.371 5.5 33.5
247 2.518 6.5 33.5
248 2.586 7.5 33.5
249 2.267 8.5 33.5
250 3.004 9.5 33.5
251 2.83 10.5 33.5
252 2.342 11.5 33.5
253 2.924 12.5 33.5
254 3.576 13.5 33.5
255 2.788 14.5 33.5
256 1.992 15.5 33.5
257 1.912 16.5 33.5
258 1.458 17.5 33.5
259 1.43 18.5 33.5
260 1.169 19.5 33.5
261 1.14 20.5 33.5
262 1.0 21.5 33.5
263 1.0 22.5 33.5
264 1.0 23.5 33.5
265 1.0 24.5 33.5
266 1.0 25.5 33.5
267 1.0 26.5 33.5
268 1.0 27.5 33.5
269 1.0 28.5 33.5
270 1.0 29.5 33.5
271 1.0 30.5 33.5
272 1.0 31.5 33.5
273 1.0 32.5 33.5
274 1.0 33.5 33.5
275 1.0 34.5 33.5
276 1.0 35.5 33.5
277 1.0 36.5 33.5
278 1.0 37.5 33.5
279 1.0 38.5 33.5
280 1.0 39.5 33.5
281 1.0 0.5 32.5
282 1.0 1.5 32.5
283 1.0 2.5 32.5
284 1.0 3.5 32.5
285 1.302 4.5 32.5
286 2.133 5.5 32.5
287 1.697 6.5 32.5
288 2.558 7.5 32.5
289 1.719 8.5 32.5
290 2.646 9.5 32.5
291 2.888 10.5 32.5
292 2.41 11.5 32.5
293 2.595 12.5 32.5
294 2.871 13.5 32.5
295 2.991 14.5 32.5
296 2.435 15.5 32.5
297 1.659 16.5 32.5
298 1.0 17.5 32.5
299 1.052 18.5 32.5
300 1.078 19.5 32.5
301 1.0 20.5 32.5
302 1.096 21.5 32.5
303 1.0 22.5 32.5
304 1.0 23.5 32.5
305 1.0 24.5 32.5
306 1.0 25.5 32.5
307 1.0 26.5 32.5
308 1.0 27.5 32.5
309 1.0 28.5 32.5
310 1.0 29.5 32.5
311 1.0 30.5 32.5
312 1.0 31.5 32.5
313 1.0 32.5 32.5
314 1.0 33.5 32.5
315 1.0 34.5 32.5
316 1.0 35.5 32.5
317 1.0 36.5 32.5
318 1.0 37.5 32.5
319 1.0 38.5 32.5
320 1.0 39.5 32.5
321 1.0 0.5 31.5
322 1.0 1.5 31.5
323 1.0 2.5 31.5
324 1.144 3.5 31.5
325 1.416 4.5 31.5
326 1.226 5.5 31.5
327 1.326 6.5 31.5
328 2.32 7.5 31.5
329 2.519 8.5 31.5
330 2.536 9.5 31.5
331 2.754 10.5 31.5
332 1.808 11.5 31.5
333 2.434 12.5 31.5
334 2.96 13.5 31.5
335 2.98 14.5 31.5
336 1.74 15.5 31.5
337 1.849 16.5 31.5
338 1.718 17.5 31.5
339 1.178 18.5 31.5
340 1.0 19.5 31.5
341 1.052 20.5 31.5
342 1.012 21.5 31.5
343 1.047 22.5 31.5
344 1.013 23.5 31.5
345 1.0 24.5 31.5
346 1.0 25.5 31.5
347 1.0 26.5 31.5
348 1.0 27.5 31.5
349 1.0 28.5 31.5
350 1.0 29.5 31.5
351 1.0 30.5 31.5
352 1.0 31.5 31.5
353 1.0 32.5 31.5
354 1.0 33.5 31.5
355 1.0 34.5 31.5
356 1.0 35.5 31.5
357 1.0 36.5 31.5
358 1.0 37.5 31.5
359 1.0 38.5 31.5
360 1.0 39.5 31.5
361 1.0 0.5 30.5
362 1.0 1.5 30.5
363 1.0 2.5 30.5
364 1.0 3.5 30.5
365 1.0 4.5 30.5
366 1.291 5.5 30.5
367 2.07 6.5 30.5
368 2.495 7.5 30.5
369 2.328 8.5 30.5
370 2.372 9.5 30.5
371 1.615 10.5 30.5
372 2.678 11.5 30.5
373 2.328 12.5 30.5
374 1.764 13.5 30.5
375 2.64 14.5 30.5
376 2.256 15.5 30.5
377 1.978 16.5 30.5
378 1.8 17.5 30.5
379 1.186 18.5 30.5
380 1.022 19.5 30.5
381 1.0 20.5 30.5
382 1.036 21.5 30.5
383 1.0 22.5 30.5
384 1.0 23.5 30.5
385 1.0 24.5 30.5
386 1.0 25.5 30.5
387 1.0 26.5 30.5
388 1.0 27.5 30.5
389 1.0 28.5 30.5
390 1.0 29.5 30.5
391 1.0 30.5 30.5
392 1.0 31.5 30.5
393 1.0 32.5 30.5
394 1.0 33.5 30.5
395 1.0 34.5 30.5
396 1.0 35.5 30.5
397 1.0 36.5 30.5
398 1.0 37.5 30.5
399 1.0 38.5 30.5
400 1.0 39.5 30.5
401 1.0 0.5 29.5
402 1.0 1.5 29.5
403 1.0 2.5 29.5
404 1.0 3.5 29.5
405 1.034 4.5 29.5
406 1.679 5.5 29.5
407 1.624 6.5 29.5
408 2.384 7.5 29.5
409 2.244 8.5 29.5
410 1.212 9.5 29.5
411 2.593 10.5 29.5
412 2.298 11.5 29.5
413 1.471 12.5 29.5
414 2.579 13.5 29.5
415 2.48 14.5 29.5
416 1.599 15.5 29.5
417 1.853 16.5 29.5
418 1.019 17.5 29.5
419 1.334 18.5 29.5
420 1.208 19.5 29.5
421 1.0 20.5 29.5
422 1.0 21.5 29.5
423 1.0 22.5 29.5
424 1.0 23.5 29.5
425 1.0 24.5 29.5
426 1.0 25.5 29.5
427 1.0 26.5 29.5
428 1.0 27.5 29.5
429 1.0 28.5 29.5
430 1.0 29.5 29.5
431 1.0 30.5 29.5
432 1.0 31.5 29.5
433 1.0 32.5 29.5
434 1.0 33.5 29.5
435 1.0 34.5 29.5
436 1.0 35.5 29.5
437 1.0 36.5 29.5
438 1.0 37.5 29.5
439 1.0 38.5 29.5
440 1.0 39.5 29.5
441 1.0 0.5 28.5
442 1.0 1.5 28.5
443 1.0 2.5 28.5
444 1.0 3.5 28.5
445 1.0 4.5 28.5
446 1.603 5.5 28.5
447 1.918 6.5 28.5
448 2.002 7.5 28.5
449 1.372 8.5 28.5
450 2.545 9.5 28.5
451 2.416 10.5 28.5
452 1.955 11.5 28.5
453 2.359 12.5 28.5
454 2.321 13.5 28.5
455 1.355 14.5 28.5
456 2.457 15.5 28.5
457 2.434 16.5 28.5
458 1.365 17.5 28.5
459 1.328 18.5 28.5
460 1.0 19.5 28.5
461 1.0 20.5 28.5
462 1.0 21.5 28.5
463 1.0 22.5 28.5
464 1.0 23.5 28.5
465 1.0 24.5 28.5
466 1.0 25.5 28.5
467 1.0 26.5 28.5
468 1.0 27.5 28.5
469 1.0 28.5 28.5
470 1.0 29.5 28.5
471 1.0 30.5 28.5
472 1.0 31.5 28.5
473 1.0 32.5 28.5
474 1.0 33.5 28.5
475 1.0 34.5 28.5
476 1.0 35.5 28.5
477 1.0 36.5 28.5
478 1.0 37.5 28.5
479 1.0 38.5 28.5
480 1.0 39.5 28.5
481 1.0 0.5 27.5
482 1.0 1.5 27.5
483 1.0 2.5 27.5
484 1.0 3.5 27.5
485 1.089 4.5 27.5
486 1.525 5.5 27.5
487 1.365 6.5 27.5
488 1.418 7.5 27.5
489 2.417 8.5 27.5
490 1.966 9.5 27.5
491 1.292 10.5 27.5
492 1.651 11.5 27.5
493 2.021 12.5 27.5
494 1.611 13.5 27.5
495 1.978 14.5 27.5
496 2.378 15.5 27.5
497 1.705 16.5 27.5
498 1.734 17.5 27.5
499 1.072 18.5 27.5
500 1.319 19.5 27.5
501 1.0 20.5 27.5
502 1.0 21.5 27.5
503 1.0 22.5 27.5
504 1.0 23.5 27.5
505 1.0 24.5 27.5
506 1.0 25.5 27.5
507 1.0 26.5 27.5
508 1.0 27.5 27.5
509 1.0 28.5 27.5
510 1.0 29.5 27.5
511 1.0 30.5 27.5
512 1.0 31.5 27.5
513 1.0 32.5 27.5
514 1.0 33.5 27.5
515 1.0 34.5 27.5
516 1.0 35.5 27.5
517 1.0 36.5 27.5
518 1.0 37.5 27.5
519 1.0 38.5 27.5
520 1.0 39.5 27.5
521 1.0 0.5 26.5
522 1.0 1.5 26.5
523 1.0 2.5 26.5
524 1.0 3.5 26.5
525 1.46 4.5 26.5
526 1.0 5.5 26.5
527 1.408 6.5 26.5
528 2.109 7.5 26.5
529 1.467 8.5 26.5
530 1.782 9.5 26.5
531 1.763 10.5 26.5
532 1.392 11.5 26.5
533 1.419 12.5 26.5
534 1.087 13.5 26.5
535 1.555 14.5 26.5
536 2.048 15.5 26.5
537 1.721 16.5 26.5
538 1.61 17.5 26.5
539 1.073 18.5 26.5
540 1.0 19.5 26.5
541 1.0 20.5 26.5
542 1.0 21.5 26.5
543 1.0 22.5 26.5
544 1.0 23.5 26.5
545 1.0 24.5 26.5
546 1.0 25.5 26.5
547 1.0 26.5 26.5
548 1.0 27.5 26.5
549 1.0 28.5 26.5
550 1.0 29.5 26.5
551 1.0 30.5 26.5
552 1.0 31.5 26.5
553 1.0 32.5 26.5
554 1.0 33.5 26.5
555 1.0 34.5 26.5
556 1.0 35.5 26.5
557 1.0 36.5 26.5
558 1.0 37.5 26.5
559 1.0 38.5 26.5
560 1.0 39.5 26.5
561 1.0 0.5 25.5
562 1.0 1.5 25.5
563 1.0 2.5 25.5
564 1.0 3.5 25.5
565 1.067 4.5 25.5
566 1.011 5.5 25.5
567 1.298 6.5 25.5
568 1.253 7.5 25.5
569 1.511 8.5 25.5
570 1.443 9.5 25.5
571 1.226 10.5 25.5
572 1.527 11.5 25.5
573 1.35 12.5 25.5
574 1.0 13.5 25.5
575 1.026 14.5 25.5
576 1.756 15.5 25.5
577 1.83 16.5 25.5
578 1.395 17.5 25.5
579 1.0 18.5 25.5
580 1.0 19.5 25.5
581 1.0 20.5 25.5
582 1.0 21.5 25.5
583 1.0 22.5 25.5
584 1.0 23.5 25.5
585 1.0 24.5 25.5
586 1.0 25.5 25.5
587 1.0 26.5 25.5
588 1.0 27.5 25.5
589 1.0 28.5 25.5
590 1.0 29.5 25.5
591 1.0 30.5 25.5
592 1.0 31.5 25.5
593 1.0 32.5 25.5
594 1.0 33.5 25.5
595 1.0 34.5 25.5
596 1.0 35.5 25.5
597 1.0 36.5 25.5
598 1.0 37.5 25.5
599 1.0 38.5 25.5
600 1.0 39.5 25.5
601 1.0 0.5 24.5
602 1.0 1.5 24.5
603 1.0 2.5 24.5
604 1.0 3.5 24.5
605 1.0 4.5 24.5
606 1.0 5.5 24.5
607 1.232 6.5 24.5
608 1.306 7.5 24.5
609 1.073 8.5 24.5
610 1.222 9.5 24.5
611 1.485 10.5 24.5
612 1.0 11.5 24.5
613 1.0 12.5 24.5
614 1.032 13.5 24.5
615 1.049 14.5 24.5
616 1.676 15.5 24.5
617 1.348 16.5 24.5
618 1.274 17.5 24.5
619 1.063 18.5 24.5
620 1.0 19.5 24.5
621 1.0 20.5 24.5
622 1.0 21.5 24.5
623 1.0 22.5 24.5
624 1.0 23.5 24.5
625 1.0 24.5 24.5
626 1.0 25.5 24.5
627 1.0 26.5 24.5
628 1.0 27.5 24.5
629 1.0 28.5 24.5
630 1.0 29.5 24.5
631 1.0 30.5 24.5
632 1.0 31.5 24.5
633 1.0 32.5 24.5
634 1.0 33.5 24.5
635 1.0 34.5 24.5
636 1.0 35.5 24.5
637 1.0 36.5 24.5
638 1.0 37.5 24.5
639 1.0 38.5 24.5
640 1.0 39.5 24.5
641 1.0 0.5 23.5
642 1.0 1.5 23.5
643 1.0 2.5 23.5
644 1.0 3.5 23.5
645 1.0 4.5 23.5
646 1.0 5.5 23.5
647 1.0 6.5 23.5
648 1.0 7.5 23.5
649 1.184 8.5 23.5
650 1.0 9.5 23.5
651 1.263 10.5 23.5
652 1.0 11.5 23.5
653 1.026 12.5 23.5
654 1.0 13.5 23.5
655 1.532 14.5 23.5
656 1.152 15.5 23.5
657 1.069 16.5 23.5
658 1.128 17.5 23.5
659 1.0 18.5 23.5
660 1.0 19.5 23.5
661 1.0 20.5 23.5
662 1.0 21.5 23.5
663 1.0 22.5 23.5
664 1.0 23.5 23.5
665 1.0 24.5 23.5
666 1.0 25.5 23.5
667 1.0 26.5 23.5
668 1.0 27.5 23.5
669 1.0 28.5 23.5
670 1.0 29.5 23.5
671 1.0 30.5 23.5
672 1.0 31.5 23.5
673 1.0 32.5 23.5
674 1.0 33.5 23.5
675 1.0 34.5 23.5
676 1.0 35.5 23.5
677 1.0 36.5 23.5
678 1.0 37.5 23.5
679 1.0 38.5 23.5
680 1.0 39.5 23.5
681 1.0 0.5 22.5
682 1.0 1.5 22.5
683 1.0 2.5 22.5
684 1.0 3.5 22.5
685 1.0 4.5 22.5
686 1.0 5.5 22.5
687 1.0 6.5 22.5
688 1.0 7.5 22.5
689 1.0 8.5 22.5
690 1.0 9.5 22.5
691 1.247 10.5 22.5
692 1.148 11.5 22.5
693 1.0 12.5 22.5
694 1.237 13.5 22.5
695 1.0 14.5 22.5
696 1.083 15.5 22.5
697 1.0 16.5 22.5
698 1.0 17.5 22.5
699 1.045 18.5 22.5
700 1.0 19.5 22.5
701 1.0 20.5 22.5
702 1.0 21.5 22.5
703 1.0 22.5 22.5
704 1.0 23.5 22.5
705 1.0 24.5 22.5
706 1.0 25.5 22.5
707 1.0 26.5 22.5
708 1.0 27.5 22.5
709 1.0 28.5 22.5
710 1.0 29.5 22.5
711 1.0 30.5 22.5
712 1.0 31.5 22.5
713 1.0 32.5 22.5
714 1.0 33.5 22.5
715 1.0 34.5 22.5
716 1.0 35.5 22.5
717 1.0 36.5 22.5
718 1.0 37.5 22.5
719 1.0 38.5 22.5
720 1.0 39.5 22.5
721 1.0 0.5 21.5
722 1.0 1.5 21.5
723 1.0 2.5 21.5
724 1.0 3.5 21.5
725 1.0 4.5 21.5
726 1.0 5.5 21.5
727 1.0 6.5 21.5
728 1.0 7.5 21.5
729 1.0 8.5 21.5
730 1.048 9.5 21.5
731 1.06 10.5 21.5
732 1.119 11.5 21.5
733 1.0 12.5 21.5
734 1.232 13.5 21.5
735 1.0 14.5 21.5
736 1.0 15.5 21.5
737 1.0 16.5 21.5
738 1.005 17.5 21.5
739 1.0 18.5 21.5
740 1.0 19.5 21.5
741 1.0 20.5 21.5
742 1.0 21.5 21.5
743 1.0 22.5 21.5
744 1.0 23.5 21.5
745 1.0 24.5 21.5
746 1.0 25.5 21.5
747 1.0 26.5 21.5
748 1.0 27.5 21.5
749 1.0 28.5 21.5
750 1.0 29.5 21.5
751 1.0 30.5 21.5
752 1.0 31.5 21.5
753 1.0 32.5 21.5
754 1.0 33.5 21.5
755 1.0 34.5 21.5
756 1.0 35.5 21.5
757 1.0 36.5 21.5
758 1.0 37.5 21.5
759 1.0 38.5 21.5
760 1.0 39.5 21.5
761 1.0 0.5 20.5
762 1.0 1.5 20.5
763 1.0 2.5 20.5
764 1.0 3.5 20.5
765 1.0 4.5 20.5
766 1.0 5.5 20.5
767 1.0 6.5 20.5
768 1.0 7.5 20.5
769 1.0 8.5 20.5
770 1.0 9.5 20.5
771 1.0 10.5 20.5
772 1.0 11.5 20.5
773 1.0 12.5 20.5
774 1.144 13.5 20.5
775 1.069 14.5 20.5
776 1.0 15.5 20.5
777 1.0 16.5 20.5
778 1.0 17.5 20.5
779 1.0 18.5 20.5
780 1.0 19.5 20.5
781 1.0 20.5 20.5
782 1.0 21.5 20.5
783 1.0 22.5 20.5
784 1.0 23.5 20.5
785 1.0 24.5 20.5
786 1.0 25.5 20.5
787 1.0 26.5 20.5
788 1.0 27.5 20.5
789 1.0 28.5 20.5
790 1.0 29.5 20.5
791 1.0 30.5 20.5
792 1.0 31.5 20.5
793 1.0 32.5 20.5
794 1.0 33.5 20.5
795 1.0 34.5 20.5
796 1.0 35.5 20.5
797 1.0 36.5 20.5
798 1.0 37.5 20.5
799 1.0 38.5 20.5
800 1.0 39.5 20.5
801 1.0 0.5 19.5
802 1.0 1.5 19.5
803 1.0 2.5 19.5
804 1.0 3.5 19.5
805 1.0 4.5 19.5
806 1.0 5.5 19.5
807 1.0 6.5 19.5
808 1.0 7.5 19.5
809 1.0 8.5 19.5
810 1.0 9.5 19.5
811 1.0 10.5 19.5
812 1.0 11.5 19.5
813 1.0 12.5 19.5
814 1.0 13.5 19.5
815 1.136 14.5 19.5
816 1.127 15.5 19.5
817 1.0 16.5 19.5
818 1.0 17.5 19.5
819 1.0 18.5 19.5
820 1.0 19.5 19.5
821 1.0 20.5 19.5
822 1.0 21.5 19.5
823 1.0 22.5 19.5
824 1.0 23.5 19.5
825 1.0 24.5 19.5
826 1.0 25.5 19.5
827 1.0 26.5 19.5
828 1.0 27.5 19.5
829 1.0 28.5 19.5
830 1.0 29.5 19.5
831 1.0 30.5 19.5
832 1.0 31.5 19.5
833 1.0 32.5 19.5
834 1.0 33.5 19.5
835 1.0 34.5 19.5
836 1.0 35.5 19.5
837 1.0 36.5 19.5
838 1.0 37.5 19.5
839 1.0 38.5 19.5
840 1.0 39.5 19.5
841 1.0 0.5 18.5
842 1.0 1.5 18.5
843 1.0 2.5 18.5
844 1.0 3.5 18.5
845 1.0 4.5 18.5
846 1.0 5.5 18.5
847 1.0 6.5 18.5
848 1.0 7.5 18.5
849 1.0 8.5 18.5
850 1.0 9.5 18.5
851 1.0 10.5 18.5
852 1.0 11.5 18.5
853 1.0 12.5 18.5
854 1.0 13.5 18.5
855 1.0 14.5 18.5
856 1.0 15.5 18.5
857 1.0 16.5 18.5
858 1.0 17.5 18.5
859 1.0 18.5 18.5
860 1.0 19.5 18.5
861 1.0 20.5 18.5
862 1.0 21.5 18.5
863 1.0 22.5 18.5
864 1.0 23.5 18.5
865 1.0 24.5 18.5
866 1.0 25.5 18.5
867 1.0 26.5 18.5
868 1.0 27.5 18.5
869 1.0 28.5 18.5
870 1.0 29.5 18.5
871 1.0 30.5 18.5
872 1.0 31.5 18.5
873 1.0 32.5 18.5
874 1.0 33.5 18.5
875 1.0 34.5 18.5
876 1.0 35.5 18.5
877 1.0 36.5 18.5
878 1.0 37.5 18.5
879 1.0 38.5 18.5
880 1.0 39.5 18.5
881 1.0 0.5 17.5
882 1.0 1.5 17.5
883 1.0 2.5 17.5
884 1.0 3.5 17.5
885 1.0 4.5 17.5
886 1.0 5.5 17.5
887 1.0 6.5 17.5
888 1.0 7.5 17.5
889 1.0 8.5 17.5
890 1.0 9.5 17.5
891 1.0 10.5 17.5
892 1.0 11.5 17.5
893 1.0 12.5 17.5
894 1.0 13.5 17.5
895 1.0 14.5 17.5
896 1.0 15.5 17.5
897 1.0 16.5 17.5
898 1.0 17.5 17.5
899 1.0 18.5 17.5
900 1.0 19.5 17.5
901 1.0 20.5 17.5
902 1.0 21.5 17.5
903 1.0 22.5 17.5
904 1.0 23.5 17.5
905 1.0 24.5 17.5
906 1.0 25.5 17.5
907 1.0 26.5 17.5
908 1.0 27.5 17.5
909 1.0 28.5 17.5
910 1.0 29.5 17.5
911 1.0 30.5 17.5
912 1.0 31.5 17.5
913 1.0 32.5 17.5
914 1.0 33.5 17.5
915 1.0 34.5 17.5
916 1.0 35.5 17.5
917 1.0 36.5 17.5
918 1.0 37.5 17.5
919 1.0 38.5 17.5
920 1.0 39.5 17.5
921 1.0 0.5 16.5
922 1.0 1.5 16.5
923 1.0 2.5 16.5
924 1.0 3.5 16.5
925 1.0 4.5 16.5
926 1.0 5.5 16.5
927 1.0 6.5 16.5
928 1.0 7.5 16.5
929 1.0 8.5 16.5
930 1.0 9.5 16.5
931 1.0 10.5 16.5
932 1.0 11.5 16.5
933 1.0 12.5 16.5
934 1.0 13.5 16.5
935 1.0 14.5 16.5
936 1.0 15.5 16.5
937 1.0 16.5 16.5
938 1.0 17.5 16.5
939 1.0 18.5 16.5
940 1.0 19.5 16.5
941 1.0 20.5 16.5
942 1.0 21.5 16.5
943 1.0 22.5 16.5
944 1.0 23.5 16.5
945 1.0 24.5 16.5
946 1.0 25.5 16.5
947 1.0 26.5 16.5
948 1.0 27.5 16.5
949 1.0 28.5 16.5
950 1.0 29.5 16.5
951 1.0 30.5 16.5
952 1.0 31.5 16.5
953 1.0 32.5 16.5
954 1.0 33.5 16.5
955 1.0 34.5 16.5
956 1.0 35.5 16.5
957 1.0 36.5 16.5
958 1.0 37.5 16.5
959 1.0 38.5 16.5
960 1.0 39.5 16.5
961 1.0 0.5 15.5
962 1.0 1.5 15.5
963 1.0 2.5 15.5
964 1.0 3.5 15.5
965 1.0 4.5 15.5
966 1.0 5.5 15.5
967 1.0 6.5 15.5
968 1.0 7.5 15.5
969 1.0 8.5 15.5
970 1.0 9.5 15.5
971 1.0 10.5 15.5
972 1.0 11.5 15.5
973 1.0 12.5 15.5
974 1.0 13.5 15.5
975 1.0 14.5 15.5
976 1.0 15.5 15.5
977 1.0 16.5 15.5
978 1.0 17.5 15.5
979 1.0 18.5 15.5
980 1.0 19.5 15.5
981 1.0 20.5 15.5
982 1.0 21.5 15.5
983 1.0 22.5 15.5
984 1.0 23.5 15.5
985 1.0 24.5 15.5
986 1.0 25.5 15.5
987 1.0 26.5 15.5
988 1.0 27.5 15.5
989 1.0 28.5 15.5
990 1.0 29.5 15.5
991 1.0 30.5 15.5
992 1.0 31.5 15.5
993 1.0 32.5 15.5
994 1.0 33.5 15.5
995 1.0 34.5 15.5
996 1.0 35.5 15.5
997 1.0 36.5 15.5
998 1.0 37.5 15.5
