subarea p1x p1y p2x p2y p3x p3y p4x p4y
158 34.0 26.0 36.0 26.0 34.0 24.0 36.0 24.0
159 36.0 26.0 38.0 26.0 36.0 24.0 38.0 24.0
160 38.0 26.0 40.0 26.0 38.0 24.0 40.0 24.0
161 0.0 24.0 2.0 24.0 0.0 22.0 2.0 22.0
162 2.0 24.0 4.0 24.0 2.0 22.0 4.0 22.0
163 4.0 24.0 6.0 24.0 4.0 22.0 6.0 22.0
164 6.0 24.0 8.0 24.0 6.0 22.0 8.0 22.0
165 8.0 24.0 10.0 24.0 8.0 22.0 10.0 22.0
166 10.0 24.0 12.0 24.0 10.0 22.0 12.0 22.0
167 12.0 24.0 14.0 24.0 12.0 22.0 14.0 22.0
168 14.0 24.0 16.0 24.0 14.0 22.0 16.0 22.0
169 16.0 24.0 18.0 24.0 16.0 22.0 18.0 22.0
170 18.0 24.0 20.0 24.0 18.0 22.0 20.0 22.0
171 20.0 24.0 22.0 24.0 20.0 22.0 22.0 22.0
172 22.0 24.0 24.0 24.0 22.0 22.0 24.0 22.0
173 24.0 24.0 26.0 24.0 24.0 22.0 26.0 22.0
174 26.0 24.0 28.0 24.0 26.0 22.0 28.0 22.0
175 28.0 24.0 30.0 24.0 28.0 22.0 30.0 22.0
176 30.0 24.0 32.0 24.0 30.0 22.0 32.0 22.0
177 32.0 24.0 34.0 24.0 32.0 22.0 34.0 22.0
178 34.0 24.0 36.0 24.0 34.0 22.0 36.0 22.0
179 36.0 24.0 38.0 24.0 36.0 22.0 38.0 22.0
180 38.0 24.0 40.0 24.0 38.0 22.0 40.0 22.0
181 0.0 22.0 2.0 22.0 0.0 20.0 2.0 20.0
182 2.0 22.0 4.0 22.0 2.0 20.0 4.0 20.0
183 4.0 22.0 6.0 22.0 4.0 20.0 6.0 20.0
184 6.0 22.0 8.0 22.0 6.0 20.0 8.0 20.0
185 8.0 22.0 10.0 22.0 8.0 20.0 10.0 20.0
186 10.0 22.0 12.0 22.0 10.0 20.0 12.0 20.0
187 12.0 22.0 14.0 22.0 12.0 20.0 14.0 20.0
188 14.0 22.0 16.0 22.0 14.0 20.0 16.0 20.0
189 16.0 22.0 18.0 22.0 16.0 20.0 18.0 20.0
190 18.0 22.0 20.0 22.0 18.0 20.0 20.0 20.0
191 20.0 22.0 22.0 22.0 20.0 20.0 22.0 20.0
192 22.0 22.0 24.0 22.0 22.0 20.0 24.0 20.0
193 24.0 22.0 26.0 22.0 24.0 20.0 26.0 20.0
194 26.0 22.0 28.0 22.0 26.0 20.0 28.0 20.0
195 28.0 22.0 30.0 22.0 28.0 20.0 30.0 20.0
196 30.0 22.0 32.0 22.0 30.0 20.0 32.0 20.0
197 32.0 22.0 34.0 22.0 32.0 20.0 34.0 20.0
198 34.0 22.0 36.0 22.0 34.0 20.0 36.0 20.0
199 36.0 22.0 38.0 22.0 36.0 20.0 38.0 20.0
200 38.0 22.0 40.0 22.0 38.0 20.0 40.0 20.0
201 0.0 20.0 2.0 20.0 0.0 18.0 2.0 18.0
202 2.0 20.0 4.0 20.0 2.0 18.0 4.0 18.0
203 4.0 20.0 6.0 20.0 4.0 18.0 6.0 18.0
204 6.0 20.0 8.0 20.0 6.0 18.0 8.0 18.0
205 8.0 20.0 10.0 20.0 8.0 18.0 10.0 18.0
206 10.0 20.0 12.0 20.0 10.0 18.0 12.0 18.0
207 12.0 20.0 14.0 20.0 12.0 18.0 14.0 18.0
208 14.0 20.0 16.0 20.0 14.0 18.0 16.0 18.0
209 16.0 20.0 18.0 20.0 16.0 18.0 18.0 18.0
210 18.0 20.0 20.0 20.0 18.0 18.0 20.0 18.0
211 20.0 20.0 22.0 20.0 20.0 18.0 22.0 18.0
212 22.0 20.0 24.0 20.0 22.0 18.0 24.0 18.0
213 24.0 20.0 26.0 20.0 24.0 18.0 26.0 18.0
214 26.0 20.0 28.0 20.0 26.0 18.0 28.0 18.0
215 28.0 20.0 30.0 20.0 28.0 18.0 30.0 18.0
216 30.0 20.0 32.0 20.0 30.0 18.0 32.0 18.0
217 32.0 20.0 34.0 20.0 32.0 18.0 34.0 18.0
218 34.0 20.0 36.0 20.0 34.0 18.0 36.0 18.0
219 36.0 20.0 38.0 20.0 36.0 18.0 38.0 18.0
220 38.0 20.0 40.0 20.0 38.0 18.0 40.0 18.0
221 0.0 18.0 2.0 18.0 0.0 16.0 2.0 16.0
222 2.0 18.0 4.0 18.0 2.0 16.0 4.0 16.0
223 4.0 18.0 6.0 18.0 4.0 16.0 6.0 16.0
224 6.0 18.0 8.0 18.0 6.0 16.0 8.0 16.0
225 8.0 18.0 10.0 18.0 8.0 16.0 10.0 16.0
226 10.0 18.0 12.0 18.0 10.0 16.0 12.0 16.0
227 12.0 18.0 14.0 18.0 12.0 16.0 14.0 16.0
228 14.0 18.0 16.0 18.0 14.0 16.0 16.0 16.0
229 16.0 18.0 18.0 18.0 16.0 16.0 18.0 16.0
230 18.0 18.0 20.0 18.0 18.0 16.0 20.0 16.0
231 20.0 18.0 22.0 18.0 20.0 16.0 22.0 16.0
232 22.0 18.0 24.0 18.0 22.0 16.0 24.0 16.0
233 24.0 18.0 26.0 18.0 24.0 16.0 26.0 16.0
234 26.0 18.0 28.0 18.0 26.0 16.0 28.0 16.0
235 28.0 18.0 30.0 18.0 28.0 16.0 30.0 16.0
236 30.0 18.0 32.0 18.0 30.0 16.0 32.0 16.0
237 32.0 18.0 34.0 18.0 32.0 16.0 34.0 16.0
238 34.0 18.0 36.0 18.0 34.0 16.0 36.0 16.0
239 36.0 18.0 38.0 18.0 36.0 16.0 38.0 16.0
240 38.0 18.0 40.0 18.0 38.0 16.0 40.0 16.0
241 0.0 16.0 2.0 16.0 0.0 14.0 2.0 14.0
242 2.0 16.0 4.0 16.0 2.0 14.0 4.0 14.0
243 4.0 16.0 6.0 16.0 4.0 14.0 6.0 14.0
244 6.0 16.0 8.0 16.0 6.0 14.0 8.0 14.0
245 8.0 16.0 10.0 16.0 8.0 14.0 10.0 14.0
246 10.0 16.0 12.0 16.0 10.0 14.0 12.0 14.0
247 12.0 16.0 14.0 16.0 12.0 14.0 14.0 14.0
248 14.0 16.0 16.0 16.0 14.0 14.0 16.0 14.0
249 16.0 16.0 18.0 16.0 16.0 14.0 18.0 14.0
250 18.0 16.0 20.0 16.0 18.0 14.0 20.0 14.0
251 20.0 16.0 22.0 16.0 20.0 14.0 22.0 14.0
252 22.0 16.0 24.0 16.0 22.0 14.0 24.0 14.0
253 24.0 16.0 26.0 16.0 24.0 14.0 26.0 14.0
254 26.0 16.0 28.0 16.0 26.0 14.0 28.0 14.0
255 28.0 16.0 30.0 16.0 28.0 14.0 30.0 14.0
256 30.0 16.0 32.0 16.0 30.0 14.0 32.0 14.0
257 32.0 16.0 34.0 16.0 32.0 14.0 34.0 14.0
258 34.0 16.0 36.0 16.0 34.0 14.0 36.0 14.0
259 36.0 16.0 38.0 16.0 36.0 14.0 38.0 14.0
260 38.0 16.0 40.0 16.0 38.0 14.0 40.0 14.0
261 0.0 14.0 2.0 14.0 0.0 12.0 2.0 12.0
262 2.0 14.0 4.0 14.0 2.0 12.0 4.0 12.0
263 4.0 14.0 6.0 14.0 4.0 12.0 6.0 12.0
264 6.0 14.0 8.0 14.0 6.0 12.0 8.0 12.0
265 8.0 14.0 10.0 14.0 8.0 12.0 10.0 12.0
266 10.0 14.0 12.0 14.0 10.0 12.0 12.0 12.0
267 12.0 14.0 14.0 14.0 12.0 12.0 14.0 12.0
268 14.0 14.0 16.0 14.0 14.0 12.0 16.0 12.0
269 16.0 14.0 18.0 14.0 16.0 12.0 18.0 12.0
270 18.0 14.0 20.0 14.0 18.0 12.0 20.0 12.0
271 20.0 14.0 22.0 14.0 20.0 12.0 22.0 12.0
272 22.0 14.0 24.0 14.0 22.0 12.0 24.0 12.0
273 24.0 14.0 26.0 14.0 24.0 12.0 26.0 12.0
274 26.0 14.0 28.0 14.0 26.0 12.0 28.0 12.0
275 28.0 14.0 30.0 14.0 28.0 12.0 30.0 12.0
276 30.0 14.0 32.0 14.0 30.0 12.0 32.0 12.0
277 32.0 14.0 34.0 14.0 32.0 12.0 34.0 12.0
278 34.0 14.0 36.0 14.0 34.0 12.0 36.0 12.0
279 36.0 14.0 38.0 14.0 36.0 12.0 38.0 12.0
280 38.0 14.0 40.0 14.0 38.0 12.0 40.0 12.0
281 0.0 12.0 2.0 12.0 0.0 10.0 2.0 10.0
282 2.0 12.0 4.0 12.0 2.0 10.0 4.0 10.0
283 4.0 12.0 6.0 12.0 4.0 10.0 6.0 10.0
284 6.0 12.0 8.0 12.0 6.0 10.0 8.0 10.0
285 8.0 12.0 10.0 12.0 8.0 10.0 10.0 10.0
286 10.0 12.0 12.0 12.0 10.0 10.0 12.0 10.0
287 12.0 12.0 14.0 12.0 12.0 10.0 14.0 10.0
288 14.0 12.0 16.0 12.0 14.0 10.0 16.0 10.0
289 16.0 12.0 18.0 12.0 16.0 10.0 18.0 10.0
290 18.0 12.0 20.0 12.0 18.0 10.0 20.0 10.0
291 20.0 12.0 22.0 12.0 20.0 10.0 22.0 10.0
292 22.0 12.0 24.0 12.0 22.0 10.0 24.0 10.0
293 24.0 12.0 26.0 12.0 24.0 10.0 26.0 10.0
294 26.0 12.0 28.0 12.0 26.0 10.0 28.0 10.0
295 28.0 12.0 30.0 12.0 28.0 10.0 30.0 10.0
296 30.0 12.0 32.0 12.0 30.0 10.0 32.0 10.0
297 32.0 12.0 34.0 12.0 32.0 10.0 34.0 10.0
298 34.0 12.0 36.0 12.0 34.0 10.0 36.0 10.0
299 36.0 12.0 38.0 12.0 36.0 10.0 38.0 10.0
300 38.0 12.0 40.0 12.0 38.0 10.0 40.0 10.0
301 0.0 10.0 2.0 10.0 0.0 8.0 2.0 8.0
302 2.0 10.0 4.0 10.0 2.0 8.0 4.0 8.0
303 4.0 10.0 6.0 10.0 4.0 8.0 6.0 8.0
304 6.0 10.0 8.0 10.0 6.0 8.0 8.0 8.0
305 8.0 10.0 10.0 10.0 8.0 8.0 10.0 8.0
306 10.0 10.0 12.0 10.0 10.0 8.0 12.0 8.0
307 12.0 10.0 14.0 10.0 12.0 8.0 14.0 8.0
308 14.0 10.0 16.0 10.0 14.0 8.0 16.0 8.0
309 16.0 10.0 18.0 10.0 16.0 8.0 18.0 8.0
310 18.0 10.0 20.0 10.0 18.0 8.0 20.0 8.0
311 20.0 10.0 22.0 10.0 20.0 8.0 22.0 8.0
312 22.0 10.0 24.0 10.0 22.0 8.0 24.0 8.0
313 24.0 10.0 26.0 10.0 24.0 8.0 26.0 8.0
314 26.0 10.0 28.0 10.0 26.0 8.0 28.0 8.0
315 28.0 10.0 30.0 10.0 28.0 8.0 30.0 8.0
316 30.0 10.0 32.0 10.0 30.0 8.0 32.0 8.0
317 32.0 10.0 34.0 10.0 32.0 8.0 34.0 8.0
318 34.0 10.0 36.0 10.0 34.0 8.0 36.0 8.0
319 36.0 10.0 38.0 10.0 36.0 8.0 38.0 8.0
320 38.0 10.0 40.0 10.0 38.0 8.0 40.0 8.0
321 0.0 8.0 2.0 8.0 0.0 6.0 2.0 6.0
322 2.0 8.0 4.0 8.0 2.0 6.0 4.0 6.0
323 4.0 8.0 6.0 8.0 4.0 6.0 6.0 6.0
324 6.0 8.0 8.0 8.0 6.0 6.0 8.0 6.0
325 8.0 8.0 10.0 8.0 8.0 6.0 10.0 6.0
326 10.0 8.0 12.0 8.0 10.0 6.0 12.0 6.0
327 12.0 8.0 14.0 8.0 12.0 6.0 14.0 6.0
328 14.0 8.0 16.0 8.0 14.0 6.0 16.0 6.0
329 16.0 8.0 18.0 8.0 16.0 6.0 18.0 6.0
330 18.0 8.0 20.0 8.0 18.0 6.0 20.0 6.0
331 20.0 8.0 22.0 8.0 20.0 6.0 22.0 6.0
332 22.0 8.0 24.0 8.0 22.0 6.0 24.0 6.0
333 24.0 8.0 26.0 8.0 24.0 6.0 26.0 6.0
334 26.0 8.0 28.0 8.0 26.0 6.0 28.0 6.0
335 28.0 8.0 30.0 8.0 28.0 6.0 30.0 6.0
336 30.0 8.0 32.0 8.0 30.0 6.0 32.0 6.0
337 32.0 8.0 34.0 8.0 32.0 6.0 34.0 6.0
338 34.0 8.0 36.0 8.0 34.0 6.0 36.0 6.0
339 36.0 8.0 38.0 8.0 36.0 6.0 38.0 6.0
340 38.0 8.0 40.0 8.0 38.0 6.0 40.0 6.0
341 0.0 6.0 2.0 6.0 0.0 4.0 2.0 4.0
342 2.0 6.0 4.0 6.0 2.0 4.0 4.0 4.0
343 4.0 6.0 6.0 6.0 4.0 4.0 6.0 4.0
344 6.0 6.0 8.0 6.0 6.0 4.0 8.0 4.0
345 8.0 6.0 10.0 6.0 8.0 4.0 10.0 4.0
346 10.0 6.0 12.0 6.0 10.0 4.0 12.0 4.0
347 12.0 6.0 14.0 6.0 12.0 4.0 14.0 4.0
348 14.0 6.0 16.0 6.0 14.0 4.0 16.0 4.0
349 16.0 6.0 18.0 6.0 16.0 4.0 18.0 4.0
350 18.0 6.0 20.0 6.0 18.0 4.0 20.0 4.0
351 20.0 6.0 22.0 6.0 20.0 4.0 22.0 4.0
352 22.0 6.0 24.0 6.0 22.0 4.0 24.0 4.0
353 24.0 6.0 26.0 6.0 24.0 4.0 26.0 4.0
354 26.0 6.0 28.0 6.0 26.0 4.0 28.0 4.0
355 28.0 6.0 30.0 6.0 28.0 4.0 30.0 4.0
356 30.0 6.0 32.0 6.0 30.0 4.0 32.0 4.0
357 32.0 6.0 34.0 6.0 32.0 4.0 34.0 4.0
358 34.0 6.0 36.0 6.0 34.0 4.0 36.0 4.0
359 36.0 6.0 38.0 6.0 36.0 4.0 38.0 4.0
360 38.0 6.0 40.0 6.0 38.0 4.0 40.0 4.0
361 0.0 4.0 2.0 4.0 0.0 2.0 2.0 2.0
362 2.0 4.0 4.0 4.0 2.0 2.0 4.0 2.0
363 4.0 4.0 6.0 4.0 4.0 2.0 6.0 2.0
364 6.0 4.0 8.0 4.0 6.0 2.0 8.0 2.0
365 8.0 4.0 10.0 4.0 8.0 2.0 10.0 2.0
366 10.0 4.0 12.0 4.0 10.0 2.0 12.0 2.0
367 12.0 4.0 14.0 4.0 12.0 2.0 14.0 2.0
368 14.0 4.0 16.0 4.0 14.0 2.0 16.0 2.0
369 16.0 4.0 18.0 4.0 16.0 2.0 18.0 2.0
370 18.0 4.0 20.0 4.0 18.0 2.0 20.0 2.0
371 20.0 4.0 22.0 4.0 20.0 2.0 22.0 2.0
372 22.0 4.0 24.0 4.0 22.0 2.0 24.0 2.0
373 24.0 4.0 26.0 4.0 24.0 2.0 26.0 2.0
374 26.0 4.0 28.0 4.0 26.0 2.0 28.0 2.0
375 28.0 4.0 30.0 4.0 28.0 2.0 30.0 2.0
376 30.0 4.0 32.0 4.0 30.0 2.0 32.0 2.0
377 32.0 4.0 34.0 4.0 32.0 2.0 34.0 2.0
378 34.0 4.0 36.0 4.0 34.0 2.0 36.0 2.0
379 36.0 4.0 38.0 4.0 36.0 2.0 38.0 2.0
380 38.0 4.0 40.0 4.0 38.0 2.0 40.0 2.0
381 0.0 2.0 2.0 2.0 0.0 0.0 2.0 0.0
382 2.0 2.0 4.0 2.0 2.0 0.0 4.0 0.0
383 4.0 2.0 6.0 2.0 4.0 0.0 6.0 0.0
384 6.0 2.0 8.0 2.0 6.0 0.0 8.0 0.0
385 8.0 2.0 10.0 2.0 8.0 0.0 10.0 0.0
386 10.0 2.0 12.0 2.0 10.0 0.0 12.0 0.0
387 12.0 2.0 14.0 2.0 12.0 0.0 14.0 0.0
388 14.0 2.0 16.0 2.0 14.0 0.0 16.0 0.0
389 16.0 2.0 18.0 2.0 16.0 0.0 18.0 0.0
390 18.0 2.0 20.0 2.0 18.0 0.0 20.0 0.0
391 20.0 2.0 22.0 2.0 20.0 0.0 22.0 0.0
392 22.0 2.0 24.0 2.0 22.0 0.0 24.0 0.0
393 24.0 2.0 26.0 2.0 24.0 0.0 26.0 0.0
394 26.0 2.0 28.0 2.0 26.0 0.0 28.0 0.0
395 28.0 2.0 30.0 2.0 28.0 0.0 30.0 0.0
396 30.0 2.0 32.0 2.0 30.0 0.0 32.0 0.0
397 32.0 2.0 34.0 2.0 32.0 0.0 34.0 0.0
398 34.0 2.0 36.0 2.0 34.0 0.0 36.0 0.0
399 36.0 2.0 38.0 2.0 36.0 0.0 38.0 0.0
400 38.0 2.0 40.0 2.0 38.0 0.0 40.0 0.0
