subarea p1x p1y p2x p2y p3x p3y p4x p4y
51 4.0 20.0 8.0 20.0 4.0 16.0 8.0 16.0
52 8.0 20.0 12.0 20.0 8.0 16.0 12.0 16.0
53 12.0 20.0 16.0 20.0 12.0 16.0 16.0 16.0
54 16.0 20.0 20.0 20.0 16.0 16.0 20.0 16.0
55 20.0 20.0 24.0 20.0 20.0 16.0 24.0 16.0
56 24.0 20.0 28.0 20.0 24.0 16.0 28.0 16.0
57 28.0 20.0 32.0 20.0 28.0 16.0 32.0 16.0
58 32.0 20.0 36.0 20.0 32.0 16.0 36.0 16.0
59 36.0 20.0 40.0 20.0 36.0 16.0 40.0 16.0
60 0.0 16.0 4.0 16.0 0.0 12.0 4.0 12.0
61 4.0 16.0 8.0 16.0 4.0 12.0 8.0 12.0
62 8.0 16.0 12.0 16.0 8.0 12.0 12.0 12.0
63 12.0 16.0 16.0 16.0 12.0 12.0 16.0 12.0
64 16.0 16.0 20.0 16.0 16.0 12.0 20.0 12.0
65 20.0 16.0 24.0 16.0 20.0 12.0 24.0 12.0
66 24.0 16.0 28.0 16.0 24.0 12.0 28.0 12.0
67 28.0 16.0 32.0 16.0 28.0 12.0 32.0 12.0
68 32.0 16.0 36.0 16.0 32.0 12.0 36.0 12.0
69 36.0 16.0 40.0 16.0 36.0 12.0 40.0 12.0
70 0.0 12.0 4.0 12.0 0.0 8.0 4.0 8.0
71 4.0 12.0 8.0 12.0 4.0 8.0 8.0 8.0
72 8.0 12.0 12.0 12.0 8.0 8.0 12.0 8.0
73 12.0 12.0 16.0 12.0 12.0 8.0 16.0 8.0
74 16.0 12.0 20.0 12.0 16.0 8.0 20.0 8.0
75 20.0 12.0 24.0 12.0 20.0 8.0 24.0 8.0
76 24.0 12.0 28.0 12.0 24.0 8.0 28.0 8.0
77 28.0 12.0 32.0 12.0 28.0 8.0 32.0 8.0
78 32.0 12.0 36.0 12.0 32.0 8.0 36.0 8.0
79 36.0 12.0 40.0 12.0 36.0 8.0 40.0 8.0
80 0.0 8.0 4.0 8.0 0.0 4.0 4.0 4.0
81 4.0 8.0 8.0 8.0 4.0 4.0 8.0 4.0
82 8.0 8.0 12.0 8.0 8.0 4.0 12.0 4.0
83 12.0 8.0 16.0 8.0 12.0 4.0 16.0 4.0
84 16.0 8.0 20.0 8.0 16.0 4.0 20.0 4.0
85 20.0 8.0 24.0 8.0 20.0 4.0 24.0 4.0
86 24.0 8.0 28.0 8.0 24.0 4.0 28.0 4.0
87 28.0 8.0 32.0 8.0 28.0 4.0 32.0 4.0
88 32.0 8.0 36.0 8.0 32.0 4.0 36.0 4.0
89 36.0 8.0 40.0 8.0 36.0 4.0 40.0 4.0
90 0.0 4.0 4.0 4.0 0.0 0.0 4.0 0.0
91 4.0 4.0 8.0 4.0 4.0 0.0 8.0 0.0
92 8.0 4.0 12.0 4.0 8.0 0.0 12.0 0.0
93 12.0 4.0 16.0 4.0 12.0 0.0 16.0 0.0
94 16.0 4.0 20.0 4.0 16.0 0.0 20.0 0.0
95 20.0 4.0 24.0 4.0 20.0 0.0 24.0 0.0
96 24.0 4.0 28.0 4.0 24.0 0.0 28.0 0.0
97 28.0 4.0 32.0 4.0 28.0 0.0 32.0 0.0
98 32.0 4.0 36.0 4.0 32.0 0.0 36.0 0.0
99 36.0 4.0 40.0 4.0 36.0 0.0 40.0 0.0
