customer weight Xc Yc
181 2.535 12.5 16.5
182 2.504 13.5 16.5
183 2.671 14.5 16.5
184 2.452 15.5 16.5
185 1.355 16.5 16.5
186 2.572 17.5 16.5
187 1.692 18.5 16.5
188 1.452 19.5 16.5
189 1.158 20.5 16.5
190 1.0 21.5 16.5
191 1.0 22.5 16.5
192 1.0 23.5 16.5
193 1.0 0.5 15.5
194 1.0 1.5 15.5
195 1.0 2.5 15.5
196 1.0 3.5 15.5
197 1.0 4.5 15.5
198 1.0 5.5 15.5
199 1.0 6.5 15.5
200 1.0 7.5 15.5
201 1.311 8.5 15.5
202 2.204 9.5 15.5
203 1.939 10.5 15.5
204 1.634 11.5 15.5
205 1.408 12.5 15.5
206 2.226 13.5 15.5
207 2.407 14.5 15.5
208 2.645 15.5 15.5
209 1.954 16.5 15.5
210 1.689 17.5 15.5
211 2.243 18.5 15.5
212 1.363 19.5 15.5
213 1.13 20.5 15.5
214 1.0 21.5 15.5
215 1.0 22.5 15.5
216 1.0 23.5 15.5
217 1.0 0.5 14.5
218 1.0 1.5 14.5
219 1.0 2.5 14.5
220 1.0 3.5 14.5
221 1.0 4.5 14.5
222 1.0 5.5 14.5
223 1.0 6.5 14.5
224 1.053 7.5 14.5
225 1.24 8.5 14.5
226 2.062 9.5 14.5
227 1.887 10.5 14.5
228 1.638 11.5 14.5
229 1.174 12.5 14.5
230 1.553 13.5 14.5
231 1.983 14.5 14.5
232 2.118 15.5 14.5
233 3.926 16.5 14.5
234 5.144 17.5 14.5
235 2.916 18.5 14.5
236 4.065 19.5 14.5
237 2.845 20.5 14.5
238 1.873 21.5 14.5
239 1.647 22.5 14.5
240 1.434 23.5 14.5
241 1.0 0.5 13.5
242 1.0 1.5 13.5
243 1.0 2.5 13.5
244 1.0 3.5 13.5
245 1.0 4.5 13.5
246 1.0 5.5 13.5
247 1.026 6.5 13.5
248 1.142 7.5 13.5
249 1.185 8.5 13.5
250 1.416 9.5 13.5
251 1.468 10.5 13.5
252 1.008 11.5 13.5
253 1.412 12.5 13.5
254 1.013 13.5 13.5
255 1.876 14.5 13.5
256 3.392 15.5 13.5
257 3.718 16.5 13.5
258 5.29 17.5 13.5
259 5.001 18.5 13.5
260 5.248 19.5 13.5
261 3.805 20.5 13.5
262 2.244 21.5 13.5
263 1.146 22.5 13.5
264 1.475 23.5 13.5
265 1.0 0.5 12.5
266 1.0 1.5 12.5
267 1.0 2.5 12.5
268 1.0 3.5 12.5
269 1.0 4.5 12.5
270 1.0 5.5 12.5
271 1.0 6.5 12.5
272 1.0 7.5 12.5
273 1.087 8.5 12.5
274 1.205 9.5 12.5
275 1.083 10.5 12.5
276 1.0 11.5 12.5
277 1.033 12.5 12.5
278 1.352 13.5 12.5
279 1.844 14.5 12.5
280 2.822 15.5 12.5
281 4.555 16.5 12.5
282 5.42 17.5 12.5
283 6.0 18.5 12.5
284 5.338 19.5 12.5
285 4.317 20.5 12.5
286 2.294 21.5 12.5
287 1.228 22.5 12.5
288 1.0 23.5 12.5
289 1.0 0.5 11.5
290 1.0 1.5 11.5
291 1.0 2.5 11.5
292 1.0 3.5 11.5
293 1.0 4.5 11.5
294 1.0 5.5 11.5
295 1.0 6.5 11.5
296 1.0 7.5 11.5
297 1.201 8.5 11.5
298 1.081 9.5 11.5
299 1.0 10.5 11.5
300 1.0 11.5 11.5
301 1.184 12.5 11.5
302 1.723 13.5 11.5
303 2.726 14.5 11.5
304 2.692 15.5 11.5
305 5.049 16.5 11.5
306 5.752 17.5 11.5
307 5.018 18.5 11.5
308 5.072 19.5 11.5
309 2.687 20.5 11.5
310 2.291 21.5 11.5
311 2.171 22.5 11.5
312 1.204 23.5 11.5
313 1.0 0.5 10.5
314 1.0 1.5 10.5
315 1.0 2.5 10.5
316 1.0 3.5 10.5
317 1.0 4.5 10.5
318 1.0 5.5 10.5
319 1.0 6.5 10.5
320 1.0 7.5 10.5
321 1.0 8.5 10.5
322 1.17 9.5 10.5
323 1.0 10.5 10.5
324 1.0 11.5 10.5
325 1.616 12.5 10.5
326 1.709 13.5 10.5
327 1.894 14.5 10.5
328 4.11 15.5 10.5
329 4.457 16.5 10.5
330 3.684 17.5 10.5
331 4.291 18.5 10.5
332 2.84 19.5 10.5
333 3.126 20.5 10.5
334 1.91 21.5 10.5
335 1.719 22.5 10.5
336 1.143 23.5 10.5
337 1.0 0.5 9.5
338 1.0 1.5 9.5
339 1.0 2.5 9.5
340 1.0 3.5 9.5
341 1.0 4.5 9.5
342 1.0 5.5 9.5
343 1.0 6.5 9.5
344 1.0 7.5 9.5
345 1.0 8.5 9.5
346 1.0 9.5 9.5
347 1.094 10.5 9.5
348 1.266 11.5 9.5
349 1.437 12.5 9.5
350 1.428 13.5 9.5
351 3.596 14.5 9.5
352 3.349 15.5 9.5
353 3.065 16.5 9.5
354 2.429 17.5 9.5
355 2.6 18.5 9.5
356 2.622 19.5 9.5
357 2.401 20.5 9.5
358 2.999 21.5 9.5
359 1.61 22.5 9.5
360 1.106 23.5 9.5
361 1.0 0.5 8.5
362 1.0 1.5 8.5
363 1.0 2.5 8.5
364 1.0 3.5 8.5
365 1.0 4.5 8.5
366 1.0 5.5 8.5
367 1.0 6.5 8.5
368 1.0 7.5 8.5
369 1.0 8.5 8.5
370 1.022 9.5 8.5
371 1.093 10.5 8.5
372 1.314 11.5 8.5
373 1.232 12.5 8.5
374 2.6 13.5 8.5
375 3.036 14.5 8.5
376 3.278 15.5 8.5
377 2.696 16.5 8.5
378 2.596 17.5 8.5
379 2.116 18.5 8.5
380 1.603 19.5 8.5
381 2.505 20.5 8.5
382 2.625 21.5 8.5
383 2.628 22.5 8.5
384 1.468 23.5 8.5
385 1.0 0.5 7.5
386 1.0 1.5 7.5
387 1.0 2.5 7.5
388 1.0 3.5 7.5
389 1.0 4.5 7.5
390 1.0 5.5 7.5
391 1.0 6.5 7.5
392 1.0 7.5 7.5
393 1.0 8.5 7.5
394 1.0 9.5 7.5
395 1.15 10.5 7.5
396 1.0 11.5 7.5
397 1.836 12.5 7.5
398 2.8 13.5 7.5
399 1.82 14.5 7.5
400 2.27 15.5 7.5
401 2.117 16.5 7.5
402 2.347 17.5 7.5
403 1.678 18.5 7.5
404 1.322 19.5 7.5
405 1.538 20.5 7.5
406 2.37 21.5 7.5
407 1.526 22.5 7.5
408 2.008 23.5 7.5
409 3.692 0.5 6.5
410 4.718 1.5 6.5
411 5.273 2.5 6.5
412 4.204 3.5 6.5
413 2.117 4.5 6.5
414 1.899 5.5 6.5
415 1.505 6.5 6.5
416 1.22 7.5 6.5
417 1.0 8.5 6.5
418 1.0 9.5 6.5
419 1.0 10.5 6.5
420 1.0 11.5 6.5
421 2.503 12.5 6.5
422 2.6 13.5 6.5
423 2.008 14.5 6.5
424 2.02 15.5 6.5
425 2.09 16.5 6.5
426 1.219 17.5 6.5
427 1.189 18.5 6.5
428 1.528 19.5 6.5
429 2.032 20.5 6.5
430 2.126 21.5 6.5
431 1.658 22.5 6.5
432 1.284 23.5 6.5
433 5.843 0.5 5.5
434 5.116 1.5 5.5
435 5.649 2.5 5.5
436 3.921 3.5 5.5
437 3.671 4.5 5.5
438 3.108 5.5 5.5
439 2.692 6.5 5.5
440 2.676 7.5 5.5
441 2.211 8.5 5.5
442 2.162 9.5 5.5
443 1.351 10.5 5.5
444 1.288 11.5 5.5
445 1.826 12.5 5.5
446 2.419 13.5 5.5
447 2.299 14.5 5.5
448 1.511 15.5 5.5
449 1.901 16.5 5.5
450 1.411 17.5 5.5
451 1.047 18.5 5.5
452 1.303 19.5 5.5
453 1.944 20.5 5.5
454 2.013 21.5 5.5
455 1.316 22.5 5.5
456 1.608 23.5 5.5
457 5.052 0.5 4.5
458 6.0 1.5 4.5
459 5.778 2.5 4.5
460 4.406 3.5 4.5
461 2.578 4.5 4.5
462 2.833 5.5 4.5
463 1.612 6.5 4.5
464 2.02 7.5 4.5
465 1.61 8.5 4.5
466 1.707 9.5 4.5
467 1.18 10.5 4.5
468 1.8 11.5 4.5
469 1.806 12.5 4.5
470 2.213 13.5 4.5
471 2.258 14.5 4.5
472 1.764 15.5 4.5
473 1.378 16.5 4.5
474 1.127 17.5 4.5
475 1.0 18.5 4.5
476 1.002 19.5 4.5
477 1.135 20.5 4.5
478 1.316 21.5 4.5
479 1.784 22.5 4.5
480 1.0 23.5 4.5
481 5.947 0.5 3.5
482 5.744 1.5 3.5
483 5.813 2.5 3.5
484 2.995 3.5 3.5
485 3.559 4.5 3.5
486 3.436 5.5 3.5
487 1.735 6.5 3.5
488 1.134 7.5 3.5
489 1.596 8.5 3.5
490 1.0 9.5 3.5
491 1.0 10.5 3.5
492 1.028 11.5 3.5
493 1.916 12.5 3.5
494 2.002 13.5 3.5
495 1.478 14.5 3.5
496 1.33 15.5 3.5
497 1.0 16.5 3.5
498 1.0 17.5 3.5
499 1.094 18.5 3.5
500 1.0 19.5 3.5
501 1.0 20.5 3.5
502 1.035 21.5 3.5
503 1.607 22.5 3.5
504 1.102 23.5 3.5
505 5.095 0.5 2.5
506 5.537 1.5 2.5
507 4.925 2.5 2.5
508 3.056 3.5 2.5
509 1.868 4.5 2.5
510 2.275 5.5 2.5
511 2.278 6.5 2.5
512 1.723 7.5 2.5
513 1.0 8.5 2.5
514 1.0 9.5 2.5
515 1.0 10.5 2.5
516 1.855 11.5 2.5
517 1.243 12.5 2.5
518 1.511 13.5 2.5
519 1.981 14.5 2.5
520 1.832 15.5 2.5
521 1.498 16.5 2.5
522 1.418 17.5 2.5
523 1.206 18.5 2.5
524 1.0 19.5 2.5
525 1.0 20.5 2.5
526 1.271 21.5 2.5
527 1.314 22.5 2.5
528 1.24 23.5 2.5
529 3.033 0.5 1.5
530 4.781 1.5 1.5
531 4.137 2.5 1.5
532 3.606 3.5 1.5
533 3.022 4.5 1.5
534 2.087 5.5 1.5
535 1.171 6.5 1.5
536 1.152 7.5 1.5
537 1.352 8.5 1.5
538 1.0 9.5 1.5
539 1.584 10.5 1.5
540 1.509 11.5 1.5
541 1.0 12.5 1.5
542 1.608 13.5 1.5
543 1.635 14.5 1.5
544 1.069 15.5 1.5
545 1.058 16.5 1.5
546 1.0 17.5 1.5
547 1.028 18.5 1.5
548 1.0 19.5 1.5
549 1.108 20.5 1.5
550 1.0 21.5 1.5
551 1.0 22.5 1.5
552 1.158 23.5 1.5
553 3.121 0.5 0.5
554 4.686 1.5 0.5
555 4.274 2.5 0.5
556 3.883 3.5 0.5
557 3.268 4.5 0.5
558 2.032 5.5 0.5
559 1.163 6.5 0.5
560 1.197 7.5 0.5
561 1.237 8.5 0.5
562 1.0 9.5 0.5
563 1.0 10.5 0.5
564 1.115 11.5 0.5
565 1.415 12.5 0.5
566 1.17 13.5 0.5
567 1.497 14.5 0.5
568 1.0 15.5 0.5
569 1.0 16.5 0.5
570 1.0 17.5 0.5
571 1.0 18.5 0.5
572 1.0 19.5 0.5
573 1.0 20.5 0.5
574 1.0 21.5 0.5
575 1.0 22.5 0.5
576 1.0 23.5 0.5
