subarea p1x p1y p2x p2y p3x p3y p4x p4y
49 0.0 16.0 2.0 16.0 0.0 14.0 2.0 14.0
50 2.0 16.0 4.0 16.0 2.0 14.0 4.0 14.0
51 4.0 16.0 6.0 16.0 4.0 14.0 6.0 14.0
52 6.0 16.0 8.0 16.0 6.0 14.0 8.0 14.0
53 8.0 16.0 10.0 16.0 8.0 14.0 10.0 14.0
54 10.0 16.0 12.0 16.0 10.0 14.0 12.0 14.0
55 12.0 16.0 14.0 16.0 12.0 14.0 14.0 14.0
56 14.0 16.0 16.0 16.0 14.0 14.0 16.0 14.0
57 16.0 16.0 18.0 16.0 16.0 14.0 18.0 14.0
58 18.0 16.0 20.0 16.0 18.0 14.0 20.0 14.0
59 20.0 16.0 22.0 16.0 20.0 14.0 22.0 14.0
60 22.0 16.0 24.0 16.0 22.0 14.0 24.0 14.0
61 0.0 14.0 2.0 14.0 0.0 12.0 2.0 12.0
62 2.0 14.0 4.0 14.0 2.0 12.0 4.0 12.0
63 4.0 14.0 6.0 14.0 4.0 12.0 6.0 12.0
64 6.0 14.0 8.0 14.0 6.0 12.0 8.0 12.0
65 8.0 14.0 10.0 14.0 8.0 12.0 10.0 12.0
66 10.0 14.0 12.0 14.0 10.0 12.0 12.0 12.0
67 12.0 14.0 14.0 14.0 12.0 12.0 14.0 12.0
68 14.0 14.0 16.0 14.0 14.0 12.0 16.0 12.0
69 16.0 14.0 18.0 14.0 16.0 12.0 18.0 12.0
70 18.0 14.0 20.0 14.0 18.0 12.0 20.0 12.0
71 20.0 14.0 22.0 14.0 20.0 12.0 22.0 12.0
72 22.0 14.0 24.0 14.0 22.0 12.0 24.0 12.0
73 0.0 12.0 2.0 12.0 0.0 10.0 2.0 10.0
74 2.0 12.0 4.0 12.0 2.0 10.0 4.0 10.0
75 4.0 12.0 6.0 12.0 4.0 10.0 6.0 10.0
76 6.0 12.0 8.0 12.0 6.0 10.0 8.0 10.0
77 8.0 12.0 10.0 12.0 8.0 10.0 10.0 10.0
78 10.0 12.0 12.0 12.0 10.0 10.0 12.0 10.0
79 12.0 12.0 14.0 12.0 12.0 10.0 14.0 10.0
80 14.0 12.0 16.0 12.0 14.0 10.0 16.0 10.0
81 16.0 12.0 18.0 12.0 16.0 10.0 18.0 10.0
82 18.0 12.0 20.0 12.0 18.0 10.0 20.0 10.0
83 20.0 12.0 22.0 12.0 20.0 10.0 22.0 10.0
84 22.0 12.0 24.0 12.0 22.0 10.0 24.0 10.0
85 0.0 10.0 2.0 10.0 0.0 8.0 2.0 8.0
86 2.0 10.0 4.0 10.0 2.0 8.0 4.0 8.0
87 4.0 10.0 6.0 10.0 4.0 8.0 6.0 8.0
88 6.0 10.0 8.0 10.0 6.0 8.0 8.0 8.0
89 8.0 10.0 10.0 10.0 8.0 8.0 10.0 8.0
90 10.0 10.0 12.0 10.0 10.0 8.0 12.0 8.0
91 12.0 10.0 14.0 10.0 12.0 8.0 14.0 8.0
92 14.0 10.0 16.0 10.0 14.0 8.0 16.0 8.0
93 16.0 10.0 18.0 10.0 16.0 8.0 18.0 8.0
94 18.0 10.0 20.0 10.0 18.0 8.0 20.0 8.0
95 20.0 10.0 22.0 10.0 20.0 8.0 22.0 8.0
96 22.0 10.0 24.0 10.0 22.0 8.0 24.0 8.0
97 0.0 8.0 2.0 8.0 0.0 6.0 2.0 6.0
98 2.0 8.0 4.0 8.0 2.0 6.0 4.0 6.0
99 4.0 8.0 6.0 8.0 4.0 6.0 6.0 6.0
100 6.0 8.0 8.0 8.0 6.0 6.0 8.0 6.0
101 8.0 8.0 10.0 8.0 8.0 6.0 10.0 6.0
102 10.0 8.0 12.0 8.0 10.0 6.0 12.0 6.0
103 12.0 8.0 14.0 8.0 12.0 6.0 14.0 6.0
104 14.0 8.0 16.0 8.0 14.0 6.0 16.0 6.0
105 16.0 8.0 18.0 8.0 16.0 6.0 18.0 6.0
106 18.0 8.0 20.0 8.0 18.0 6.0 20.0 6.0
107 20.0 8.0 22.0 8.0 20.0 6.0 22.0 6.0
108 22.0 8.0 24.0 8.0 22.0 6.0 24.0 6.0
109 0.0 6.0 2.0 6.0 0.0 4.0 2.0 4.0
110 2.0 6.0 4.0 6.0 2.0 4.0 4.0 4.0
111 4.0 6.0 6.0 6.0 4.0 4.0 6.0 4.0
112 6.0 6.0 8.0 6.0 6.0 4.0 8.0 4.0
113 8.0 6.0 10.0 6.0 8.0 4.0 10.0 4.0
114 10.0 6.0 12.0 6.0 10.0 4.0 12.0 4.0
115 12.0 6.0 14.0 6.0 12.0 4.0 14.0 4.0
116 14.0 6.0 16.0 6.0 14.0 4.0 16.0 4.0
117 16.0 6.0 18.0 6.0 16.0 4.0 18.0 4.0
118 18.0 6.0 20.0 6.0 18.0 4.0 20.0 4.0
119 20.0 6.0 22.0 6.0 20.0 4.0 22.0 4.0
120 22.0 6.0 24.0 6.0 22.0 4.0 24.0 4.0
121 0.0 4.0 2.0 4.0 0.0 2.0 2.0 2.0
122 2.0 4.0 4.0 4.0 2.0 2.0 4.0 2.0
123 4.0 4.0 6.0 4.0 4.0 2.0 6.0 2.0
124 6.0 4.0 8.0 4.0 6.0 2.0 8.0 2.0
125 8.0 4.0 10.0 4.0 8.0 2.0 10.0 2.0
126 10.0 4.0 12.0 4.0 10.0 2.0 12.0 2.0
127 12.0 4.0 14.0 4.0 12.0 2.0 14.0 2.0
128 14.0 4.0 16.0 4.0 14.0 2.0 16.0 2.0
129 16.0 4.0 18.0 4.0 16.0 2.0 18.0 2.0
130 18.0 4.0 20.0 4.0 18.0 2.0 20.0 2.0
131 20.0 4.0 22.0 4.0 20.0 2.0 22.0 2.0
132 22.0 4.0 24.0 4.0 22.0 2.0 24.0 2.0
133 0.0 2.0 2.0 2.0 0.0 0.0 2.0 0.0
134 2.0 2.0 4.0 2.0 2.0 0.0 4.0 0.0
135 4.0 2.0 6.0 2.0 4.0 0.0 6.0 0.0
136 6.0 2.0 8.0 2.0 6.0 0.0 8.0 0.0
137 8.0 2.0 10.0 2.0 8.0 0.0 10.0 0.0
138 10.0 2.0 12.0 2.0 10.0 0.0 12.0 0.0
139 12.0 2.0 14.0 2.0 12.0 0.0 14.0 0.0
140 14.0 2.0 16.0 2.0 14.0 0.0 16.0 0.0
141 16.0 2.0 18.0 2.0 16.0 0.0 18.0 0.0
142 18.0 2.0 20.0 2.0 18.0 0.0 20.0 0.0
143 20.0 2.0 22.0 2.0 20.0 0.0 22.0 0.0
144 22.0 2.0 24.0 2.0 22.0 0.0 24.0 0.0
