subarea p1x p1y p2x p2y p3x p3y p4x p4y
72 34.0 30.0 36.0 30.0 34.0 28.0 36.0 28.0
73 0.0 28.0 2.0 28.0 0.0 26.0 2.0 26.0
74 2.0 28.0 4.0 28.0 2.0 26.0 4.0 26.0
75 4.0 28.0 6.0 28.0 4.0 26.0 6.0 26.0
76 6.0 28.0 8.0 28.0 6.0 26.0 8.0 26.0
77 8.0 28.0 10.0 28.0 8.0 26.0 10.0 26.0
78 10.0 28.0 12.0 28.0 10.0 26.0 12.0 26.0
79 12.0 28.0 14.0 28.0 12.0 26.0 14.0 26.0
80 14.0 28.0 16.0 28.0 14.0 26.0 16.0 26.0
81 16.0 28.0 18.0 28.0 16.0 26.0 18.0 26.0
82 18.0 28.0 20.0 28.0 18.0 26.0 20.0 26.0
83 20.0 28.0 22.0 28.0 20.0 26.0 22.0 26.0
84 22.0 28.0 24.0 28.0 22.0 26.0 24.0 26.0
85 24.0 28.0 26.0 28.0 24.0 26.0 26.0 26.0
86 26.0 28.0 28.0 28.0 26.0 26.0 28.0 26.0
87 28.0 28.0 30.0 28.0 28.0 26.0 30.0 26.0
88 30.0 28.0 32.0 28.0 30.0 26.0 32.0 26.0
89 32.0 28.0 34.0 28.0 32.0 26.0 34.0 26.0
90 34.0 28.0 36.0 28.0 34.0 26.0 36.0 26.0
91 0.0 26.0 2.0 26.0 0.0 24.0 2.0 24.0
92 2.0 26.0 4.0 26.0 2.0 24.0 4.0 24.0
93 4.0 26.0 6.0 26.0 4.0 24.0 6.0 24.0
94 6.0 26.0 8.0 26.0 6.0 24.0 8.0 24.0
95 8.0 26.0 10.0 26.0 8.0 24.0 10.0 24.0
96 10.0 26.0 12.0 26.0 10.0 24.0 12.0 24.0
97 12.0 26.0 14.0 26.0 12.0 24.0 14.0 24.0
98 14.0 26.0 16.0 26.0 14.0 24.0 16.0 24.0
99 16.0 26.0 18.0 26.0 16.0 24.0 18.0 24.0
100 18.0 26.0 20.0 26.0 18.0 24.0 20.0 24.0
101 20.0 26.0 22.0 26.0 20.0 24.0 22.0 24.0
102 22.0 26.0 24.0 26.0 22.0 24.0 24.0 24.0
103 24.0 26.0 26.0 26.0 24.0 24.0 26.0 24.0
104 26.0 26.0 28.0 26.0 26.0 24.0 28.0 24.0
105 28.0 26.0 30.0 26.0 28.0 24.0 30.0 24.0
106 30.0 26.0 32.0 26.0 30.0 24.0 32.0 24.0
107 32.0 26.0 34.0 26.0 32.0 24.0 34.0 24.0
108 34.0 26.0 36.0 26.0 34.0 24.0 36.0 24.0
109 0.0 24.0 2.0 24.0 0.0 22.0 2.0 22.0
110 2.0 24.0 4.0 24.0 2.0 22.0 4.0 22.0
111 4.0 24.0 6.0 24.0 4.0 22.0 6.0 22.0
112 6.0 24.0 8.0 24.0 6.0 22.0 8.0 22.0
113 8.0 24.0 10.0 24.0 8.0 22.0 10.0 22.0
114 10.0 24.0 12.0 24.0 10.0 22.0 12.0 22.0
115 12.0 24.0 14.0 24.0 12.0 22.0 14.0 22.0
116 14.0 24.0 16.0 24.0 14.0 22.0 16.0 22.0
117 16.0 24.0 18.0 24.0 16.0 22.0 18.0 22.0
118 18.0 24.0 20.0 24.0 18.0 22.0 20.0 22.0
119 20.0 24.0 22.0 24.0 20.0 22.0 22.0 22.0
120 22.0 24.0 24.0 24.0 22.0 22.0 24.0 22.0
121 24.0 24.0 26.0 24.0 24.0 22.0 26.0 22.0
122 26.0 24.0 28.0 24.0 26.0 22.0 28.0 22.0
123 28.0 24.0 30.0 24.0 28.0 22.0 30.0 22.0
124 30.0 24.0 32.0 24.0 30.0 22.0 32.0 22.0
125 32.0 24.0 34.0 24.0 32.0 22.0 34.0 22.0
126 34.0 24.0 36.0 24.0 34.0 22.0 36.0 22.0
127 0.0 22.0 2.0 22.0 0.0 20.0 2.0 20.0
128 2.0 22.0 4.0 22.0 2.0 20.0 4.0 20.0
129 4.0 22.0 6.0 22.0 4.0 20.0 6.0 20.0
130 6.0 22.0 8.0 22.0 6.0 20.0 8.0 20.0
131 8.0 22.0 10.0 22.0 8.0 20.0 10.0 20.0
132 10.0 22.0 12.0 22.0 10.0 20.0 12.0 20.0
133 12.0 22.0 14.0 22.0 12.0 20.0 14.0 20.0
134 14.0 22.0 16.0 22.0 14.0 20.0 16.0 20.0
135 16.0 22.0 18.0 22.0 16.0 20.0 18.0 20.0
136 18.0 22.0 20.0 22.0 18.0 20.0 20.0 20.0
137 20.0 22.0 22.0 22.0 20.0 20.0 22.0 20.0
138 22.0 22.0 24.0 22.0 22.0 20.0 24.0 20.0
139 24.0 22.0 26.0 22.0 24.0 20.0 26.0 20.0
140 26.0 22.0 28.0 22.0 26.0 20.0 28.0 20.0
141 28.0 22.0 30.0 22.0 28.0 20.0 30.0 20.0
142 30.0 22.0 32.0 22.0 30.0 20.0 32.0 20.0
143 32.0 22.0 34.0 22.0 32.0 20.0 34.0 20.0
144 34.0 22.0 36.0 22.0 34.0 20.0 36.0 20.0
145 0.0 20.0 2.0 20.0 0.0 18.0 2.0 18.0
146 2.0 20.0 4.0 20.0 2.0 18.0 4.0 18.0
147 4.0 20.0 6.0 20.0 4.0 18.0 6.0 18.0
148 6.0 20.0 8.0 20.0 6.0 18.0 8.0 18.0
149 8.0 20.0 10.0 20.0 8.0 18.0 10.0 18.0
150 10.0 20.0 12.0 20.0 10.0 18.0 12.0 18.0
151 12.0 20.0 14.0 20.0 12.0 18.0 14.0 18.0
152 14.0 20.0 16.0 20.0 14.0 18.0 16.0 18.0
153 16.0 20.0 18.0 20.0 16.0 18.0 18.0 18.0
154 18.0 20.0 20.0 20.0 18.0 18.0 20.0 18.0
155 20.0 20.0 22.0 20.0 20.0 18.0 22.0 18.0
156 22.0 20.0 24.0 20.0 22.0 18.0 24.0 18.0
157 24.0 20.0 26.0 20.0 24.0 18.0 26.0 18.0
158 26.0 20.0 28.0 20.0 26.0 18.0 28.0 18.0
159 28.0 20.0 30.0 20.0 28.0 18.0 30.0 18.0
160 30.0 20.0 32.0 20.0 30.0 18.0 32.0 18.0
161 32.0 20.0 34.0 20.0 32.0 18.0 34.0 18.0
162 34.0 20.0 36.0 20.0 34.0 18.0 36.0 18.0
163 0.0 18.0 2.0 18.0 0.0 16.0 2.0 16.0
164 2.0 18.0 4.0 18.0 2.0 16.0 4.0 16.0
165 4.0 18.0 6.0 18.0 4.0 16.0 6.0 16.0
166 6.0 18.0 8.0 18.0 6.0 16.0 8.0 16.0
167 8.0 18.0 10.0 18.0 8.0 16.0 10.0 16.0
168 10.0 18.0 12.0 18.0 10.0 16.0 12.0 16.0
169 12.0 18.0 14.0 18.0 12.0 16.0 14.0 16.0
170 14.0 18.0 16.0 18.0 14.0 16.0 16.0 16.0
171 16.0 18.0 18.0 18.0 16.0 16.0 18.0 16.0
172 18.0 18.0 20.0 18.0 18.0 16.0 20.0 16.0
173 20.0 18.0 22.0 18.0 20.0 16.0 22.0 16.0
174 22.0 18.0 24.0 18.0 22.0 16.0 24.0 16.0
175 24.0 18.0 26.0 18.0 24.0 16.0 26.0 16.0
176 26.0 18.0 28.0 18.0 26.0 16.0 28.0 16.0
177 28.0 18.0 30.0 18.0 28.0 16.0 30.0 16.0
178 30.0 18.0 32.0 18.0 30.0 16.0 32.0 16.0
179 32.0 18.0 34.0 18.0 32.0 16.0 34.0 16.0
180 34.0 18.0 36.0 18.0 34.0 16.0 36.0 16.0
181 0.0 16.0 2.0 16.0 0.0 14.0 2.0 14.0
182 2.0 16.0 4.0 16.0 2.0 14.0 4.0 14.0
183 4.0 16.0 6.0 16.0 4.0 14.0 6.0 14.0
184 6.0 16.0 8.0 16.0 6.0 14.0 8.0 14.0
185 8.0 16.0 10.0 16.0 8.0 14.0 10.0 14.0
186 10.0 16.0 12.0 16.0 10.0 14.0 12.0 14.0
187 12.0 16.0 14.0 16.0 12.0 14.0 14.0 14.0
188 14.0 16.0 16.0 16.0 14.0 14.0 16.0 14.0
189 16.0 16.0 18.0 16.0 16.0 14.0 18.0 14.0
190 18.0 16.0 20.0 16.0 18.0 14.0 20.0 14.0
191 20.0 16.0 22.0 16.0 20.0 14.0 22.0 14.0
192 22.0 16.0 24.0 16.0 22.0 14.0 24.0 14.0
193 24.0 16.0 26.0 16.0 24.0 14.0 26.0 14.0
194 26.0 16.0 28.0 16.0 26.0 14.0 28.0 14.0
195 28.0 16.0 30.0 16.0 28.0 14.0 30.0 14.0
196 30.0 16.0 32.0 16.0 30.0 14.0 32.0 14.0
197 32.0 16.0 34.0 16.0 32.0 14.0 34.0 14.0
198 34.0 16.0 36.0 16.0 34.0 14.0 36.0 14.0
199 0.0 14.0 2.0 14.0 0.0 12.0 2.0 12.0
200 2.0 14.0 4.0 14.0 2.0 12.0 4.0 12.0
201 4.0 14.0 6.0 14.0 4.0 12.0 6.0 12.0
202 6.0 14.0 8.0 14.0 6.0 12.0 8.0 12.0
203 8.0 14.0 10.0 14.0 8.0 12.0 10.0 12.0
204 10.0 14.0 12.0 14.0 10.0 12.0 12.0 12.0
205 12.0 14.0 14.0 14.0 12.0 12.0 14.0 12.0
206 14.0 14.0 16.0 14.0 14.0 12.0 16.0 12.0
207 16.0 14.0 18.0 14.0 16.0 12.0 18.0 12.0
208 18.0 14.0 20.0 14.0 18.0 12.0 20.0 12.0
209 20.0 14.0 22.0 14.0 20.0 12.0 22.0 12.0
210 22.0 14.0 24.0 14.0 22.0 12.0 24.0 12.0
211 24.0 14.0 26.0 14.0 24.0 12.0 26.0 12.0
212 26.0 14.0 28.0 14.0 26.0 12.0 28.0 12.0
213 28.0 14.0 30.0 14.0 28.0 12.0 30.0 12.0
214 30.0 14.0 32.0 14.0 30.0 12.0 32.0 12.0
215 32.0 14.0 34.0 14.0 32.0 12.0 34.0 12.0
216 34.0 14.0 36.0 14.0 34.0 12.0 36.0 12.0
217 0.0 12.0 2.0 12.0 0.0 10.0 2.0 10.0
218 2.0 12.0 4.0 12.0 2.0 10.0 4.0 10.0
219 4.0 12.0 6.0 12.0 4.0 10.0 6.0 10.0
220 6.0 12.0 8.0 12.0 6.0 10.0 8.0 10.0
221 8.0 12.0 10.0 12.0 8.0 10.0 10.0 10.0
222 10.0 12.0 12.0 12.0 10.0 10.0 12.0 10.0
223 12.0 12.0 14.0 12.0 12.0 10.0 14.0 10.0
224 14.0 12.0 16.0 12.0 14.0 10.0 16.0 10.0
225 16.0 12.0 18.0 12.0 16.0 10.0 18.0 10.0
226 18.0 12.0 20.0 12.0 18.0 10.0 20.0 10.0
227 20.0 12.0 22.0 12.0 20.0 10.0 22.0 10.0
228 22.0 12.0 24.0 12.0 22.0 10.0 24.0 10.0
229 24.0 12.0 26.0 12.0 24.0 10.0 26.0 10.0
230 26.0 12.0 28.0 12.0 26.0 10.0 28.0 10.0
231 28.0 12.0 30.0 12.0 28.0 10.0 30.0 10.0
232 30.0 12.0 32.0 12.0 30.0 10.0 32.0 10.0
233 32.0 12.0 34.0 12.0 32.0 10.0 34.0 10.0
234 34.0 12.0 36.0 12.0 34.0 10.0 36.0 10.0
235 0.0 10.0 2.0 10.0 0.0 8.0 2.0 8.0
236 2.0 10.0 4.0 10.0 2.0 8.0 4.0 8.0
237 4.0 10.0 6.0 10.0 4.0 8.0 6.0 8.0
238 6.0 10.0 8.0 10.0 6.0 8.0 8.0 8.0
239 8.0 10.0 10.0 10.0 8.0 8.0 10.0 8.0
240 10.0 10.0 12.0 10.0 10.0 8.0 12.0 8.0
241 12.0 10.0 14.0 10.0 12.0 8.0 14.0 8.0
242 14.0 10.0 16.0 10.0 14.0 8.0 16.0 8.0
243 16.0 10.0 18.0 10.0 16.0 8.0 18.0 8.0
244 18.0 10.0 20.0 10.0 18.0 8.0 20.0 8.0
245 20.0 10.0 22.0 10.0 20.0 8.0 22.0 8.0
246 22.0 10.0 24.0 10.0 22.0 8.0 24.0 8.0
247 24.0 10.0 26.0 10.0 24.0 8.0 26.0 8.0
248 26.0 10.0 28.0 10.0 26.0 8.0 28.0 8.0
249 28.0 10.0 30.0 10.0 28.0 8.0 30.0 8.0
250 30.0 10.0 32.0 10.0 30.0 8.0 32.0 8.0
251 32.0 10.0 34.0 10.0 32.0 8.0 34.0 8.0
252 34.0 10.0 36.0 10.0 34.0 8.0 36.0 8.0
253 0.0 8.0 2.0 8.0 0.0 6.0 2.0 6.0
254 2.0 8.0 4.0 8.0 2.0 6.0 4.0 6.0
255 4.0 8.0 6.0 8.0 4.0 6.0 6.0 6.0
256 6.0 8.0 8.0 8.0 6.0 6.0 8.0 6.0
257 8.0 8.0 10.0 8.0 8.0 6.0 10.0 6.0
258 10.0 8.0 12.0 8.0 10.0 6.0 12.0 6.0
259 12.0 8.0 14.0 8.0 12.0 6.0 14.0 6.0
260 14.0 8.0 16.0 8.0 14.0 6.0 16.0 6.0
261 16.0 8.0 18.0 8.0 16.0 6.0 18.0 6.0
262 18.0 8.0 20.0 8.0 18.0 6.0 20.0 6.0
263 20.0 8.0 22.0 8.0 20.0 6.0 22.0 6.0
264 22.0 8.0 24.0 8.0 22.0 6.0 24.0 6.0
265 24.0 8.0 26.0 8.0 24.0 6.0 26.0 6.0
266 26.0 8.0 28.0 8.0 26.0 6.0 28.0 6.0
267 28.0 8.0 30.0 8.0 28.0 6.0 30.0 6.0
268 30.0 8.0 32.0 8.0 30.0 6.0 32.0 6.0
269 32.0 8.0 34.0 8.0 32.0 6.0 34.0 6.0
270 34.0 8.0 36.0 8.0 34.0 6.0 36.0 6.0
271 0.0 6.0 2.0 6.0 0.0 4.0 2.0 4.0
272 2.0 6.0 4.0 6.0 2.0 4.0 4.0 4.0
273 4.0 6.0 6.0 6.0 4.0 4.0 6.0 4.0
274 6.0 6.0 8.0 6.0 6.0 4.0 8.0 4.0
275 8.0 6.0 10.0 6.0 8.0 4.0 10.0 4.0
276 10.0 6.0 12.0 6.0 10.0 4.0 12.0 4.0
277 12.0 6.0 14.0 6.0 12.0 4.0 14.0 4.0
278 14.0 6.0 16.0 6.0 14.0 4.0 16.0 4.0
279 16.0 6.0 18.0 6.0 16.0 4.0 18.0 4.0
280 18.0 6.0 20.0 6.0 18.0 4.0 20.0 4.0
281 20.0 6.0 22.0 6.0 20.0 4.0 22.0 4.0
282 22.0 6.0 24.0 6.0 22.0 4.0 24.0 4.0
283 24.0 6.0 26.0 6.0 24.0 4.0 26.0 4.0
284 26.0 6.0 28.0 6.0 26.0 4.0 28.0 4.0
285 28.0 6.0 30.0 6.0 28.0 4.0 30.0 4.0
286 30.0 6.0 32.0 6.0 30.0 4.0 32.0 4.0
287 32.0 6.0 34.0 6.0 32.0 4.0 34.0 4.0
288 34.0 6.0 36.0 6.0 34.0 4.0 36.0 4.0
289 0.0 4.0 2.0 4.0 0.0 2.0 2.0 2.0
290 2.0 4.0 4.0 4.0 2.0 2.0 4.0 2.0
291 4.0 4.0 6.0 4.0 4.0 2.0 6.0 2.0
292 6.0 4.0 8.0 4.0 6.0 2.0 8.0 2.0
293 8.0 4.0 10.0 4.0 8.0 2.0 10.0 2.0
294 10.0 4.0 12.0 4.0 10.0 2.0 12.0 2.0
295 12.0 4.0 14.0 4.0 12.0 2.0 14.0 2.0
296 14.0 4.0 16.0 4.0 14.0 2.0 16.0 2.0
297 16.0 4.0 18.0 4.0 16.0 2.0 18.0 2.0
298 18.0 4.0 20.0 4.0 18.0 2.0 20.0 2.0
299 20.0 4.0 22.0 4.0 20.0 2.0 22.0 2.0
300 22.0 4.0 24.0 4.0 22.0 2.0 24.0 2.0
301 24.0 4.0 26.0 4.0 24.0 2.0 26.0 2.0
302 26.0 4.0 28.0 4.0 26.0 2.0 28.0 2.0
303 28.0 4.0 30.0 4.0 28.0 2.0 30.0 2.0
304 30.0 4.0 32.0 4.0 30.0 2.0 32.0 2.0
305 32.0 4.0 34.0 4.0 32.0 2.0 34.0 2.0
306 34.0 4.0 36.0 4.0 34.0 2.0 36.0 2.0
307 0.0 2.0 2.0 2.0 0.0 0.0 2.0 0.0
308 2.0 2.0 4.0 2.0 2.0 0.0 4.0 0.0
309 4.0 2.0 6.0 2.0 4.0 0.0 6.0 0.0
310 6.0 2.0 8.0 2.0 6.0 0.0 8.0 0.0
311 8.0 2.0 10.0 2.0 8.0 0.0 10.0 0.0
312 10.0 2.0 12.0 2.0 10.0 0.0 12.0 0.0
313 12.0 2.0 14.0 2.0 12.0 0.0 14.0 0.0
314 14.0 2.0 16.0 2.0 14.0 0.0 16.0 0.0
315 16.0 2.0 18.0 2.0 16.0 0.0 18.0 0.0
316 18.0 2.0 20.0 2.0 18.0 0.0 20.0 0.0
317 20.0 2.0 22.0 2.0 20.0 0.0 22.0 0.0
318 22.0 2.0 24.0 2.0 22.0 0.0 24.0 0.0
319 24.0 2.0 26.0 2.0 24.0 0.0 26.0 0.0
320 26.0 2.0 28.0 2.0 26.0 0.0 28.0 0.0
321 28.0 2.0 30.0 2.0 28.0 0.0 30.0 0.0
322 30.0 2.0 32.0 2.0 30.0 0.0 32.0 0.0
323 32.0 2.0 34.0 2.0 32.0 0.0 34.0 0.0
324 34.0 2.0 36.0 2.0 34.0 0.0 36.0 0.0
