subarea p1x p1y p2x p2y p3x p3y p4x p4y
68 32.0 28.0 36.0 28.0 32.0 24.0 36.0 24.0
69 36.0 28.0 40.0 28.0 36.0 24.0 40.0 24.0
70 40.0 28.0 44.0 28.0 40.0 24.0 44.0 24.0
71 44.0 28.0 48.0 28.0 44.0 24.0 48.0 24.0
72 0.0 24.0 4.0 24.0 0.0 20.0 4.0 20.0
73 4.0 24.0 8.0 24.0 4.0 20.0 8.0 20.0
74 8.0 24.0 12.0 24.0 8.0 20.0 12.0 20.0
75 12.0 24.0 16.0 24.0 12.0 20.0 16.0 20.0
76 16.0 24.0 20.0 24.0 16.0 20.0 20.0 20.0
77 20.0 24.0 24.0 24.0 20.0 20.0 24.0 20.0
78 24.0 24.0 28.0 24.0 24.0 20.0 28.0 20.0
79 28.0 24.0 32.0 24.0 28.0 20.0 32.0 20.0
80 32.0 24.0 36.0 24.0 32.0 20.0 36.0 20.0
81 36.0 24.0 40.0 24.0 36.0 20.0 40.0 20.0
82 40.0 24.0 44.0 24.0 40.0 20.0 44.0 20.0
83 44.0 24.0 48.0 24.0 44.0 20.0 48.0 20.0
84 0.0 20.0 4.0 20.0 0.0 16.0 4.0 16.0
85 4.0 20.0 8.0 20.0 4.0 16.0 8.0 16.0
86 8.0 20.0 12.0 20.0 8.0 16.0 12.0 16.0
87 12.0 20.0 16.0 20.0 12.0 16.0 16.0 16.0
88 16.0 20.0 20.0 20.0 16.0 16.0 20.0 16.0
89 20.0 20.0 24.0 20.0 20.0 16.0 24.0 16.0
90 24.0 20.0 28.0 20.0 24.0 16.0 28.0 16.0
91 28.0 20.0 32.0 20.0 28.0 16.0 32.0 16.0
92 32.0 20.0 36.0 20.0 32.0 16.0 36.0 16.0
93 36.0 20.0 40.0 20.0 36.0 16.0 40.0 16.0
94 40.0 20.0 44.0 20.0 40.0 16.0 44.0 16.0
95 44.0 20.0 48.0 20.0 44.0 16.0 48.0 16.0
96 0.0 16.0 4.0 16.0 0.0 12.0 4.0 12.0
97 4.0 16.0 8.0 16.0 4.0 12.0 8.0 12.0
98 8.0 16.0 12.0 16.0 8.0 12.0 12.0 12.0
99 12.0 16.0 16.0 16.0 12.0 12.0 16.0 12.0
100 16.0 16.0 20.0 16.0 16.0 12.0 20.0 12.0
101 20.0 16.0 24.0 16.0 20.0 12.0 24.0 12.0
102 24.0 16.0 28.0 16.0 24.0 12.0 28.0 12.0
103 28.0 16.0 32.0 16.0 28.0 12.0 32.0 12.0
104 32.0 16.0 36.0 16.0 32.0 12.0 36.0 12.0
105 36.0 16.0 40.0 16.0 36.0 12.0 40.0 12.0
106 40.0 16.0 44.0 16.0 40.0 12.0 44.0 12.0
107 44.0 16.0 48.0 16.0 44.0 12.0 48.0 12.0
108 0.0 12.0 4.0 12.0 0.0 8.0 4.0 8.0
109 4.0 12.0 8.0 12.0 4.0 8.0 8.0 8.0
110 8.0 12.0 12.0 12.0 8.0 8.0 12.0 8.0
111 12.0 12.0 16.0 12.0 12.0 8.0 16.0 8.0
112 16.0 12.0 20.0 12.0 16.0 8.0 20.0 8.0
113 20.0 12.0 24.0 12.0 20.0 8.0 24.0 8.0
114 24.0 12.0 28.0 12.0 24.0 8.0 28.0 8.0
115 28.0 12.0 32.0 12.0 28.0 8.0 32.0 8.0
116 32.0 12.0 36.0 12.0 32.0 8.0 36.0 8.0
117 36.0 12.0 40.0 12.0 36.0 8.0 40.0 8.0
118 40.0 12.0 44.0 12.0 40.0 8.0 44.0 8.0
119 44.0 12.0 48.0 12.0 44.0 8.0 48.0 8.0
120 0.0 8.0 4.0 8.0 0.0 4.0 4.0 4.0
121 4.0 8.0 8.0 8.0 4.0 4.0 8.0 4.0
122 8.0 8.0 12.0 8.0 8.0 4.0 12.0 4.0
123 12.0 8.0 16.0 8.0 12.0 4.0 16.0 4.0
124 16.0 8.0 20.0 8.0 16.0 4.0 20.0 4.0
125 20.0 8.0 24.0 8.0 20.0 4.0 24.0 4.0
126 24.0 8.0 28.0 8.0 24.0 4.0 28.0 4.0
127 28.0 8.0 32.0 8.0 28.0 4.0 32.0 4.0
128 32.0 8.0 36.0 8.0 32.0 4.0 36.0 4.0
129 36.0 8.0 40.0 8.0 36.0 4.0 40.0 4.0
130 40.0 8.0 44.0 8.0 40.0 4.0 44.0 4.0
131 44.0 8.0 48.0 8.0 44.0 4.0 48.0 4.0
132 0.0 4.0 4.0 4.0 0.0 0.0 4.0 0.0
133 4.0 4.0 8.0 4.0 4.0 0.0 8.0 0.0
134 8.0 4.0 12.0 4.0 8.0 0.0 12.0 0.0
135 12.0 4.0 16.0 4.0 12.0 0.0 16.0 0.0
136 16.0 4.0 20.0 4.0 16.0 0.0 20.0 0.0
137 20.0 4.0 24.0 4.0 20.0 0.0 24.0 0.0
138 24.0 4.0 28.0 4.0 24.0 0.0 28.0 0.0
139 28.0 4.0 32.0 4.0 28.0 0.0 32.0 0.0
140 32.0 4.0 36.0 4.0 32.0 0.0 36.0 0.0
141 36.0 4.0 40.0 4.0 36.0 0.0 40.0 0.0
142 40.0 4.0 44.0 4.0 40.0 0.0 44.0 0.0
143 44.0 4.0 48.0 4.0 44.0 0.0 48.0 0.0
