OriginID;Destinatio;Total_temp
1;630;13.08994112
1;707;13.09112327
1;644;13.12358131
1;541;13.16325674
1;528;13.23252462
1;606;13.30388776
1;563;13.309403
1;562;13.32089991
1;637;13.35686291
1;500;13.51815525
1;576;13.55866605
1;624;13.58769299
1;329;13.60070353
1;326;13.61239902
1;579;13.61928119
1;631;13.66615512
1;578;13.70806731
1;526;13.76079509
1;608;13.81903236
1;625;13.84985547
1;657;13.9131769
1;322;13.91352886
1;626;13.93331433
1;636;13.95263584
1;629;13.98376156
1;332;14.08361919
1;617;14.08617308
1;572;14.11332624
1;340;14.12708577
1;561;14.1531518
1;735;14.18753633
1;515;14.23827694
1;725;14.25001636
1;559;14.26415562
1;564;14.26757362
1;323;14.28169859
1;341;14.28540401
1;609;14.30614706
1;328;14.35065098
1;543;14.37218114
1;544;14.37688368
1;331;14.41046425
1;499;14.4787846
1;343;14.52671526
1;294;14.56583907
1;291;14.60123541
1;325;14.63814499
1;330;14.67586835
1;567;14.69913152
1;565;14.70007096
1;334;14.73107705
1;321;14.80328425
1;623;14.84708467
1;285;14.85228783
1;560;14.86371785
1;327;14.88973481
1;611;14.91142445
1;734;14.91173689
1;297;14.97256667
1;575;14.98215728
1;339;15.0326881
1;295;15.03465446
1;255;15.06282072
1;342;15.06382766
1;303;15.0828073
1;573;15.10945776
1;568;15.13075646
1;618;15.17026505
1;290;15.3118018
1;501;15.32414816
1;298;15.33578971
1;338;15.37317966
1;300;15.42950352
1;333;15.43184107
1;615;15.43385602
1;296;15.43905019
1;324;15.4441419
1;514;15.44912666
1;293;15.45002982
1;288;15.52638835
1;566;15.5267389
1;286;15.63045351
1;249;15.6556731
1;261;15.67015103
1;287;15.67032195
1;302;15.67218778
1;516;15.73386113
1;461;15.77757717
1;760;15.77797551
1;472;15.78233182
1;337;15.82317384
1;248;15.82657879
1;259;15.83422523
1;502;15.85158509
1;570;15.86407622
1;726;15.88362128
1;284;15.94859321
1;616;15.99975447
1;257;16.00140996
1;258;16.02479023
1;299;16.06146617
1;336;16.08235443
1;476;16.09459178
1;247;16.17401876
1;571;16.20258722
1;737;16.22290344
1;268;16.23711384
1;308;16.24271575
1;254;16.24516503
1;610;16.24527423
1;292;16.25599669
1;305;16.34504985
1;252;16.37013592
1;306;16.39834465
1;307;16.40336713
1;423;16.44590618
1;484;16.49419826
1;264;16.50467493
1;344;16.54715698
1;762;16.5722951
1;251;16.64936899
1;475;16.65404474
1;250;16.65504727
1;473;16.66455622
1;289;16.69998016
1;301;16.72707896
1;681;16.76549187
1;345;16.7752921
1;435;16.82721811
1;260;16.83475958
1;469;16.85334503
1;569;16.86161034
1;466;16.8626298
1;471;16.86415562
1;708;16.86484716
1;488;16.9518952
1;347;16.96839024
1;271;16.99539766
1;613;17.03563608
1;263;17.04221428
1;246;17.09907423
1;425;17.10252276
1;272;17.14839266
1;402;17.17950156
1;474;17.18518186
1;483;17.19320962
1;581;17.21960126
1;262;17.24084908
1;273;17.26345282
1;485;17.2866788
1;310;17.29424203
1;580;17.30218717
1;270;17.31505831
1;256;17.31696187
1;739;17.36450526
1;463;17.37290249
1;464;17.38043642
1;728;17.39260032
1;368;17.41270259
1;309;17.48237073
1;275;17.50638022
1;346;17.55669305
1;477;17.58624499
1;445;17.63019264
1;486;17.6730579
1;253;17.72131444
1;582;17.79120118
1;428;17.79467959
1;462;17.79595745
1;335;17.79964844
1;429;17.81714678
1;312;17.82899745
1;269;17.83061391
1;614;17.86455927
1;612;17.87307374
1;583;17.89043768
1;452;17.95609048
1;349;17.9692461
1;447;17.97086963
1;389;18.00865037
1;736;18.03986567
1;434;18.09170774
1;761;18.11590344
1;274;18.12093013
1;470;18.12950506
1;348;18.15310385
1;449;18.16617531
1;594;18.17860039
1;490;18.24583183
1;392;18.2771006
1;128;18.28837099
1;492;18.29843284
1;448;18.3516279
1;424;18.39741434
1;351;18.40785886
1;126;18.43347542
1;467;18.43354401
1;593;18.4343502
1;465;18.4374586
1;468;18.45120519
1;633;18.45576034
1;436;18.55312556
1;450;18.55530908
1;427;18.59782654
1;433;18.65911241
1;431;18.66377243
1;585;18.6959043
1;432;18.77927387
1;632;18.7918447
1;277;18.79345292
1;487;18.82492227
1;353;18.84392035
1;311;18.89379946
1;430;18.91526942
1;415;18.93198648
1;276;18.95848888
1;416;18.96768709
1;395;18.9912937
1;635;18.99523714
1;446;19.01848697
1;426;19.09285928
1;489;19.11871998
1;350;19.12797347
1;396;19.1406756
1;437;19.14899623
1;696;19.17395223
1;127;19.22269547
1;376;19.27214392
1;413;19.29098873
1;314;19.2913784
1;658;19.36471359
1;391;19.38233381
1;418;19.40759567
1;390;19.41102628
1;313;19.42481471
1;596;19.4662979
1;738;19.47841093
1;394;19.47857444
1;634;19.47895543
1;374;19.51716823
1;451;19.54412448
1;381;19.60363442
1;414;19.64757148
1;727;19.67329003
1;393;19.68582176
1;216;19.69380441
1;283;19.70334969
1;491;19.77682215
1;135;19.83864337
1;399;19.85802038
1;398;19.88971059
1;280;19.91725575
1;646;20.04542161
1;411;20.0710593
1;50;20.10353151
1;282;20.15270266
1;586;20.17446817
1;584;20.19137213
1;377;20.20223022
1;494;20.20569823
1;370;20.21273477
1;478;20.21620651
1;454;20.2177093
1;279;20.26031097
1;375;20.2614533
1;412;20.3274562
1;138;20.33281454
1;595;20.41510059
1;379;20.4167103
1;278;20.42479756
1;493;20.49298339
1;355;20.49901869
1;54;20.51889908
1;316;20.55527177
1;589;20.57418749
1;479;20.58073096
1;87;20.59781229
1;497;20.60527557
1;372;20.61467698
1;194;20.62731345
1;740;20.63669152
1;318;20.64169202
1;373;20.67063877
1;104;20.69002355
1;442;20.70248844
1;111;20.75406752
1;387;20.77663285
1;480;20.78879394
1;281;20.83548041
1;169;20.89016315
1;496;20.89798981
1;133;20.92192156
1;600;20.95041184
1;645;20.95682493
1;481;20.96141722
1;440;20.96561039
1;715;20.98131144
1;92;21.00243007
1;75;21.01064767
1;400;21.06912297
1;417;21.07481768
1;317;21.13068117
1;453;21.14020124
1;114;21.15494759
1;352;21.17599998
1;441;21.18742335
1;105;21.19141397
1;266;21.24543056
1;458;21.25800126
1;598;21.2668287
1;371;21.27431946
1;136;21.28676398
1;443;21.29664985
1;482;21.30307162
1;149;21.3214645
1;49;21.33566129
1;35;21.34734382
1;86;21.37193044
1;354;21.37287472
1;137;21.42064705
1;315;21.43093518
1;388;21.4436243
1;53;21.48501327
1;648;21.51784728
1;588;21.53201979
1;12;21.58001644
1;498;21.58915914
1;650;21.60935278
1;148;21.6209177
1;170;21.64326975
1;320;21.67858441
1;444;21.73802748
1;587;21.77599868
1;401;21.77836933
1;495;21.77853389
1;357;21.79930927
1;76;21.83269588
1;407;21.8527386
1;597;21.90253757
1;265;21.9047613
1;59;21.93474432
1;36;21.93685442
1;408;21.948157
1;647;21.95397225
1;91;22.029664
1;420;22.03993696
1;457;22.08295846
1;319;22.09677725
1;151;22.09860984
1;112;22.12733032
1;52;22.15654841
1;89;22.17538625
1;134;22.18671092
1;193;22.19684753
1;602;22.247515
1;107;22.25959678
1;109;22.26120652
1;599;22.31477175
1;438;22.34389573
1;460;22.36740155
1;237;22.37814157
1;116;22.42102015
1;409;22.42536193
1;38;22.42811113
1;236;22.43641496
1;94;22.43662851
1;215;22.45808513
1;410;22.46049431
1;405;22.47461545
1;172;22.48071244
1;61;22.48212371
1;64;22.50650609
1;93;22.63517396
1;62;22.64431308
1;238;22.64923214
1;56;22.66751816
1;763;22.67909237
1;397;22.67910629
1;231;22.6967287
1;591;22.70012469
1;115;22.71662766
1;649;22.71866049
1;77;22.72364203
1;419;22.72383826
1;239;22.77605327
1;73;22.78668327
1;22;22.85082252
1;369;22.87553442
1;456;22.89797295
1;651;22.96368973
1;304;23.01529106
1;356;23.01845247
1;175;23.02705888
1;131;23.06124316
1;365;23.09027332
1;366;23.09296911
1;196;23.09638956
1;106;23.17093623
1;363;23.1739122
1;202;23.19217822
1;63;23.20504768
1;267;23.24530814
1;439;23.32215325
1;110;23.37145603
1;84;23.37237475
1;364;23.38063607
1;88;23.40039173
1;150;23.44711975
1;654;23.57106215
1;117;23.61939028
1;24;23.63656608
1;155;23.66227839
1;358;23.6684101
1;652;23.67292247
1;96;23.69386018
1;601;23.69955105
1;40;23.7223066
1;386;23.73869228
1;78;23.76517357
1;199;23.77578389
1;118;23.78982588
1;201;23.8290517
1;230;23.83632725
1;224;23.84040854
1;37;23.85067577
1;206;23.85487282
1;241;23.86012741
1;55;23.86352359
1;362;23.87985397
1;80;23.91861927
1;204;23.93168122
1;455;23.93203615
1;23;23.98278026
1;234;23.9829371
1;17;24.08588217
1;403;24.11272613
1;203;24.16298304
1;200;24.16665332
1;19;24.17645409
1;653;24.22734095
1;85;24.23734271
1;74;24.23742979
1;378;24.25060464
1;18;24.29153706
1;113;24.33747538
1;176;24.38056275
1;51;24.3886788
1;404;24.39793974
1;21;24.40022165
1;380;24.40875119
1;178;24.4088651
1;590;24.41674882
1;66;24.41868601
1;459;24.41876718
1;360;24.43449222
1;592;24.47584554
1;603;24.48032067
1;119;24.4896751
1;180;24.49752441
1;171;24.545779
1;90;24.55645806
1;154;24.58617671
1;669;24.60770838
1;361;24.62037243
1;152;24.6261584
1;121;24.71753461
1;95;24.72633826
1;223;24.73400612
1;58;24.75767962
1;123;24.79085299
1;132;24.84439086
1;60;24.85308886
1;153;24.91216588
1;177;25.00713189
1;33;25.0287545
1;157;25.03692874
1;120;25.05467614
1;82;25.06445868
1;240;25.07566249
1;125;25.08063935
1;188;25.10969245
1;20;25.11766961
1;385;25.12892332
1;421;25.16963453
1;57;25.19838586
1;226;25.27227661
1;233;25.28911189
1;83;25.31530208
1;668;25.33916382
1;235;25.36139368
1;174;25.38365381
1;45;25.38479256
1;173;25.42264478
1;205;25.43209998
1;221;25.49081317
1;359;25.52815557
1;98;25.5738008
1;156;25.6283112
1;130;25.66439497
1;32;25.6856745
1;219;25.74384193
1;195;25.75410427
1;243;25.77046848
1;39;25.78254856
1;187;25.79295141
1;190;25.79297806
1;198;25.80784046
1;11;25.81642117
1;181;25.84343177
1;41;25.88083935
1;197;25.96422823
1;179;25.97094797
1;65;25.98415525
1;232;26.06394012
1;383;26.17615391
1;406;26.20798478
1;46;26.21093682
1;222;26.29629365
1;34;26.30565203
1;79;26.33349255
1;124;26.34438587
1;10;26.39251892
1;382;26.39605253
1;225;26.42598026
1;186;26.45390669
1;158;26.45813946
1;31;26.47237235
1;208;26.56741417
1;68;26.63918684
1;161;26.64427784
1;103;26.65299167
1;159;26.66283454
1;167;26.66875055
1;122;26.76549266
1;139;26.8080964
1;422;26.86074815
1;101;26.88524711
1;242;26.88952824
1;44;27.00598614
1;182;27.02418984
1;245;27.1525217
1;165;27.21396188
1;140;27.25446999
1;367;27.43564875
1;207;27.46067745
1;142;27.54863249
1;166;27.56261804
1;42;27.64119028
1;220;27.73585083
1;244;27.778337
1;384;27.91360428
1;129;27.985075
1;218;28.01188803
1;100;28.05123826
1;102;28.10133026
1;160;28.30710468
1;141;28.3978416
1;183;28.46560273
1;146;28.50398415
1;99;28.71533163
1;13;28.76691192
1;184;28.96336185
1;43;29.12529939
1;69;29.14788989
1;185;29.45330565
1;67;29.47332454
1;163;29.6400663
1;97;29.76263635
1;81;29.7978724
1;168;30.08972217
1;144;30.55978764
1;16;30.99228611
1;108;31.07219225
1;29;31.30286457
1;143;31.48657035
1;147;31.73217355
1;162;31.73978561
1;14;32.11424534
1;145;32.24474505
1;27;32.28586308
1;228;32.35837678
1;164;32.62335587
1;229;32.71204627
1;192;33.05078869
1;70;33.08823057
1;5;33.24706843
1;28;33.28757161
1;15;33.29439027
1;213;33.65573242
1;209;33.71457386
1;72;34.02113816
1;211;34.57792646
1;9;34.68256839
1;214;35.01724143
1;30;35.082586
1;212;35.75366296
1;227;35.95597999
1;47;35.98423461
1;71;36.09190454
1;210;36.27767532
1;48;36.53029475
1;191;36.56099343
1;25;36.94952628
1;7;37.08937992
1;26;37.10352842
1;6;37.30466831
1;189;37.92186384
1;8;37.95312618
2;687;0.089726645
2;691;0.937717509
2;680;1.017629141
2;759;1.823378064
2;678;2.18346781
2;758;2.812599131
2;4;2.826947095
2;2;3.046373298
2;731;3.223044785
2;686;3.514824581
2;3;3.610513048
2;679;3.772072676
2;732;3.917303168
2;733;4.536475508
2;721;4.63141506
2;757;4.693502931
2;1;4.721220914
2;690;5.008867029
2;723;5.23921479
2;718;5.258388477
2;677;5.306259445
2;706;5.327354574
2;685;5.579877086
2;722;5.669365599
2;703;5.698089158
2;720;5.956797779
2;557;6.003372522
2;730;6.114682866
2;702;6.159992968
2;701;6.190912589
2;704;6.252169893
2;705;6.329786289
2;729;6.557047176
2;724;6.59974529
2;674;6.638585158
2;756;6.717573819
2;542;6.737684362
2;755;6.77389813
2;555;6.807729946
2;719;6.868657114
2;554;6.931929865
2;747;7.250180049
2;550;7.398319913
2;556;7.443199706
2;553;7.45870019
2;748;7.479238255
2;699;7.56727697
2;552;7.569619839
2;716;7.602399099
2;539;7.602534184
2;752;7.732575351
2;529;7.807747925
2;558;7.808298317
2;753;7.844917804
2;707;7.855863588
2;675;7.891581812
2;541;7.927997058
2;528;7.997264929
2;684;8.065285002
2;537;8.16492582
2;551;8.190320211
2;682;8.229688421
2;500;8.282895567
2;540;8.435013487
2;526;8.525535398
2;536;8.583063187
2;746;8.682714357
2;717;8.73056191
2;538;8.731032076
2;743;8.745057859
2;535;8.750865327
2;700;8.796684774
2;683;8.839161802
2;512;8.891203554
2;745;8.904616245
2;676;8.926039003
2;689;8.935407628
2;735;8.952276643
2;515;9.003017251
2;548;9.012116681
2;725;9.014756676
2;522;9.084846998
2;655;9.101046405
2;754;9.126998729
2;543;9.136921454
2;544;9.141623992
2;672;9.189913409
2;533;9.206565093
2;750;9.208466164
2;499;9.243524913
2;673;9.375356949
2;534;9.490142636
2;527;9.504258699
2;688;9.525703151
2;513;9.544453004
2;734;9.6764772
2;631;9.777593754
2;670;9.901227586
2;657;9.904835771
2;713;9.912123719
2;525;9.917222565
2;742;9.92929336
2;712;10.01375221
2;741;10.01899606
2;524;10.04140774
2;508;10.0650038
2;656;10.08061633
2;501;10.08888847
2;751;10.10974745
2;744;10.11302773
2;629;10.12527368
2;697;10.1301055
2;549;10.1817372
2;514;10.21386697
2;523;10.29671339
2;666;10.39016456
2;520;10.45727827
2;516;10.49860144
2;760;10.54271582
2;714;10.55447985
2;711;10.55826464
2;608;10.57719317
2;502;10.6163254
2;518;10.62632258
2;726;10.64836159
2;698;10.71932562
2;630;10.76849495
2;667;10.7823957
2;749;10.82448932
2;709;10.83097683
2;531;10.91585334
2;521;10.92626688
2;510;10.96603542
2;664;10.96673493
2;737;10.98764375
2;694;11.01803984
2;628;11.15595042
2;509;11.17374948
2;710;11.22137434
2;567;11.22342388
2;511;11.24934406
2;609;11.30090213
2;611;11.33501691
2;762;11.33703541
2;565;11.50202223
2;627;11.50327042
2;681;11.53023219
2;506;11.53731281
2;504;11.55961801
2;665;11.56907706
2;505;11.61773843
2;708;11.62958747
2;519;11.64307789
2;568;11.70512321
2;643;11.71807838
2;693;11.72045005
2;695;11.77518607
2;671;11.78164879
2;532;11.80933066
2;606;11.81567241
2;604;11.88396077
2;329;11.89095042
2;547;11.91780367
2;334;11.93420691
2;692;11.94242486
2;331;12.02149927
2;739;12.12924558
2;546;12.13501105
2;728;12.15734063
2;607;12.21222611
2;507;12.29693167
2;332;12.30510357
2;662;12.34784561
2;605;12.36780971
2;566;12.37098497
2;644;12.47646453
2;570;12.51675535
2;659;12.53009056
2;503;12.55626692
2;517;12.59914797
2;660;12.61579018
2;563;12.66228622
2;545;12.66286672
2;562;12.67378313
2;610;12.73382682
2;298;12.77087017
2;294;12.79644039
2;736;12.80460598
2;333;12.86280807
2;761;12.88064375
2;530;12.88301588
2;330;12.90646967
2;326;12.96528224
2;661;12.98624159
2;578;13.06095053
2;327;13.12033614
2;663;13.15334038
2;625;13.20273869
2;297;13.203168
2;296;13.21465656
2;295;13.26525579
2;322;13.26641209
2;336;13.39915711
2;561;13.50603502
2;613;13.52418867
2;638;13.53014325
2;559;13.61703884
2;564;13.62045684
2;323;13.63458181
2;268;13.67219431
2;308;13.67368275
2;328;13.7035342
2;305;13.77601685
2;579;13.81380024
2;306;13.82931165
2;307;13.83433413
2;299;13.83707254
2;261;13.90075236
2;641;13.91775742
2;696;13.93869254
2;291;13.95411863
2;344;13.97812399
2;325;13.99102821
2;622;14.01220165
2;639;14.03415515
2;259;14.06482656
2;640;14.12802763
2;321;14.15616747
2;569;14.17841302
2;285;14.20517105
2;345;14.2062591
2;560;14.21660107
2;257;14.23201129
2;738;14.24315124
2;258;14.25539156
2;476;14.3251931
2;488;14.38697567
2;347;14.39935724
2;612;14.41248705
2;255;14.41570394
2;271;14.43047813
2;293;14.43555452
2;727;14.43803034
2;619;14.45606377
2;292;14.48659801
2;626;14.50349309
2;272;14.57935966
2;260;14.61036595
2;581;14.65056826
2;290;14.66468502
2;273;14.69441982
2;642;14.71887176
2;485;14.72175927
2;484;14.72479959
2;310;14.72520903
2;580;14.73315417
2;270;14.74602531
2;621;14.77807696
2;324;14.79702512
2;620;14.82140816
2;288;14.87927157
2;475;14.88464606
2;473;14.89515755
2;309;14.91333773
2;275;14.93734723
2;346;14.98766005
2;254;15.00582707
2;249;15.00855632
2;574;15.01675833
2;342;15.03334694
2;486;15.10813837
2;461;15.13046039
2;472;15.13521504
2;248;15.17946201
2;582;15.22216818
2;335;15.23061544
2;312;15.25996445
2;269;15.2770868
2;614;15.29552627
2;284;15.30147643
2;576;15.30155132
2;343;15.31217899
2;583;15.32140468
2;637;15.34707018
2;452;15.39117094
2;349;15.4002131
2;740;15.40143183
2;474;15.41578319
2;623;15.41726343
2;483;15.42381094
2;340;15.46033321
2;286;15.50717139
2;624;15.53269505
2;287;15.54703983
2;256;15.5475632
2;274;15.55189713
2;348;15.58407085
2;302;15.59184531
2;449;15.60125578
2;594;15.60956739
2;490;15.67679883
2;252;15.72301914
2;492;15.72939984
2;715;15.74605175
2;423;15.7987894
2;351;15.83882586
2;445;15.86079397
2;593;15.8653172
2;633;15.88672735
2;636;15.94284311
2;341;15.9539519
2;251;16.00225221
2;289;16.05286338
2;471;16.0564788
2;617;16.07638035
2;572;16.10353351
2;585;16.1268713
2;435;16.18010133
2;450;16.19274146
2;447;16.20147096
2;469;16.20622825
2;466;16.21551302
2;632;16.2228117
2;277;16.22441993
2;487;16.26000274
2;353;16.27488736
2;311;16.32476646
2;415;16.36706694
2;276;16.38945588
2;635;16.42620414
2;303;16.43597606
2;425;16.45540598
2;250;16.53176515
2;402;16.53238478
2;489;16.54968699
2;350;16.55894047
2;448;16.58222922
2;247;16.58368818
2;376;16.70722439
2;314;16.7223454
2;463;16.72578571
2;246;16.76409321
2;368;16.76558581
2;436;16.78372688
2;658;16.79568059
2;338;16.82582642
2;300;16.83891462
2;418;16.84267613
2;313;16.85578171
2;464;16.882995
2;596;16.8972649
2;634;16.90992243
2;416;16.93084546
2;374;16.9522487
2;575;16.97236455
2;451;16.97920495
2;339;17.02289537
2;573;17.09966503
2;283;17.1343167
2;428;17.14756281
2;462;17.14884067
2;253;17.15512742
2;618;17.16047232
2;429;17.17003
2;491;17.20778915
2;446;17.2490883
2;135;17.27372384
2;434;17.28403092
2;280;17.34822275
2;389;17.36153359
2;615;17.42406328
2;763;17.44383268
2;646;17.47638861
2;470;17.48238828
2;413;17.52159005
2;282;17.58366966
2;586;17.60543517
2;584;17.62233913
2;392;17.62998382
2;494;17.63666523
2;377;17.63731069
2;128;17.64125421
2;478;17.64717351
2;454;17.65278976
2;279;17.69127797
2;375;17.69653377
2;477;17.73861454
2;138;17.76789501
2;126;17.78635864
2;465;17.79034182
2;468;17.80408841
2;337;17.8133811
2;595;17.84606759
2;379;17.85179077
2;278;17.85576456
2;414;17.8781728
2;424;17.89997292
2;264;17.91408603
2;493;17.92395039
2;355;17.9299857
2;316;17.98623877
2;616;17.98996174
2;589;18.00515449
2;479;18.01169796
2;433;18.01199563
2;431;18.01665565
2;497;18.03624258
2;467;18.04179554
2;318;18.07265902
2;427;18.10038512
2;432;18.13215709
2;442;18.13345545
2;301;18.13649006
2;111;18.18914799
2;571;18.19279448
2;480;18.21976095
2;281;18.26644741
2;430;18.26815264
2;437;18.28513303
2;411;18.30166062
2;496;18.32895681
2;395;18.34417692
2;133;18.35700203
2;600;18.38137885
2;645;18.38779194
2;481;18.39238422
2;440;18.39657739
2;92;18.43751054
2;370;18.4433361
2;426;18.4457425
2;263;18.45162538
2;396;18.49355882
2;417;18.50989814
2;412;18.55805753
2;317;18.56164817
2;453;18.57528171
2;127;18.57557869
2;352;18.60696698
2;441;18.61839035
2;266;18.67639757
2;458;18.68896826
2;598;18.6977957
2;136;18.72184445
2;443;18.72761686
2;482;18.73403863
2;391;18.73521703
2;390;18.7639095
2;354;18.80384172
2;372;18.8452783
2;137;18.85572752
2;315;18.86190218
2;373;18.9012401
2;648;18.94881429
2;381;18.95651764
2;588;18.96298679
2;394;18.98113303
2;498;19.02012614
2;393;19.03870498
2;650;19.04031979
2;216;19.04668763
2;320;19.10955141
2;444;19.16899448
2;587;19.20696568
2;495;19.20950089
2;399;19.2109036
2;357;19.23027627
2;262;19.23105635
2;398;19.24259381
2;407;19.2837056
2;597;19.33350457
2;265;19.3357283
2;59;19.36982479
2;408;19.379124
2;647;19.38493925
2;50;19.45641473
2;91;19.46474447
2;420;19.47501743
2;371;19.50492079
2;457;19.51392546
2;319;19.52774425
2;112;19.56241079
2;134;19.62179139
2;602;19.678482
2;109;19.69628699
2;599;19.74573875
2;438;19.77486273
2;460;19.79836855
2;116;19.85610062
2;409;19.85632893
2;94;19.87170898
2;54;19.8717823
2;410;19.89146131
2;405;19.90558245
2;61;19.91720417
2;64;19.94158656
2;87;19.95069551
2;194;19.98019667
2;401;20.00897065
2;104;20.04290677
2;93;20.07025443
2;62;20.07939355
2;387;20.12951607
2;591;20.13109169
2;649;20.14962749
2;115;20.15170813
2;419;20.15891873
2;169;20.24304637
2;22;20.28590299
2;456;20.32893996
2;75;20.36353089
2;651;20.39465673
2;400;20.42200619
2;304;20.44625806
2;356;20.44941947
2;131;20.49632362
2;114;20.50783081
2;365;20.52124033
2;366;20.52393611
2;105;20.54429719
2;363;20.6048792
2;63;20.64012815
2;149;20.67434772
2;267;20.67627514
2;49;20.68854451
2;35;20.70022704
2;86;20.72481366
2;439;20.75312026
2;388;20.79650752
2;110;20.8065365
2;84;20.80745522
2;364;20.81160307
2;53;20.83789649
2;12;20.93289966
2;148;20.97380092
2;170;20.99615297
2;654;21.00202915
2;117;21.05447075
2;24;21.07164655
2;358;21.0993771
2;652;21.10388948
2;369;21.10613574
2;96;21.12894065
2;601;21.13051805
2;76;21.1855791
2;118;21.22490635
2;224;21.27548901
2;36;21.28973764
2;362;21.31082097
2;455;21.36300315
2;23;21.41786073
2;151;21.45149306
2;52;21.50943163
2;17;21.52096264
2;89;21.52826947
2;403;21.54369314
2;193;21.54973075
2;19;21.61153456
2;107;21.61248001
2;653;21.65830795
2;85;21.67242318
2;378;21.68568511
2;18;21.72661753
2;237;21.73102479
2;38;21.78099435
2;236;21.78929818
2;215;21.81096835
2;404;21.82890674
2;172;21.83359566
2;21;21.83530212
2;380;21.84383166
2;590;21.84771582
2;459;21.84973418
2;66;21.85376648
2;360;21.86545922
2;592;21.90681254
2;603;21.91128767
2;119;21.9206421
2;238;22.00211536
2;56;22.02040138
2;397;22.03198951
2;669;22.03867538
2;231;22.04961192
2;361;22.0554529
2;77;22.07652525
2;239;22.12893649
2;73;22.13956649
2;121;22.14850161
2;95;22.16141873
2;223;22.16908659
2;123;22.22181999
2;132;22.27947133
2;60;22.28816933
2;175;22.3799421
2;196;22.44927278
2;120;22.48564314
2;125;22.51160636
2;106;22.52381945
2;188;22.54477292
2;202;22.54506144
2;20;22.55275008
2;421;22.60060153
2;226;22.70735708
2;83;22.75038255
2;88;22.75327495
2;668;22.77013082
2;150;22.80000297
2;45;22.81987303
2;221;22.92589364
2;359;22.95912257
2;98;23.00888127
2;155;23.01516161
2;40;23.07518982
2;386;23.0915755
2;78;23.11805679
2;199;23.12866711
2;219;23.1789224
2;201;23.18193492
2;230;23.18921047
2;37;23.20355899
2;206;23.20775604
2;241;23.21301063
2;55;23.21640681
2;187;23.22803188
2;190;23.22805853
2;80;23.27150249
2;204;23.28456444
2;234;23.33582032
2;65;23.41923572
2;203;23.51586626
2;200;23.51953654
2;74;23.59031301
2;406;23.63895178
2;46;23.64601729
2;113;23.6903586
2;222;23.73137412
2;176;23.73344597
2;51;23.74156202
