customer p1x p1y p2x p2y p3x p3y p4x p4y
32 7.0 10.0 8.0 10.0 7.0 9.0 8.0 9.0
33 8.0 10.0 9.0 10.0 8.0 9.0 9.0 9.0
34 9.0 10.0 10.0 10.0 9.0 9.0 10.0 9.0
35 10.0 10.0 11.0 10.0 10.0 9.0 11.0 9.0
36 11.0 10.0 12.0 10.0 11.0 9.0 12.0 9.0
37 0.0 9.0 1.0 9.0 0.0 8.0 1.0 8.0
38 1.0 9.0 2.0 9.0 1.0 8.0 2.0 8.0
39 2.0 9.0 3.0 9.0 2.0 8.0 3.0 8.0
40 3.0 9.0 4.0 9.0 3.0 8.0 4.0 8.0
41 4.0 9.0 5.0 9.0 4.0 8.0 5.0 8.0
42 5.0 9.0 6.0 9.0 5.0 8.0 6.0 8.0
43 6.0 9.0 7.0 9.0 6.0 8.0 7.0 8.0
44 7.0 9.0 8.0 9.0 7.0 8.0 8.0 8.0
45 8.0 9.0 9.0 9.0 8.0 8.0 9.0 8.0
46 9.0 9.0 10.0 9.0 9.0 8.0 10.0 8.0
47 10.0 9.0 11.0 9.0 10.0 8.0 11.0 8.0
48 11.0 9.0 12.0 9.0 11.0 8.0 12.0 8.0
49 0.0 8.0 1.0 8.0 0.0 7.0 1.0 7.0
50 1.0 8.0 2.0 8.0 1.0 7.0 2.0 7.0
51 2.0 8.0 3.0 8.0 2.0 7.0 3.0 7.0
52 3.0 8.0 4.0 8.0 3.0 7.0 4.0 7.0
53 4.0 8.0 5.0 8.0 4.0 7.0 5.0 7.0
54 5.0 8.0 6.0 8.0 5.0 7.0 6.0 7.0
55 6.0 8.0 7.0 8.0 6.0 7.0 7.0 7.0
56 7.0 8.0 8.0 8.0 7.0 7.0 8.0 7.0
57 8.0 8.0 9.0 8.0 8.0 7.0 9.0 7.0
58 9.0 8.0 10.0 8.0 9.0 7.0 10.0 7.0
59 10.0 8.0 11.0 8.0 10.0 7.0 11.0 7.0
60 11.0 8.0 12.0 8.0 11.0 7.0 12.0 7.0
61 0.0 7.0 1.0 7.0 0.0 6.0 1.0 6.0
62 1.0 7.0 2.0 7.0 1.0 6.0 2.0 6.0
63 2.0 7.0 3.0 7.0 2.0 6.0 3.0 6.0
64 3.0 7.0 4.0 7.0 3.0 6.0 4.0 6.0
65 4.0 7.0 5.0 7.0 4.0 6.0 5.0 6.0
66 5.0 7.0 6.0 7.0 5.0 6.0 6.0 6.0
67 6.0 7.0 7.0 7.0 6.0 6.0 7.0 6.0
68 7.0 7.0 8.0 7.0 7.0 6.0 8.0 6.0
69 8.0 7.0 9.0 7.0 8.0 6.0 9.0 6.0
70 9.0 7.0 10.0 7.0 9.0 6.0 10.0 6.0
71 10.0 7.0 11.0 7.0 10.0 6.0 11.0 6.0
72 11.0 7.0 12.0 7.0 11.0 6.0 12.0 6.0
73 0.0 6.0 1.0 6.0 0.0 5.0 1.0 5.0
74 1.0 6.0 2.0 6.0 1.0 5.0 2.0 5.0
75 2.0 6.0 3.0 6.0 2.0 5.0 3.0 5.0
76 3.0 6.0 4.0 6.0 3.0 5.0 4.0 5.0
77 4.0 6.0 5.0 6.0 4.0 5.0 5.0 5.0
78 5.0 6.0 6.0 6.0 5.0 5.0 6.0 5.0
79 6.0 6.0 7.0 6.0 6.0 5.0 7.0 5.0
80 7.0 6.0 8.0 6.0 7.0 5.0 8.0 5.0
81 8.0 6.0 9.0 6.0 8.0 5.0 9.0 5.0
82 9.0 6.0 10.0 6.0 9.0 5.0 10.0 5.0
83 10.0 6.0 11.0 6.0 10.0 5.0 11.0 5.0
84 11.0 6.0 12.0 6.0 11.0 5.0 12.0 5.0
85 0.0 5.0 1.0 5.0 0.0 4.0 1.0 4.0
86 1.0 5.0 2.0 5.0 1.0 4.0 2.0 4.0
87 2.0 5.0 3.0 5.0 2.0 4.0 3.0 4.0
88 3.0 5.0 4.0 5.0 3.0 4.0 4.0 4.0
89 4.0 5.0 5.0 5.0 4.0 4.0 5.0 4.0
90 5.0 5.0 6.0 5.0 5.0 4.0 6.0 4.0
91 6.0 5.0 7.0 5.0 6.0 4.0 7.0 4.0
92 7.0 5.0 8.0 5.0 7.0 4.0 8.0 4.0
93 8.0 5.0 9.0 5.0 8.0 4.0 9.0 4.0
94 9.0 5.0 10.0 5.0 9.0 4.0 10.0 4.0
95 10.0 5.0 11.0 5.0 10.0 4.0 11.0 4.0
96 11.0 5.0 12.0 5.0 11.0 4.0 12.0 4.0
97 0.0 4.0 1.0 4.0 0.0 3.0 1.0 3.0
98 1.0 4.0 2.0 4.0 1.0 3.0 2.0 3.0
99 2.0 4.0 3.0 4.0 2.0 3.0 3.0 3.0
100 3.0 4.0 4.0 4.0 3.0 3.0 4.0 3.0
101 4.0 4.0 5.0 4.0 4.0 3.0 5.0 3.0
102 5.0 4.0 6.0 4.0 5.0 3.0 6.0 3.0
103 6.0 4.0 7.0 4.0 6.0 3.0 7.0 3.0
104 7.0 4.0 8.0 4.0 7.0 3.0 8.0 3.0
105 8.0 4.0 9.0 4.0 8.0 3.0 9.0 3.0
106 9.0 4.0 10.0 4.0 9.0 3.0 10.0 3.0
107 10.0 4.0 11.0 4.0 10.0 3.0 11.0 3.0
108 11.0 4.0 12.0 4.0 11.0 3.0 12.0 3.0
109 0.0 3.0 1.0 3.0 0.0 2.0 1.0 2.0
110 1.0 3.0 2.0 3.0 1.0 2.0 2.0 2.0
111 2.0 3.0 3.0 3.0 2.0 2.0 3.0 2.0
112 3.0 3.0 4.0 3.0 3.0 2.0 4.0 2.0
113 4.0 3.0 5.0 3.0 4.0 2.0 5.0 2.0
114 5.0 3.0 6.0 3.0 5.0 2.0 6.0 2.0
115 6.0 3.0 7.0 3.0 6.0 2.0 7.0 2.0
116 7.0 3.0 8.0 3.0 7.0 2.0 8.0 2.0
117 8.0 3.0 9.0 3.0 8.0 2.0 9.0 2.0
118 9.0 3.0 10.0 3.0 9.0 2.0 10.0 2.0
119 10.0 3.0 11.0 3.0 10.0 2.0 11.0 2.0
120 11.0 3.0 12.0 3.0 11.0 2.0 12.0 2.0
121 0.0 2.0 1.0 2.0 0.0 1.0 1.0 1.0
122 1.0 2.0 2.0 2.0 1.0 1.0 2.0 1.0
123 2.0 2.0 3.0 2.0 2.0 1.0 3.0 1.0
124 3.0 2.0 4.0 2.0 3.0 1.0 4.0 1.0
125 4.0 2.0 5.0 2.0 4.0 1.0 5.0 1.0
126 5.0 2.0 6.0 2.0 5.0 1.0 6.0 1.0
127 6.0 2.0 7.0 2.0 6.0 1.0 7.0 1.0
128 7.0 2.0 8.0 2.0 7.0 1.0 8.0 1.0
129 8.0 2.0 9.0 2.0 8.0 1.0 9.0 1.0
130 9.0 2.0 10.0 2.0 9.0 1.0 10.0 1.0
131 10.0 2.0 11.0 2.0 10.0 1.0 11.0 1.0
132 11.0 2.0 12.0 2.0 11.0 1.0 12.0 1.0
133 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0
134 1.0 1.0 2.0 1.0 1.0 0.0 2.0 0.0
135 2.0 1.0 3.0 1.0 2.0 0.0 3.0 0.0
136 3.0 1.0 4.0 1.0 3.0 0.0 4.0 0.0
137 4.0 1.0 5.0 1.0 4.0 0.0 5.0 0.0
138 5.0 1.0 6.0 1.0 5.0 0.0 6.0 0.0
139 6.0 1.0 7.0 1.0 6.0 0.0 7.0 0.0
140 7.0 1.0 8.0 1.0 7.0 0.0 8.0 0.0
141 8.0 1.0 9.0 1.0 8.0 0.0 9.0 0.0
142 9.0 1.0 10.0 1.0 9.0 0.0 10.0 0.0
143 10.0 1.0 11.0 1.0 10.0 0.0 11.0 0.0
144 11.0 1.0 12.0 1.0 11.0 0.0 12.0 0.0
