subarea p1x p1y p2x p2y p3x p3y p4x p4y
47 12.0 28.0 16.0 28.0 12.0 24.0 16.0 24.0
48 16.0 28.0 20.0 28.0 16.0 24.0 20.0 24.0
49 20.0 28.0 24.0 28.0 20.0 24.0 24.0 24.0
50 24.0 28.0 28.0 28.0 24.0 24.0 28.0 24.0
51 28.0 28.0 32.0 28.0 28.0 24.0 32.0 24.0
52 32.0 28.0 36.0 28.0 32.0 24.0 36.0 24.0
53 36.0 28.0 40.0 28.0 36.0 24.0 40.0 24.0
54 40.0 28.0 44.0 28.0 40.0 24.0 44.0 24.0
55 0.0 24.0 4.0 24.0 0.0 20.0 4.0 20.0
56 4.0 24.0 8.0 24.0 4.0 20.0 8.0 20.0
57 8.0 24.0 12.0 24.0 8.0 20.0 12.0 20.0
58 12.0 24.0 16.0 24.0 12.0 20.0 16.0 20.0
59 16.0 24.0 20.0 24.0 16.0 20.0 20.0 20.0
60 20.0 24.0 24.0 24.0 20.0 20.0 24.0 20.0
61 24.0 24.0 28.0 24.0 24.0 20.0 28.0 20.0
62 28.0 24.0 32.0 24.0 28.0 20.0 32.0 20.0
63 32.0 24.0 36.0 24.0 32.0 20.0 36.0 20.0
64 36.0 24.0 40.0 24.0 36.0 20.0 40.0 20.0
65 40.0 24.0 44.0 24.0 40.0 20.0 44.0 20.0
66 0.0 20.0 4.0 20.0 0.0 16.0 4.0 16.0
67 4.0 20.0 8.0 20.0 4.0 16.0 8.0 16.0
68 8.0 20.0 12.0 20.0 8.0 16.0 12.0 16.0
69 12.0 20.0 16.0 20.0 12.0 16.0 16.0 16.0
70 16.0 20.0 20.0 20.0 16.0 16.0 20.0 16.0
71 20.0 20.0 24.0 20.0 20.0 16.0 24.0 16.0
72 24.0 20.0 28.0 20.0 24.0 16.0 28.0 16.0
73 28.0 20.0 32.0 20.0 28.0 16.0 32.0 16.0
74 32.0 20.0 36.0 20.0 32.0 16.0 36.0 16.0
75 36.0 20.0 40.0 20.0 36.0 16.0 40.0 16.0
76 40.0 20.0 44.0 20.0 40.0 16.0 44.0 16.0
77 0.0 16.0 4.0 16.0 0.0 12.0 4.0 12.0
78 4.0 16.0 8.0 16.0 4.0 12.0 8.0 12.0
79 8.0 16.0 12.0 16.0 8.0 12.0 12.0 12.0
80 12.0 16.0 16.0 16.0 12.0 12.0 16.0 12.0
81 16.0 16.0 20.0 16.0 16.0 12.0 20.0 12.0
82 20.0 16.0 24.0 16.0 20.0 12.0 24.0 12.0
83 24.0 16.0 28.0 16.0 24.0 12.0 28.0 12.0
84 28.0 16.0 32.0 16.0 28.0 12.0 32.0 12.0
85 32.0 16.0 36.0 16.0 32.0 12.0 36.0 12.0
86 36.0 16.0 40.0 16.0 36.0 12.0 40.0 12.0
87 40.0 16.0 44.0 16.0 40.0 12.0 44.0 12.0
88 0.0 12.0 4.0 12.0 0.0 8.0 4.0 8.0
89 4.0 12.0 8.0 12.0 4.0 8.0 8.0 8.0
90 8.0 12.0 12.0 12.0 8.0 8.0 12.0 8.0
91 12.0 12.0 16.0 12.0 12.0 8.0 16.0 8.0
92 16.0 12.0 20.0 12.0 16.0 8.0 20.0 8.0
93 20.0 12.0 24.0 12.0 20.0 8.0 24.0 8.0
94 24.0 12.0 28.0 12.0 24.0 8.0 28.0 8.0
95 28.0 12.0 32.0 12.0 28.0 8.0 32.0 8.0
96 32.0 12.0 36.0 12.0 32.0 8.0 36.0 8.0
97 36.0 12.0 40.0 12.0 36.0 8.0 40.0 8.0
98 40.0 12.0 44.0 12.0 40.0 8.0 44.0 8.0
99 0.0 8.0 4.0 8.0 0.0 4.0 4.0 4.0
100 4.0 8.0 8.0 8.0 4.0 4.0 8.0 4.0
101 8.0 8.0 12.0 8.0 8.0 4.0 12.0 4.0
102 12.0 8.0 16.0 8.0 12.0 4.0 16.0 4.0
103 16.0 8.0 20.0 8.0 16.0 4.0 20.0 4.0
104 20.0 8.0 24.0 8.0 20.0 4.0 24.0 4.0
105 24.0 8.0 28.0 8.0 24.0 4.0 28.0 4.0
106 28.0 8.0 32.0 8.0 28.0 4.0 32.0 4.0
107 32.0 8.0 36.0 8.0 32.0 4.0 36.0 4.0
108 36.0 8.0 40.0 8.0 36.0 4.0 40.0 4.0
109 40.0 8.0 44.0 8.0 40.0 4.0 44.0 4.0
110 0.0 4.0 4.0 4.0 0.0 0.0 4.0 0.0
111 4.0 4.0 8.0 4.0 4.0 0.0 8.0 0.0
112 8.0 4.0 12.0 4.0 8.0 0.0 12.0 0.0
113 12.0 4.0 16.0 4.0 12.0 0.0 16.0 0.0
114 16.0 4.0 20.0 4.0 16.0 0.0 20.0 0.0
115 20.0 4.0 24.0 4.0 20.0 0.0 24.0 0.0
116 24.0 4.0 28.0 4.0 24.0 0.0 28.0 0.0
117 28.0 4.0 32.0 4.0 28.0 0.0 32.0 0.0
118 32.0 4.0 36.0 4.0 32.0 0.0 36.0 0.0
119 36.0 4.0 40.0 4.0 36.0 0.0 40.0 0.0
120 40.0 4.0 44.0 4.0 40.0 0.0 44.0 0.0
