subarea p1x p1y p2x p2y p3x p3y p4x p4y
68 2.0 38.0 4.0 38.0 2.0 36.0 4.0 36.0
69 4.0 38.0 6.0 38.0 4.0 36.0 6.0 36.0
70 6.0 38.0 8.0 38.0 6.0 36.0 8.0 36.0
71 8.0 38.0 10.0 38.0 8.0 36.0 10.0 36.0
72 10.0 38.0 12.0 38.0 10.0 36.0 12.0 36.0
73 12.0 38.0 14.0 38.0 12.0 36.0 14.0 36.0
74 14.0 38.0 16.0 38.0 14.0 36.0 16.0 36.0
75 16.0 38.0 18.0 38.0 16.0 36.0 18.0 36.0
76 18.0 38.0 20.0 38.0 18.0 36.0 20.0 36.0
77 20.0 38.0 22.0 38.0 20.0 36.0 22.0 36.0
78 22.0 38.0 24.0 38.0 22.0 36.0 24.0 36.0
79 24.0 38.0 26.0 38.0 24.0 36.0 26.0 36.0
80 26.0 38.0 28.0 38.0 26.0 36.0 28.0 36.0
81 28.0 38.0 30.0 38.0 28.0 36.0 30.0 36.0
82 30.0 38.0 32.0 38.0 30.0 36.0 32.0 36.0
83 32.0 38.0 34.0 38.0 32.0 36.0 34.0 36.0
84 34.0 38.0 36.0 38.0 34.0 36.0 36.0 36.0
85 36.0 38.0 38.0 38.0 36.0 36.0 38.0 36.0
86 38.0 38.0 40.0 38.0 38.0 36.0 40.0 36.0
87 40.0 38.0 42.0 38.0 40.0 36.0 42.0 36.0
88 42.0 38.0 44.0 38.0 42.0 36.0 44.0 36.0
89 0.0 36.0 2.0 36.0 0.0 34.0 2.0 34.0
90 2.0 36.0 4.0 36.0 2.0 34.0 4.0 34.0
91 4.0 36.0 6.0 36.0 4.0 34.0 6.0 34.0
92 6.0 36.0 8.0 36.0 6.0 34.0 8.0 34.0
93 8.0 36.0 10.0 36.0 8.0 34.0 10.0 34.0
94 10.0 36.0 12.0 36.0 10.0 34.0 12.0 34.0
95 12.0 36.0 14.0 36.0 12.0 34.0 14.0 34.0
96 14.0 36.0 16.0 36.0 14.0 34.0 16.0 34.0
97 16.0 36.0 18.0 36.0 16.0 34.0 18.0 34.0
98 18.0 36.0 20.0 36.0 18.0 34.0 20.0 34.0
99 20.0 36.0 22.0 36.0 20.0 34.0 22.0 34.0
100 22.0 36.0 24.0 36.0 22.0 34.0 24.0 34.0
101 24.0 36.0 26.0 36.0 24.0 34.0 26.0 34.0
102 26.0 36.0 28.0 36.0 26.0 34.0 28.0 34.0
103 28.0 36.0 30.0 36.0 28.0 34.0 30.0 34.0
104 30.0 36.0 32.0 36.0 30.0 34.0 32.0 34.0
105 32.0 36.0 34.0 36.0 32.0 34.0 34.0 34.0
106 34.0 36.0 36.0 36.0 34.0 34.0 36.0 34.0
107 36.0 36.0 38.0 36.0 36.0 34.0 38.0 34.0
108 38.0 36.0 40.0 36.0 38.0 34.0 40.0 34.0
109 40.0 36.0 42.0 36.0 40.0 34.0 42.0 34.0
110 42.0 36.0 44.0 36.0 42.0 34.0 44.0 34.0
111 0.0 34.0 2.0 34.0 0.0 32.0 2.0 32.0
112 2.0 34.0 4.0 34.0 2.0 32.0 4.0 32.0
113 4.0 34.0 6.0 34.0 4.0 32.0 6.0 32.0
114 6.0 34.0 8.0 34.0 6.0 32.0 8.0 32.0
115 8.0 34.0 10.0 34.0 8.0 32.0 10.0 32.0
116 10.0 34.0 12.0 34.0 10.0 32.0 12.0 32.0
117 12.0 34.0 14.0 34.0 12.0 32.0 14.0 32.0
118 14.0 34.0 16.0 34.0 14.0 32.0 16.0 32.0
119 16.0 34.0 18.0 34.0 16.0 32.0 18.0 32.0
120 18.0 34.0 20.0 34.0 18.0 32.0 20.0 32.0
121 20.0 34.0 22.0 34.0 20.0 32.0 22.0 32.0
122 22.0 34.0 24.0 34.0 22.0 32.0 24.0 32.0
123 24.0 34.0 26.0 34.0 24.0 32.0 26.0 32.0
124 26.0 34.0 28.0 34.0 26.0 32.0 28.0 32.0
125 28.0 34.0 30.0 34.0 28.0 32.0 30.0 32.0
126 30.0 34.0 32.0 34.0 30.0 32.0 32.0 32.0
127 32.0 34.0 34.0 34.0 32.0 32.0 34.0 32.0
128 34.0 34.0 36.0 34.0 34.0 32.0 36.0 32.0
129 36.0 34.0 38.0 34.0 36.0 32.0 38.0 32.0
130 38.0 34.0 40.0 34.0 38.0 32.0 40.0 32.0
131 40.0 34.0 42.0 34.0 40.0 32.0 42.0 32.0
132 42.0 34.0 44.0 34.0 42.0 32.0 44.0 32.0
133 0.0 32.0 2.0 32.0 0.0 30.0 2.0 30.0
134 2.0 32.0 4.0 32.0 2.0 30.0 4.0 30.0
135 4.0 32.0 6.0 32.0 4.0 30.0 6.0 30.0
136 6.0 32.0 8.0 32.0 6.0 30.0 8.0 30.0
137 8.0 32.0 10.0 32.0 8.0 30.0 10.0 30.0
138 10.0 32.0 12.0 32.0 10.0 30.0 12.0 30.0
139 12.0 32.0 14.0 32.0 12.0 30.0 14.0 30.0
140 14.0 32.0 16.0 32.0 14.0 30.0 16.0 30.0
141 16.0 32.0 18.0 32.0 16.0 30.0 18.0 30.0
142 18.0 32.0 20.0 32.0 18.0 30.0 20.0 30.0
143 20.0 32.0 22.0 32.0 20.0 30.0 22.0 30.0
144 22.0 32.0 24.0 32.0 22.0 30.0 24.0 30.0
145 24.0 32.0 26.0 32.0 24.0 30.0 26.0 30.0
146 26.0 32.0 28.0 32.0 26.0 30.0 28.0 30.0
147 28.0 32.0 30.0 32.0 28.0 30.0 30.0 30.0
148 30.0 32.0 32.0 32.0 30.0 30.0 32.0 30.0
149 32.0 32.0 34.0 32.0 32.0 30.0 34.0 30.0
150 34.0 32.0 36.0 32.0 34.0 30.0 36.0 30.0
151 36.0 32.0 38.0 32.0 36.0 30.0 38.0 30.0
152 38.0 32.0 40.0 32.0 38.0 30.0 40.0 30.0
153 40.0 32.0 42.0 32.0 40.0 30.0 42.0 30.0
154 42.0 32.0 44.0 32.0 42.0 30.0 44.0 30.0
155 0.0 30.0 2.0 30.0 0.0 28.0 2.0 28.0
156 2.0 30.0 4.0 30.0 2.0 28.0 4.0 28.0
157 4.0 30.0 6.0 30.0 4.0 28.0 6.0 28.0
158 6.0 30.0 8.0 30.0 6.0 28.0 8.0 28.0
159 8.0 30.0 10.0 30.0 8.0 28.0 10.0 28.0
160 10.0 30.0 12.0 30.0 10.0 28.0 12.0 28.0
161 12.0 30.0 14.0 30.0 12.0 28.0 14.0 28.0
162 14.0 30.0 16.0 30.0 14.0 28.0 16.0 28.0
163 16.0 30.0 18.0 30.0 16.0 28.0 18.0 28.0
164 18.0 30.0 20.0 30.0 18.0 28.0 20.0 28.0
165 20.0 30.0 22.0 30.0 20.0 28.0 22.0 28.0
166 22.0 30.0 24.0 30.0 22.0 28.0 24.0 28.0
167 24.0 30.0 26.0 30.0 24.0 28.0 26.0 28.0
168 26.0 30.0 28.0 30.0 26.0 28.0 28.0 28.0
169 28.0 30.0 30.0 30.0 28.0 28.0 30.0 28.0
170 30.0 30.0 32.0 30.0 30.0 28.0 32.0 28.0
171 32.0 30.0 34.0 30.0 32.0 28.0 34.0 28.0
172 34.0 30.0 36.0 30.0 34.0 28.0 36.0 28.0
173 36.0 30.0 38.0 30.0 36.0 28.0 38.0 28.0
174 38.0 30.0 40.0 30.0 38.0 28.0 40.0 28.0
175 40.0 30.0 42.0 30.0 40.0 28.0 42.0 28.0
176 42.0 30.0 44.0 30.0 42.0 28.0 44.0 28.0
177 0.0 28.0 2.0 28.0 0.0 26.0 2.0 26.0
178 2.0 28.0 4.0 28.0 2.0 26.0 4.0 26.0
179 4.0 28.0 6.0 28.0 4.0 26.0 6.0 26.0
180 6.0 28.0 8.0 28.0 6.0 26.0 8.0 26.0
181 8.0 28.0 10.0 28.0 8.0 26.0 10.0 26.0
182 10.0 28.0 12.0 28.0 10.0 26.0 12.0 26.0
183 12.0 28.0 14.0 28.0 12.0 26.0 14.0 26.0
184 14.0 28.0 16.0 28.0 14.0 26.0 16.0 26.0
185 16.0 28.0 18.0 28.0 16.0 26.0 18.0 26.0
186 18.0 28.0 20.0 28.0 18.0 26.0 20.0 26.0
187 20.0 28.0 22.0 28.0 20.0 26.0 22.0 26.0
188 22.0 28.0 24.0 28.0 22.0 26.0 24.0 26.0
189 24.0 28.0 26.0 28.0 24.0 26.0 26.0 26.0
190 26.0 28.0 28.0 28.0 26.0 26.0 28.0 26.0
191 28.0 28.0 30.0 28.0 28.0 26.0 30.0 26.0
192 30.0 28.0 32.0 28.0 30.0 26.0 32.0 26.0
193 32.0 28.0 34.0 28.0 32.0 26.0 34.0 26.0
194 34.0 28.0 36.0 28.0 34.0 26.0 36.0 26.0
195 36.0 28.0 38.0 28.0 36.0 26.0 38.0 26.0
196 38.0 28.0 40.0 28.0 38.0 26.0 40.0 26.0
197 40.0 28.0 42.0 28.0 40.0 26.0 42.0 26.0
198 42.0 28.0 44.0 28.0 42.0 26.0 44.0 26.0
199 0.0 26.0 2.0 26.0 0.0 24.0 2.0 24.0
200 2.0 26.0 4.0 26.0 2.0 24.0 4.0 24.0
201 4.0 26.0 6.0 26.0 4.0 24.0 6.0 24.0
202 6.0 26.0 8.0 26.0 6.0 24.0 8.0 24.0
203 8.0 26.0 10.0 26.0 8.0 24.0 10.0 24.0
204 10.0 26.0 12.0 26.0 10.0 24.0 12.0 24.0
205 12.0 26.0 14.0 26.0 12.0 24.0 14.0 24.0
206 14.0 26.0 16.0 26.0 14.0 24.0 16.0 24.0
207 16.0 26.0 18.0 26.0 16.0 24.0 18.0 24.0
208 18.0 26.0 20.0 26.0 18.0 24.0 20.0 24.0
209 20.0 26.0 22.0 26.0 20.0 24.0 22.0 24.0
210 22.0 26.0 24.0 26.0 22.0 24.0 24.0 24.0
211 24.0 26.0 26.0 26.0 24.0 24.0 26.0 24.0
212 26.0 26.0 28.0 26.0 26.0 24.0 28.0 24.0
213 28.0 26.0 30.0 26.0 28.0 24.0 30.0 24.0
214 30.0 26.0 32.0 26.0 30.0 24.0 32.0 24.0
215 32.0 26.0 34.0 26.0 32.0 24.0 34.0 24.0
216 34.0 26.0 36.0 26.0 34.0 24.0 36.0 24.0
217 36.0 26.0 38.0 26.0 36.0 24.0 38.0 24.0
218 38.0 26.0 40.0 26.0 38.0 24.0 40.0 24.0
219 40.0 26.0 42.0 26.0 40.0 24.0 42.0 24.0
220 42.0 26.0 44.0 26.0 42.0 24.0 44.0 24.0
221 0.0 24.0 2.0 24.0 0.0 22.0 2.0 22.0
222 2.0 24.0 4.0 24.0 2.0 22.0 4.0 22.0
223 4.0 24.0 6.0 24.0 4.0 22.0 6.0 22.0
224 6.0 24.0 8.0 24.0 6.0 22.0 8.0 22.0
225 8.0 24.0 10.0 24.0 8.0 22.0 10.0 22.0
226 10.0 24.0 12.0 24.0 10.0 22.0 12.0 22.0
227 12.0 24.0 14.0 24.0 12.0 22.0 14.0 22.0
228 14.0 24.0 16.0 24.0 14.0 22.0 16.0 22.0
229 16.0 24.0 18.0 24.0 16.0 22.0 18.0 22.0
230 18.0 24.0 20.0 24.0 18.0 22.0 20.0 22.0
231 20.0 24.0 22.0 24.0 20.0 22.0 22.0 22.0
232 22.0 24.0 24.0 24.0 22.0 22.0 24.0 22.0
233 24.0 24.0 26.0 24.0 24.0 22.0 26.0 22.0
234 26.0 24.0 28.0 24.0 26.0 22.0 28.0 22.0
235 28.0 24.0 30.0 24.0 28.0 22.0 30.0 22.0
236 30.0 24.0 32.0 24.0 30.0 22.0 32.0 22.0
237 32.0 24.0 34.0 24.0 32.0 22.0 34.0 22.0
238 34.0 24.0 36.0 24.0 34.0 22.0 36.0 22.0
239 36.0 24.0 38.0 24.0 36.0 22.0 38.0 22.0
240 38.0 24.0 40.0 24.0 38.0 22.0 40.0 22.0
241 40.0 24.0 42.0 24.0 40.0 22.0 42.0 22.0
242 42.0 24.0 44.0 24.0 42.0 22.0 44.0 22.0
243 0.0 22.0 2.0 22.0 0.0 20.0 2.0 20.0
244 2.0 22.0 4.0 22.0 2.0 20.0 4.0 20.0
245 4.0 22.0 6.0 22.0 4.0 20.0 6.0 20.0
246 6.0 22.0 8.0 22.0 6.0 20.0 8.0 20.0
247 8.0 22.0 10.0 22.0 8.0 20.0 10.0 20.0
248 10.0 22.0 12.0 22.0 10.0 20.0 12.0 20.0
249 12.0 22.0 14.0 22.0 12.0 20.0 14.0 20.0
250 14.0 22.0 16.0 22.0 14.0 20.0 16.0 20.0
251 16.0 22.0 18.0 22.0 16.0 20.0 18.0 20.0
252 18.0 22.0 20.0 22.0 18.0 20.0 20.0 20.0
253 20.0 22.0 22.0 22.0 20.0 20.0 22.0 20.0
254 22.0 22.0 24.0 22.0 22.0 20.0 24.0 20.0
255 24.0 22.0 26.0 22.0 24.0 20.0 26.0 20.0
256 26.0 22.0 28.0 22.0 26.0 20.0 28.0 20.0
257 28.0 22.0 30.0 22.0 28.0 20.0 30.0 20.0
258 30.0 22.0 32.0 22.0 30.0 20.0 32.0 20.0
259 32.0 22.0 34.0 22.0 32.0 20.0 34.0 20.0
260 34.0 22.0 36.0 22.0 34.0 20.0 36.0 20.0
261 36.0 22.0 38.0 22.0 36.0 20.0 38.0 20.0
262 38.0 22.0 40.0 22.0 38.0 20.0 40.0 20.0
263 40.0 22.0 42.0 22.0 40.0 20.0 42.0 20.0
264 42.0 22.0 44.0 22.0 42.0 20.0 44.0 20.0
265 0.0 20.0 2.0 20.0 0.0 18.0 2.0 18.0
266 2.0 20.0 4.0 20.0 2.0 18.0 4.0 18.0
267 4.0 20.0 6.0 20.0 4.0 18.0 6.0 18.0
268 6.0 20.0 8.0 20.0 6.0 18.0 8.0 18.0
269 8.0 20.0 10.0 20.0 8.0 18.0 10.0 18.0
270 10.0 20.0 12.0 20.0 10.0 18.0 12.0 18.0
271 12.0 20.0 14.0 20.0 12.0 18.0 14.0 18.0
272 14.0 20.0 16.0 20.0 14.0 18.0 16.0 18.0
273 16.0 20.0 18.0 20.0 16.0 18.0 18.0 18.0
274 18.0 20.0 20.0 20.0 18.0 18.0 20.0 18.0
275 20.0 20.0 22.0 20.0 20.0 18.0 22.0 18.0
276 22.0 20.0 24.0 20.0 22.0 18.0 24.0 18.0
277 24.0 20.0 26.0 20.0 24.0 18.0 26.0 18.0
278 26.0 20.0 28.0 20.0 26.0 18.0 28.0 18.0
279 28.0 20.0 30.0 20.0 28.0 18.0 30.0 18.0
280 30.0 20.0 32.0 20.0 30.0 18.0 32.0 18.0
281 32.0 20.0 34.0 20.0 32.0 18.0 34.0 18.0
282 34.0 20.0 36.0 20.0 34.0 18.0 36.0 18.0
283 36.0 20.0 38.0 20.0 36.0 18.0 38.0 18.0
284 38.0 20.0 40.0 20.0 38.0 18.0 40.0 18.0
285 40.0 20.0 42.0 20.0 40.0 18.0 42.0 18.0
286 42.0 20.0 44.0 20.0 42.0 18.0 44.0 18.0
287 0.0 18.0 2.0 18.0 0.0 16.0 2.0 16.0
288 2.0 18.0 4.0 18.0 2.0 16.0 4.0 16.0
289 4.0 18.0 6.0 18.0 4.0 16.0 6.0 16.0
290 6.0 18.0 8.0 18.0 6.0 16.0 8.0 16.0
291 8.0 18.0 10.0 18.0 8.0 16.0 10.0 16.0
292 10.0 18.0 12.0 18.0 10.0 16.0 12.0 16.0
293 12.0 18.0 14.0 18.0 12.0 16.0 14.0 16.0
294 14.0 18.0 16.0 18.0 14.0 16.0 16.0 16.0
295 16.0 18.0 18.0 18.0 16.0 16.0 18.0 16.0
296 18.0 18.0 20.0 18.0 18.0 16.0 20.0 16.0
297 20.0 18.0 22.0 18.0 20.0 16.0 22.0 16.0
298 22.0 18.0 24.0 18.0 22.0 16.0 24.0 16.0
299 24.0 18.0 26.0 18.0 24.0 16.0 26.0 16.0
300 26.0 18.0 28.0 18.0 26.0 16.0 28.0 16.0
301 28.0 18.0 30.0 18.0 28.0 16.0 30.0 16.0
302 30.0 18.0 32.0 18.0 30.0 16.0 32.0 16.0
303 32.0 18.0 34.0 18.0 32.0 16.0 34.0 16.0
304 34.0 18.0 36.0 18.0 34.0 16.0 36.0 16.0
305 36.0 18.0 38.0 18.0 36.0 16.0 38.0 16.0
306 38.0 18.0 40.0 18.0 38.0 16.0 40.0 16.0
307 40.0 18.0 42.0 18.0 40.0 16.0 42.0 16.0
308 42.0 18.0 44.0 18.0 42.0 16.0 44.0 16.0
309 0.0 16.0 2.0 16.0 0.0 14.0 2.0 14.0
310 2.0 16.0 4.0 16.0 2.0 14.0 4.0 14.0
311 4.0 16.0 6.0 16.0 4.0 14.0 6.0 14.0
312 6.0 16.0 8.0 16.0 6.0 14.0 8.0 14.0
313 8.0 16.0 10.0 16.0 8.0 14.0 10.0 14.0
314 10.0 16.0 12.0 16.0 10.0 14.0 12.0 14.0
315 12.0 16.0 14.0 16.0 12.0 14.0 14.0 14.0
316 14.0 16.0 16.0 16.0 14.0 14.0 16.0 14.0
317 16.0 16.0 18.0 16.0 16.0 14.0 18.0 14.0
318 18.0 16.0 20.0 16.0 18.0 14.0 20.0 14.0
319 20.0 16.0 22.0 16.0 20.0 14.0 22.0 14.0
320 22.0 16.0 24.0 16.0 22.0 14.0 24.0 14.0
321 24.0 16.0 26.0 16.0 24.0 14.0 26.0 14.0
322 26.0 16.0 28.0 16.0 26.0 14.0 28.0 14.0
323 28.0 16.0 30.0 16.0 28.0 14.0 30.0 14.0
324 30.0 16.0 32.0 16.0 30.0 14.0 32.0 14.0
325 32.0 16.0 34.0 16.0 32.0 14.0 34.0 14.0
326 34.0 16.0 36.0 16.0 34.0 14.0 36.0 14.0
327 36.0 16.0 38.0 16.0 36.0 14.0 38.0 14.0
328 38.0 16.0 40.0 16.0 38.0 14.0 40.0 14.0
329 40.0 16.0 42.0 16.0 40.0 14.0 42.0 14.0
330 42.0 16.0 44.0 16.0 42.0 14.0 44.0 14.0
331 0.0 14.0 2.0 14.0 0.0 12.0 2.0 12.0
332 2.0 14.0 4.0 14.0 2.0 12.0 4.0 12.0
333 4.0 14.0 6.0 14.0 4.0 12.0 6.0 12.0
334 6.0 14.0 8.0 14.0 6.0 12.0 8.0 12.0
335 8.0 14.0 10.0 14.0 8.0 12.0 10.0 12.0
336 10.0 14.0 12.0 14.0 10.0 12.0 12.0 12.0
337 12.0 14.0 14.0 14.0 12.0 12.0 14.0 12.0
338 14.0 14.0 16.0 14.0 14.0 12.0 16.0 12.0
339 16.0 14.0 18.0 14.0 16.0 12.0 18.0 12.0
340 18.0 14.0 20.0 14.0 18.0 12.0 20.0 12.0
341 20.0 14.0 22.0 14.0 20.0 12.0 22.0 12.0
342 22.0 14.0 24.0 14.0 22.0 12.0 24.0 12.0
343 24.0 14.0 26.0 14.0 24.0 12.0 26.0 12.0
344 26.0 14.0 28.0 14.0 26.0 12.0 28.0 12.0
345 28.0 14.0 30.0 14.0 28.0 12.0 30.0 12.0
346 30.0 14.0 32.0 14.0 30.0 12.0 32.0 12.0
347 32.0 14.0 34.0 14.0 32.0 12.0 34.0 12.0
348 34.0 14.0 36.0 14.0 34.0 12.0 36.0 12.0
349 36.0 14.0 38.0 14.0 36.0 12.0 38.0 12.0
350 38.0 14.0 40.0 14.0 38.0 12.0 40.0 12.0
351 40.0 14.0 42.0 14.0 40.0 12.0 42.0 12.0
352 42.0 14.0 44.0 14.0 42.0 12.0 44.0 12.0
353 0.0 12.0 2.0 12.0 0.0 10.0 2.0 10.0
354 2.0 12.0 4.0 12.0 2.0 10.0 4.0 10.0
355 4.0 12.0 6.0 12.0 4.0 10.0 6.0 10.0
356 6.0 12.0 8.0 12.0 6.0 10.0 8.0 10.0
357 8.0 12.0 10.0 12.0 8.0 10.0 10.0 10.0
358 10.0 12.0 12.0 12.0 10.0 10.0 12.0 10.0
359 12.0 12.0 14.0 12.0 12.0 10.0 14.0 10.0
360 14.0 12.0 16.0 12.0 14.0 10.0 16.0 10.0
361 16.0 12.0 18.0 12.0 16.0 10.0 18.0 10.0
362 18.0 12.0 20.0 12.0 18.0 10.0 20.0 10.0
363 20.0 12.0 22.0 12.0 20.0 10.0 22.0 10.0
364 22.0 12.0 24.0 12.0 22.0 10.0 24.0 10.0
365 24.0 12.0 26.0 12.0 24.0 10.0 26.0 10.0
366 26.0 12.0 28.0 12.0 26.0 10.0 28.0 10.0
367 28.0 12.0 30.0 12.0 28.0 10.0 30.0 10.0
368 30.0 12.0 32.0 12.0 30.0 10.0 32.0 10.0
369 32.0 12.0 34.0 12.0 32.0 10.0 34.0 10.0
370 34.0 12.0 36.0 12.0 34.0 10.0 36.0 10.0
371 36.0 12.0 38.0 12.0 36.0 10.0 38.0 10.0
372 38.0 12.0 40.0 12.0 38.0 10.0 40.0 10.0
373 40.0 12.0 42.0 12.0 40.0 10.0 42.0 10.0
374 42.0 12.0 44.0 12.0 42.0 10.0 44.0 10.0
375 0.0 10.0 2.0 10.0 0.0 8.0 2.0 8.0
376 2.0 10.0 4.0 10.0 2.0 8.0 4.0 8.0
377 4.0 10.0 6.0 10.0 4.0 8.0 6.0 8.0
378 6.0 10.0 8.0 10.0 6.0 8.0 8.0 8.0
379 8.0 10.0 10.0 10.0 8.0 8.0 10.0 8.0
380 10.0 10.0 12.0 10.0 10.0 8.0 12.0 8.0
381 12.0 10.0 14.0 10.0 12.0 8.0 14.0 8.0
382 14.0 10.0 16.0 10.0 14.0 8.0 16.0 8.0
383 16.0 10.0 18.0 10.0 16.0 8.0 18.0 8.0
384 18.0 10.0 20.0 10.0 18.0 8.0 20.0 8.0
385 20.0 10.0 22.0 10.0 20.0 8.0 22.0 8.0
386 22.0 10.0 24.0 10.0 22.0 8.0 24.0 8.0
387 24.0 10.0 26.0 10.0 24.0 8.0 26.0 8.0
388 26.0 10.0 28.0 10.0 26.0 8.0 28.0 8.0
389 28.0 10.0 30.0 10.0 28.0 8.0 30.0 8.0
390 30.0 10.0 32.0 10.0 30.0 8.0 32.0 8.0
391 32.0 10.0 34.0 10.0 32.0 8.0 34.0 8.0
392 34.0 10.0 36.0 10.0 34.0 8.0 36.0 8.0
393 36.0 10.0 38.0 10.0 36.0 8.0 38.0 8.0
394 38.0 10.0 40.0 10.0 38.0 8.0 40.0 8.0
395 40.0 10.0 42.0 10.0 40.0 8.0 42.0 8.0
396 42.0 10.0 44.0 10.0 42.0 8.0 44.0 8.0
397 0.0 8.0 2.0 8.0 0.0 6.0 2.0 6.0
398 2.0 8.0 4.0 8.0 2.0 6.0 4.0 6.0
399 4.0 8.0 6.0 8.0 4.0 6.0 6.0 6.0
400 6.0 8.0 8.0 8.0 6.0 6.0 8.0 6.0
401 8.0 8.0 10.0 8.0 8.0 6.0 10.0 6.0
402 10.0 8.0 12.0 8.0 10.0 6.0 12.0 6.0
403 12.0 8.0 14.0 8.0 12.0 6.0 14.0 6.0
404 14.0 8.0 16.0 8.0 14.0 6.0 16.0 6.0
405 16.0 8.0 18.0 8.0 16.0 6.0 18.0 6.0
406 18.0 8.0 20.0 8.0 18.0 6.0 20.0 6.0
407 20.0 8.0 22.0 8.0 20.0 6.0 22.0 6.0
408 22.0 8.0 24.0 8.0 22.0 6.0 24.0 6.0
409 24.0 8.0 26.0 8.0 24.0 6.0 26.0 6.0
410 26.0 8.0 28.0 8.0 26.0 6.0 28.0 6.0
