customer p1x p1y p2x p2y p3x p3y p4x p4y
152 19.0 41.0 20.0 41.0 19.0 40.0 20.0 40.0
153 20.0 41.0 21.0 41.0 20.0 40.0 21.0 40.0
154 21.0 41.0 22.0 41.0 21.0 40.0 22.0 40.0
155 22.0 41.0 23.0 41.0 22.0 40.0 23.0 40.0
156 23.0 41.0 24.0 41.0 23.0 40.0 24.0 40.0
157 24.0 41.0 25.0 41.0 24.0 40.0 25.0 40.0
158 25.0 41.0 26.0 41.0 25.0 40.0 26.0 40.0
159 26.0 41.0 27.0 41.0 26.0 40.0 27.0 40.0
160 27.0 41.0 28.0 41.0 27.0 40.0 28.0 40.0
161 28.0 41.0 29.0 41.0 28.0 40.0 29.0 40.0
162 29.0 41.0 30.0 41.0 29.0 40.0 30.0 40.0
163 30.0 41.0 31.0 41.0 30.0 40.0 31.0 40.0
164 31.0 41.0 32.0 41.0 31.0 40.0 32.0 40.0
165 32.0 41.0 33.0 41.0 32.0 40.0 33.0 40.0
166 33.0 41.0 34.0 41.0 33.0 40.0 34.0 40.0
167 34.0 41.0 35.0 41.0 34.0 40.0 35.0 40.0
168 35.0 41.0 36.0 41.0 35.0 40.0 36.0 40.0
169 36.0 41.0 37.0 41.0 36.0 40.0 37.0 40.0
170 37.0 41.0 38.0 41.0 37.0 40.0 38.0 40.0
171 38.0 41.0 39.0 41.0 38.0 40.0 39.0 40.0
172 39.0 41.0 40.0 41.0 39.0 40.0 40.0 40.0
173 40.0 41.0 41.0 41.0 40.0 40.0 41.0 40.0
174 41.0 41.0 42.0 41.0 41.0 40.0 42.0 40.0
175 42.0 41.0 43.0 41.0 42.0 40.0 43.0 40.0
176 43.0 41.0 44.0 41.0 43.0 40.0 44.0 40.0
177 0.0 40.0 1.0 40.0 0.0 39.0 1.0 39.0
178 1.0 40.0 2.0 40.0 1.0 39.0 2.0 39.0
179 2.0 40.0 3.0 40.0 2.0 39.0 3.0 39.0
180 3.0 40.0 4.0 40.0 3.0 39.0 4.0 39.0
181 4.0 40.0 5.0 40.0 4.0 39.0 5.0 39.0
182 5.0 40.0 6.0 40.0 5.0 39.0 6.0 39.0
183 6.0 40.0 7.0 40.0 6.0 39.0 7.0 39.0
184 7.0 40.0 8.0 40.0 7.0 39.0 8.0 39.0
185 8.0 40.0 9.0 40.0 8.0 39.0 9.0 39.0
186 9.0 40.0 10.0 40.0 9.0 39.0 10.0 39.0
187 10.0 40.0 11.0 40.0 10.0 39.0 11.0 39.0
188 11.0 40.0 12.0 40.0 11.0 39.0 12.0 39.0
189 12.0 40.0 13.0 40.0 12.0 39.0 13.0 39.0
190 13.0 40.0 14.0 40.0 13.0 39.0 14.0 39.0
191 14.0 40.0 15.0 40.0 14.0 39.0 15.0 39.0
192 15.0 40.0 16.0 40.0 15.0 39.0 16.0 39.0
193 16.0 40.0 17.0 40.0 16.0 39.0 17.0 39.0
194 17.0 40.0 18.0 40.0 17.0 39.0 18.0 39.0
195 18.0 40.0 19.0 40.0 18.0 39.0 19.0 39.0
196 19.0 40.0 20.0 40.0 19.0 39.0 20.0 39.0
197 20.0 40.0 21.0 40.0 20.0 39.0 21.0 39.0
198 21.0 40.0 22.0 40.0 21.0 39.0 22.0 39.0
199 22.0 40.0 23.0 40.0 22.0 39.0 23.0 39.0
200 23.0 40.0 24.0 40.0 23.0 39.0 24.0 39.0
201 24.0 40.0 25.0 40.0 24.0 39.0 25.0 39.0
202 25.0 40.0 26.0 40.0 25.0 39.0 26.0 39.0
203 26.0 40.0 27.0 40.0 26.0 39.0 27.0 39.0
204 27.0 40.0 28.0 40.0 27.0 39.0 28.0 39.0
205 28.0 40.0 29.0 40.0 28.0 39.0 29.0 39.0
206 29.0 40.0 30.0 40.0 29.0 39.0 30.0 39.0
207 30.0 40.0 31.0 40.0 30.0 39.0 31.0 39.0
208 31.0 40.0 32.0 40.0 31.0 39.0 32.0 39.0
209 32.0 40.0 33.0 40.0 32.0 39.0 33.0 39.0
210 33.0 40.0 34.0 40.0 33.0 39.0 34.0 39.0
211 34.0 40.0 35.0 40.0 34.0 39.0 35.0 39.0
212 35.0 40.0 36.0 40.0 35.0 39.0 36.0 39.0
213 36.0 40.0 37.0 40.0 36.0 39.0 37.0 39.0
214 37.0 40.0 38.0 40.0 37.0 39.0 38.0 39.0
215 38.0 40.0 39.0 40.0 38.0 39.0 39.0 39.0
216 39.0 40.0 40.0 40.0 39.0 39.0 40.0 39.0
217 40.0 40.0 41.0 40.0 40.0 39.0 41.0 39.0
218 41.0 40.0 42.0 40.0 41.0 39.0 42.0 39.0
219 42.0 40.0 43.0 40.0 42.0 39.0 43.0 39.0
220 43.0 40.0 44.0 40.0 43.0 39.0 44.0 39.0
221 0.0 39.0 1.0 39.0 0.0 38.0 1.0 38.0
222 1.0 39.0 2.0 39.0 1.0 38.0 2.0 38.0
223 2.0 39.0 3.0 39.0 2.0 38.0 3.0 38.0
224 3.0 39.0 4.0 39.0 3.0 38.0 4.0 38.0
225 4.0 39.0 5.0 39.0 4.0 38.0 5.0 38.0
226 5.0 39.0 6.0 39.0 5.0 38.0 6.0 38.0
227 6.0 39.0 7.0 39.0 6.0 38.0 7.0 38.0
228 7.0 39.0 8.0 39.0 7.0 38.0 8.0 38.0
229 8.0 39.0 9.0 39.0 8.0 38.0 9.0 38.0
230 9.0 39.0 10.0 39.0 9.0 38.0 10.0 38.0
231 10.0 39.0 11.0 39.0 10.0 38.0 11.0 38.0
232 11.0 39.0 12.0 39.0 11.0 38.0 12.0 38.0
233 12.0 39.0 13.0 39.0 12.0 38.0 13.0 38.0
234 13.0 39.0 14.0 39.0 13.0 38.0 14.0 38.0
235 14.0 39.0 15.0 39.0 14.0 38.0 15.0 38.0
236 15.0 39.0 16.0 39.0 15.0 38.0 16.0 38.0
237 16.0 39.0 17.0 39.0 16.0 38.0 17.0 38.0
238 17.0 39.0 18.0 39.0 17.0 38.0 18.0 38.0
239 18.0 39.0 19.0 39.0 18.0 38.0 19.0 38.0
240 19.0 39.0 20.0 39.0 19.0 38.0 20.0 38.0
241 20.0 39.0 21.0 39.0 20.0 38.0 21.0 38.0
242 21.0 39.0 22.0 39.0 21.0 38.0 22.0 38.0
243 22.0 39.0 23.0 39.0 22.0 38.0 23.0 38.0
244 23.0 39.0 24.0 39.0 23.0 38.0 24.0 38.0
245 24.0 39.0 25.0 39.0 24.0 38.0 25.0 38.0
246 25.0 39.0 26.0 39.0 25.0 38.0 26.0 38.0
247 26.0 39.0 27.0 39.0 26.0 38.0 27.0 38.0
248 27.0 39.0 28.0 39.0 27.0 38.0 28.0 38.0
249 28.0 39.0 29.0 39.0 28.0 38.0 29.0 38.0
250 29.0 39.0 30.0 39.0 29.0 38.0 30.0 38.0
251 30.0 39.0 31.0 39.0 30.0 38.0 31.0 38.0
252 31.0 39.0 32.0 39.0 31.0 38.0 32.0 38.0
253 32.0 39.0 33.0 39.0 32.0 38.0 33.0 38.0
254 33.0 39.0 34.0 39.0 33.0 38.0 34.0 38.0
255 34.0 39.0 35.0 39.0 34.0 38.0 35.0 38.0
256 35.0 39.0 36.0 39.0 35.0 38.0 36.0 38.0
257 36.0 39.0 37.0 39.0 36.0 38.0 37.0 38.0
258 37.0 39.0 38.0 39.0 37.0 38.0 38.0 38.0
259 38.0 39.0 39.0 39.0 38.0 38.0 39.0 38.0
260 39.0 39.0 40.0 39.0 39.0 38.0 40.0 38.0
261 40.0 39.0 41.0 39.0 40.0 38.0 41.0 38.0
262 41.0 39.0 42.0 39.0 41.0 38.0 42.0 38.0
263 42.0 39.0 43.0 39.0 42.0 38.0 43.0 38.0
264 43.0 39.0 44.0 39.0 43.0 38.0 44.0 38.0
265 0.0 38.0 1.0 38.0 0.0 37.0 1.0 37.0
266 1.0 38.0 2.0 38.0 1.0 37.0 2.0 37.0
267 2.0 38.0 3.0 38.0 2.0 37.0 3.0 37.0
268 3.0 38.0 4.0 38.0 3.0 37.0 4.0 37.0
269 4.0 38.0 5.0 38.0 4.0 37.0 5.0 37.0
270 5.0 38.0 6.0 38.0 5.0 37.0 6.0 37.0
271 6.0 38.0 7.0 38.0 6.0 37.0 7.0 37.0
272 7.0 38.0 8.0 38.0 7.0 37.0 8.0 37.0
273 8.0 38.0 9.0 38.0 8.0 37.0 9.0 37.0
274 9.0 38.0 10.0 38.0 9.0 37.0 10.0 37.0
275 10.0 38.0 11.0 38.0 10.0 37.0 11.0 37.0
276 11.0 38.0 12.0 38.0 11.0 37.0 12.0 37.0
277 12.0 38.0 13.0 38.0 12.0 37.0 13.0 37.0
278 13.0 38.0 14.0 38.0 13.0 37.0 14.0 37.0
279 14.0 38.0 15.0 38.0 14.0 37.0 15.0 37.0
280 15.0 38.0 16.0 38.0 15.0 37.0 16.0 37.0
281 16.0 38.0 17.0 38.0 16.0 37.0 17.0 37.0
282 17.0 38.0 18.0 38.0 17.0 37.0 18.0 37.0
283 18.0 38.0 19.0 38.0 18.0 37.0 19.0 37.0
284 19.0 38.0 20.0 38.0 19.0 37.0 20.0 37.0
285 20.0 38.0 21.0 38.0 20.0 37.0 21.0 37.0
286 21.0 38.0 22.0 38.0 21.0 37.0 22.0 37.0
287 22.0 38.0 23.0 38.0 22.0 37.0 23.0 37.0
288 23.0 38.0 24.0 38.0 23.0 37.0 24.0 37.0
289 24.0 38.0 25.0 38.0 24.0 37.0 25.0 37.0
290 25.0 38.0 26.0 38.0 25.0 37.0 26.0 37.0
291 26.0 38.0 27.0 38.0 26.0 37.0 27.0 37.0
292 27.0 38.0 28.0 38.0 27.0 37.0 28.0 37.0
293 28.0 38.0 29.0 38.0 28.0 37.0 29.0 37.0
294 29.0 38.0 30.0 38.0 29.0 37.0 30.0 37.0
295 30.0 38.0 31.0 38.0 30.0 37.0 31.0 37.0
296 31.0 38.0 32.0 38.0 31.0 37.0 32.0 37.0
297 32.0 38.0 33.0 38.0 32.0 37.0 33.0 37.0
298 33.0 38.0 34.0 38.0 33.0 37.0 34.0 37.0
299 34.0 38.0 35.0 38.0 34.0 37.0 35.0 37.0
300 35.0 38.0 36.0 38.0 35.0 37.0 36.0 37.0
301 36.0 38.0 37.0 38.0 36.0 37.0 37.0 37.0
302 37.0 38.0 38.0 38.0 37.0 37.0 38.0 37.0
303 38.0 38.0 39.0 38.0 38.0 37.0 39.0 37.0
304 39.0 38.0 40.0 38.0 39.0 37.0 40.0 37.0
305 40.0 38.0 41.0 38.0 40.0 37.0 41.0 37.0
306 41.0 38.0 42.0 38.0 41.0 37.0 42.0 37.0
307 42.0 38.0 43.0 38.0 42.0 37.0 43.0 37.0
308 43.0 38.0 44.0 38.0 43.0 37.0 44.0 37.0
309 0.0 37.0 1.0 37.0 0.0 36.0 1.0 36.0
310 1.0 37.0 2.0 37.0 1.0 36.0 2.0 36.0
311 2.0 37.0 3.0 37.0 2.0 36.0 3.0 36.0
312 3.0 37.0 4.0 37.0 3.0 36.0 4.0 36.0
313 4.0 37.0 5.0 37.0 4.0 36.0 5.0 36.0
314 5.0 37.0 6.0 37.0 5.0 36.0 6.0 36.0
315 6.0 37.0 7.0 37.0 6.0 36.0 7.0 36.0
316 7.0 37.0 8.0 37.0 7.0 36.0 8.0 36.0
317 8.0 37.0 9.0 37.0 8.0 36.0 9.0 36.0
318 9.0 37.0 10.0 37.0 9.0 36.0 10.0 36.0
319 10.0 37.0 11.0 37.0 10.0 36.0 11.0 36.0
320 11.0 37.0 12.0 37.0 11.0 36.0 12.0 36.0
321 12.0 37.0 13.0 37.0 12.0 36.0 13.0 36.0
322 13.0 37.0 14.0 37.0 13.0 36.0 14.0 36.0
323 14.0 37.0 15.0 37.0 14.0 36.0 15.0 36.0
324 15.0 37.0 16.0 37.0 15.0 36.0 16.0 36.0
325 16.0 37.0 17.0 37.0 16.0 36.0 17.0 36.0
326 17.0 37.0 18.0 37.0 17.0 36.0 18.0 36.0
327 18.0 37.0 19.0 37.0 18.0 36.0 19.0 36.0
328 19.0 37.0 20.0 37.0 19.0 36.0 20.0 36.0
329 20.0 37.0 21.0 37.0 20.0 36.0 21.0 36.0
330 21.0 37.0 22.0 37.0 21.0 36.0 22.0 36.0
331 22.0 37.0 23.0 37.0 22.0 36.0 23.0 36.0
332 23.0 37.0 24.0 37.0 23.0 36.0 24.0 36.0
333 24.0 37.0 25.0 37.0 24.0 36.0 25.0 36.0
334 25.0 37.0 26.0 37.0 25.0 36.0 26.0 36.0
335 26.0 37.0 27.0 37.0 26.0 36.0 27.0 36.0
336 27.0 37.0 28.0 37.0 27.0 36.0 28.0 36.0
337 28.0 37.0 29.0 37.0 28.0 36.0 29.0 36.0
338 29.0 37.0 30.0 37.0 29.0 36.0 30.0 36.0
339 30.0 37.0 31.0 37.0 30.0 36.0 31.0 36.0
340 31.0 37.0 32.0 37.0 31.0 36.0 32.0 36.0
341 32.0 37.0 33.0 37.0 32.0 36.0 33.0 36.0
342 33.0 37.0 34.0 37.0 33.0 36.0 34.0 36.0
343 34.0 37.0 35.0 37.0 34.0 36.0 35.0 36.0
344 35.0 37.0 36.0 37.0 35.0 36.0 36.0 36.0
345 36.0 37.0 37.0 37.0 36.0 36.0 37.0 36.0
346 37.0 37.0 38.0 37.0 37.0 36.0 38.0 36.0
347 38.0 37.0 39.0 37.0 38.0 36.0 39.0 36.0
348 39.0 37.0 40.0 37.0 39.0 36.0 40.0 36.0
349 40.0 37.0 41.0 37.0 40.0 36.0 41.0 36.0
350 41.0 37.0 42.0 37.0 41.0 36.0 42.0 36.0
351 42.0 37.0 43.0 37.0 42.0 36.0 43.0 36.0
352 43.0 37.0 44.0 37.0 43.0 36.0 44.0 36.0
353 0.0 36.0 1.0 36.0 0.0 35.0 1.0 35.0
354 1.0 36.0 2.0 36.0 1.0 35.0 2.0 35.0
355 2.0 36.0 3.0 36.0 2.0 35.0 3.0 35.0
356 3.0 36.0 4.0 36.0 3.0 35.0 4.0 35.0
357 4.0 36.0 5.0 36.0 4.0 35.0 5.0 35.0
358 5.0 36.0 6.0 36.0 5.0 35.0 6.0 35.0
359 6.0 36.0 7.0 36.0 6.0 35.0 7.0 35.0
360 7.0 36.0 8.0 36.0 7.0 35.0 8.0 35.0
361 8.0 36.0 9.0 36.0 8.0 35.0 9.0 35.0
362 9.0 36.0 10.0 36.0 9.0 35.0 10.0 35.0
363 10.0 36.0 11.0 36.0 10.0 35.0 11.0 35.0
364 11.0 36.0 12.0 36.0 11.0 35.0 12.0 35.0
365 12.0 36.0 13.0 36.0 12.0 35.0 13.0 35.0
366 13.0 36.0 14.0 36.0 13.0 35.0 14.0 35.0
367 14.0 36.0 15.0 36.0 14.0 35.0 15.0 35.0
368 15.0 36.0 16.0 36.0 15.0 35.0 16.0 35.0
369 16.0 36.0 17.0 36.0 16.0 35.0 17.0 35.0
370 17.0 36.0 18.0 36.0 17.0 35.0 18.0 35.0
371 18.0 36.0 19.0 36.0 18.0 35.0 19.0 35.0
372 19.0 36.0 20.0 36.0 19.0 35.0 20.0 35.0
373 20.0 36.0 21.0 36.0 20.0 35.0 21.0 35.0
374 21.0 36.0 22.0 36.0 21.0 35.0 22.0 35.0
375 22.0 36.0 23.0 36.0 22.0 35.0 23.0 35.0
376 23.0 36.0 24.0 36.0 23.0 35.0 24.0 35.0
377 24.0 36.0 25.0 36.0 24.0 35.0 25.0 35.0
378 25.0 36.0 26.0 36.0 25.0 35.0 26.0 35.0
379 26.0 36.0 27.0 36.0 26.0 35.0 27.0 35.0
380 27.0 36.0 28.0 36.0 27.0 35.0 28.0 35.0
381 28.0 36.0 29.0 36.0 28.0 35.0 29.0 35.0
382 29.0 36.0 30.0 36.0 29.0 35.0 30.0 35.0
383 30.0 36.0 31.0 36.0 30.0 35.0 31.0 35.0
384 31.0 36.0 32.0 36.0 31.0 35.0 32.0 35.0
385 32.0 36.0 33.0 36.0 32.0 35.0 33.0 35.0
386 33.0 36.0 34.0 36.0 33.0 35.0 34.0 35.0
387 34.0 36.0 35.0 36.0 34.0 35.0 35.0 35.0
388 35.0 36.0 36.0 36.0 35.0 35.0 36.0 35.0
389 36.0 36.0 37.0 36.0 36.0 35.0 37.0 35.0
390 37.0 36.0 38.0 36.0 37.0 35.0 38.0 35.0
391 38.0 36.0 39.0 36.0 38.0 35.0 39.0 35.0
392 39.0 36.0 40.0 36.0 39.0 35.0 40.0 35.0
393 40.0 36.0 41.0 36.0 40.0 35.0 41.0 35.0
394 41.0 36.0 42.0 36.0 41.0 35.0 42.0 35.0
395 42.0 36.0 43.0 36.0 42.0 35.0 43.0 35.0
396 43.0 36.0 44.0 36.0 43.0 35.0 44.0 35.0
397 0.0 35.0 1.0 35.0 0.0 34.0 1.0 34.0
398 1.0 35.0 2.0 35.0 1.0 34.0 2.0 34.0
399 2.0 35.0 3.0 35.0 2.0 34.0 3.0 34.0
400 3.0 35.0 4.0 35.0 3.0 34.0 4.0 34.0
401 4.0 35.0 5.0 35.0 4.0 34.0 5.0 34.0
402 5.0 35.0 6.0 35.0 5.0 34.0 6.0 34.0
403 6.0 35.0 7.0 35.0 6.0 34.0 7.0 34.0
404 7.0 35.0 8.0 35.0 7.0 34.0 8.0 34.0
405 8.0 35.0 9.0 35.0 8.0 34.0 9.0 34.0
406 9.0 35.0 10.0 35.0 9.0 34.0 10.0 34.0
407 10.0 35.0 11.0 35.0 10.0 34.0 11.0 34.0
408 11.0 35.0 12.0 35.0 11.0 34.0 12.0 34.0
409 12.0 35.0 13.0 35.0 12.0 34.0 13.0 34.0
410 13.0 35.0 14.0 35.0 13.0 34.0 14.0 34.0
