subarea p1x p1y p2x p2y p3x p3y p4x p4y
52 2.0 10.0 4.0 10.0 2.0 8.0 4.0 8.0
53 4.0 10.0 6.0 10.0 4.0 8.0 6.0 8.0
54 6.0 10.0 8.0 10.0 6.0 8.0 8.0 8.0
55 8.0 10.0 10.0 10.0 8.0 8.0 10.0 8.0
56 10.0 10.0 12.0 10.0 10.0 8.0 12.0 8.0
57 12.0 10.0 14.0 10.0 12.0 8.0 14.0 8.0
58 14.0 10.0 16.0 10.0 14.0 8.0 16.0 8.0
59 16.0 10.0 18.0 10.0 16.0 8.0 18.0 8.0
60 18.0 10.0 20.0 10.0 18.0 8.0 20.0 8.0
61 0.0 8.0 2.0 8.0 0.0 6.0 2.0 6.0
62 2.0 8.0 4.0 8.0 2.0 6.0 4.0 6.0
63 4.0 8.0 6.0 8.0 4.0 6.0 6.0 6.0
64 6.0 8.0 8.0 8.0 6.0 6.0 8.0 6.0
65 8.0 8.0 10.0 8.0 8.0 6.0 10.0 6.0
66 10.0 8.0 12.0 8.0 10.0 6.0 12.0 6.0
67 12.0 8.0 14.0 8.0 12.0 6.0 14.0 6.0
68 14.0 8.0 16.0 8.0 14.0 6.0 16.0 6.0
69 16.0 8.0 18.0 8.0 16.0 6.0 18.0 6.0
70 18.0 8.0 20.0 8.0 18.0 6.0 20.0 6.0
71 0.0 6.0 2.0 6.0 0.0 4.0 2.0 4.0
72 2.0 6.0 4.0 6.0 2.0 4.0 4.0 4.0
73 4.0 6.0 6.0 6.0 4.0 4.0 6.0 4.0
74 6.0 6.0 8.0 6.0 6.0 4.0 8.0 4.0
75 8.0 6.0 10.0 6.0 8.0 4.0 10.0 4.0
76 10.0 6.0 12.0 6.0 10.0 4.0 12.0 4.0
77 12.0 6.0 14.0 6.0 12.0 4.0 14.0 4.0
78 14.0 6.0 16.0 6.0 14.0 4.0 16.0 4.0
79 16.0 6.0 18.0 6.0 16.0 4.0 18.0 4.0
80 18.0 6.0 20.0 6.0 18.0 4.0 20.0 4.0
81 0.0 4.0 2.0 4.0 0.0 2.0 2.0 2.0
82 2.0 4.0 4.0 4.0 2.0 2.0 4.0 2.0
83 4.0 4.0 6.0 4.0 4.0 2.0 6.0 2.0
84 6.0 4.0 8.0 4.0 6.0 2.0 8.0 2.0
85 8.0 4.0 10.0 4.0 8.0 2.0 10.0 2.0
86 10.0 4.0 12.0 4.0 10.0 2.0 12.0 2.0
87 12.0 4.0 14.0 4.0 12.0 2.0 14.0 2.0
88 14.0 4.0 16.0 4.0 14.0 2.0 16.0 2.0
89 16.0 4.0 18.0 4.0 16.0 2.0 18.0 2.0
90 18.0 4.0 20.0 4.0 18.0 2.0 20.0 2.0
91 0.0 2.0 2.0 2.0 0.0 0.0 2.0 0.0
92 2.0 2.0 4.0 2.0 2.0 0.0 4.0 0.0
93 4.0 2.0 6.0 2.0 4.0 0.0 6.0 0.0
94 6.0 2.0 8.0 2.0 6.0 0.0 8.0 0.0
95 8.0 2.0 10.0 2.0 8.0 0.0 10.0 0.0
96 10.0 2.0 12.0 2.0 10.0 0.0 12.0 0.0
97 12.0 2.0 14.0 2.0 12.0 0.0 14.0 0.0
98 14.0 2.0 16.0 2.0 14.0 0.0 16.0 0.0
99 16.0 2.0 18.0 2.0 16.0 0.0 18.0 0.0
100 18.0 2.0 20.0 2.0 18.0 0.0 20.0 0.0
