customer weight Xc Yc
200 2.203 19.5 10.5
201 1.0 0.5 9.5
202 2.013 1.5 9.5
203 1.784 2.5 9.5
204 2.383 3.5 9.5
205 4.278 4.5 9.5
206 5.539 5.5 9.5
207 6.0 6.5 9.5
208 5.711 7.5 9.5
209 3.679 8.5 9.5
210 4.236 9.5 9.5
211 4.083 10.5 9.5
212 3.687 11.5 9.5
213 3.382 12.5 9.5
214 3.572 13.5 9.5
215 2.457 14.5 9.5
216 4.234 15.5 9.5
217 4.454 16.5 9.5
218 3.994 17.5 9.5
219 2.331 18.5 9.5
220 1.326 19.5 9.5
221 1.224 0.5 8.5
222 1.366 1.5 8.5
223 2.3 2.5 8.5
224 2.605 3.5 8.5
225 4.038 4.5 8.5
226 5.65 5.5 8.5
227 5.351 6.5 8.5
228 5.527 7.5 8.5
229 3.255 8.5 8.5
230 2.323 9.5 8.5
231 3.792 10.5 8.5
232 3.757 11.5 8.5
233 2.79 12.5 8.5
234 2.574 13.5 8.5
235 2.117 14.5 8.5
236 3.35 15.5 8.5
237 2.972 16.5 8.5
238 2.548 17.5 8.5
239 2.743 18.5 8.5
240 2.268 19.5 8.5
241 1.0 0.5 7.5
242 1.972 1.5 7.5
243 2.382 2.5 7.5
244 3.024 3.5 7.5
245 3.812 4.5 7.5
246 3.648 5.5 7.5
247 5.574 6.5 7.5
248 5.11 7.5 7.5
249 5.378 8.5 7.5
250 3.292 9.5 7.5
251 3.218 10.5 7.5
252 2.846 11.5 7.5
253 2.571 12.5 7.5
254 1.898 13.5 7.5
255 3.005 14.5 7.5
256 2.36 15.5 7.5
257 3.017 16.5 7.5
258 2.961 17.5 7.5
259 1.951 18.5 7.5
260 1.493 19.5 7.5
261 3.55 0.5 6.5
262 4.135 1.5 6.5
263 3.357 2.5 6.5
264 2.006 3.5 6.5
265 3.704 4.5 6.5
266 5.121 5.5 6.5
267 4.879 6.5 6.5
268 5.475 7.5 6.5
269 4.719 8.5 6.5
270 5.316 9.5 6.5
271 4.109 10.5 6.5
272 2.415 11.5 6.5
273 2.166 12.5 6.5
274 2.968 13.5 6.5
275 2.064 14.5 6.5
276 2.026 15.5 6.5
277 2.886 16.5 6.5
278 2.137 17.5 6.5
279 1.672 18.5 6.5
280 1.859 19.5 6.5
281 5.391 0.5 5.5
282 5.074 1.5 5.5
283 3.847 2.5 5.5
284 2.003 3.5 5.5
285 3.29 4.5 5.5
286 4.086 5.5 5.5
287 5.407 6.5 5.5
288 3.169 7.5 5.5
289 3.608 8.5 5.5
290 3.362 9.5 5.5
291 3.478 10.5 5.5
292 2.871 11.5 5.5
293 2.792 12.5 5.5
294 1.497 13.5 5.5
295 2.821 14.5 5.5
296 2.478 15.5 5.5
297 2.013 16.5 5.5
298 2.215 17.5 5.5
299 1.291 18.5 5.5
300 1.0 19.5 5.5
301 6.0 0.5 4.5
302 5.701 1.5 4.5
303 4.214 2.5 4.5
304 2.344 3.5 4.5
305 3.579 4.5 4.5
306 3.324 5.5 4.5
307 2.908 6.5 4.5
308 4.855 7.5 4.5
309 3.671 8.5 4.5
310 2.069 9.5 4.5
311 2.681 10.5 4.5
312 3.337 11.5 4.5
313 2.522 12.5 4.5
314 1.897 13.5 4.5
315 2.244 14.5 4.5
316 1.835 15.5 4.5
317 1.747 16.5 4.5
318 1.561 17.5 4.5
319 1.358 18.5 4.5
320 1.27 19.5 4.5
321 5.35 0.5 3.5
322 5.364 1.5 3.5
323 3.555 2.5 3.5
324 3.409 3.5 3.5
325 2.072 4.5 3.5
326 2.417 5.5 3.5
327 2.82 6.5 3.5
328 3.739 7.5 3.5
329 2.988 8.5 3.5
330 2.43 9.5 3.5
331 2.344 10.5 3.5
332 2.221 11.5 3.5
333 1.827 12.5 3.5
334 1.467 13.5 3.5
335 2.081 14.5 3.5
336 1.673 15.5 3.5
337 1.059 16.5 3.5
338 1.701 17.5 3.5
339 1.0 18.5 3.5
340 1.189 19.5 3.5
341 2.889 0.5 2.5
342 3.511 1.5 2.5
343 4.04 2.5 2.5
344 3.856 3.5 2.5
345 3.278 4.5 2.5
346 2.153 5.5 2.5
347 2.368 6.5 2.5
348 2.499 7.5 2.5
349 1.87 8.5 2.5
350 1.856 9.5 2.5
351 1.521 10.5 2.5
352 1.496 11.5 2.5
353 1.4 12.5 2.5
354 2.03 13.5 2.5
355 1.091 14.5 2.5
356 1.202 15.5 2.5
357 1.175 16.5 2.5
358 1.606 17.5 2.5
359 1.0 18.5 2.5
360 1.0 19.5 2.5
361 2.678 0.5 1.5
362 2.937 1.5 1.5
363 2.292 2.5 1.5
364 3.892 3.5 1.5
365 3.074 4.5 1.5
366 1.703 5.5 1.5
367 2.028 6.5 1.5
368 2.208 7.5 1.5
369 1.825 8.5 1.5
370 1.539 9.5 1.5
371 1.611 10.5 1.5
372 1.514 11.5 1.5
373 1.3 12.5 1.5
374 1.966 13.5 1.5
375 1.529 14.5 1.5
376 1.157 15.5 1.5
377 1.347 16.5 1.5
378 1.362 17.5 1.5
379 1.34 18.5 1.5
380 1.0 19.5 1.5
381 1.667 0.5 0.5
382 2.002 1.5 0.5
383 3.659 2.5 0.5
384 2.607 3.5 0.5
385 2.022 4.5 0.5
386 2.069 5.5 0.5
387 1.183 6.5 0.5
388 1.879 7.5 0.5
389 1.501 8.5 0.5
390 1.0 9.5 0.5
391 1.516 10.5 0.5
392 1.467 11.5 0.5
393 1.7 12.5 0.5
394 1.502 13.5 0.5
395 1.036 14.5 0.5
396 1.165 15.5 0.5
397 1.299 16.5 0.5
398 1.115 17.5 0.5
399 1.044 18.5 0.5
400 1.0 19.5 0.5
