location subarea numcant
336 30 1351
337 30 1351
338 31 1306
339 38 1336
340 33 1348
341 33 1348
342 32 8414
343 34 8415
344 34 8415
345 34 8415
346 34 8415
347 34 8415
348 36 8412
349 36 8412
350 36 8412
351 36 8412
352 35 8407
353 35 8407
354 37 8408
355 39 1312
356 39 1312
357 39 1312
358 39 1312
359 30 1351
360 30 1351
361 30 1351
362 30 1351
363 31 1306
364 40 1353
365 38 1336
366 33 1348
367 33 1348
368 32 8414
369 34 8415
370 34 8415
371 34 8415
372 34 8415
373 36 8412
374 36 8412
375 41 8401
376 36 8412
377 36 8412
378 35 8407
379 35 8407
380 37 8408
381 39 1312
382 39 1312
383 39 1312
384 39 1312
385 39 1312
386 42 1302
387 30 1351
388 43 1397
389 43 1397
390 40 1353
391 44 1352
392 45 1399
393 32 8414
394 46 8420
395 46 8420
396 46 8420
397 46 8420
398 36 8412
399 41 8401
400 41 8401
401 41 8401
402 41 8401
403 35 8407
404 35 8407
405 37 8408
406 37 8408
407 39 1312
408 39 1312
409 39 1312
410 39 1312
411 42 1302
412 30 1351
413 43 1397
414 44 1352
415 44 1352
416 44 1352
417 44 1352
418 32 8414
419 32 8414
420 46 8420
421 46 8420
422 46 8420
423 46 8420
424 41 8401
425 41 8401
426 41 8401
427 41 8401
428 41 8401
429 35 8407
430 37 8408
431 37 8408
432 37 8408
433 37 8408
434 39 1312
435 39 1312
436 43 1397
437 43 1397
438 43 1397
439 43 1397
440 43 1397
441 44 1352
442 44 1352
443 44 1352
444 45 1399
445 45 1399
446 45 1399
447 45 1399
448 45 1399
449 46 8420
450 46 8420
451 46 8420
452 46 8420
453 41 8401
454 41 8401
455 41 8401
456 41 8401
457 41 8401
458 35 8407
459 37 8408
460 37 8408
461 37 8408
462 37 8408
463 47 1327
464 47 1327
465 43 1397
466 43 1397
467 43 1397
468 43 1397
469 43 1397
470 48 1310
471 48 1310
472 45 1399
473 45 1399
474 45 1399
475 45 1399
476 45 1399
477 45 1399
478 49 0517
479 49 0517
480 49 0517
481 49 0517
482 46 8420
483 46 8420
484 46 8420
485 41 8401
486 41 8401
487 41 8401
488 41 8401
489 41 8401
490 41 8401
491 37 8408
492 37 8408
493 50 8419
494 50 8419
495 50 8419
496 47 1327
497 51 1301
498 51 1301
499 43 1397
500 43 1397
501 48 1310
502 48 1310
503 48 1310
504 52 1335
505 52 1335
506 45 1399
507 45 1399
508 45 1399
509 45 1399
510 49 0517
511 49 0517
512 49 0517
513 49 0517
514 49 0517
515 53 0403
516 46 8420
517 46 8420
518 46 8420
519 53 0403
520 41 8401
521 41 8401
522 41 8401
523 41 8401
524 50 8419
525 50 8419
526 50 8419
527 50 8419
528 50 8419
529 47 1327
530 47 1327
531 51 1301
532 51 1301
533 51 1301
534 42 1302
535 48 1310
536 48 1310
537 52 1335
538 52 1335
539 45 1399
540 54 1305
541 45 1399
542 45 1399
543 55 0522
544 49 0517
545 49 0517
546 49 0517
547 56 0418
548 53 0403
549 53 0403
550 53 0403
551 53 0403
552 53 0403
553 41 8401
554 41 8401
555 41 8401
556 57 0420
557 50 8419
558 50 8419
559 50 8419
560 50 8419
561 50 8419
562 47 1327
563 47 1327
564 51 1301
565 51 1301
566 58 1334
567 58 1334
568 58 1334
569 59 1329
570 59 1329
571 59 1329
572 60 1394
573 60 1394
574 61 1354
575 61 1354
576 62 0503
577 55 0522
578 55 0522
579 49 0517
580 49 0517
581 56 0418
582 56 0418
583 53 0403
584 53 0403
585 53 0403
586 53 0403
587 53 0403
588 53 0403
589 57 0420
590 57 0420
591 57 0420
592 57 0420
593 50 8419
594 50 8419
595 50 8419
596 50 8419
597 50 8419
598 47 1327
599 47 1327
600 51 1301
601 51 1301
602 58 1334
603 58 1334
604 58 1334
605 59 1329
606 59 1329
607 59 1329
608 60 1394
609 60 1394
610 61 1354
611 63 1308
612 63 1308
613 62 0503
614 62 0503
615 62 0503
616 62 0503
617 55 0522
618 55 0522
619 55 0522
620 49 0517
621 49 0517
622 64 0515
623 64 0515
624 53 0403
625 53 0403
626 53 0403
627 53 0403
628 53 0403
629 57 0420
630 57 0420
631 57 0420
632 57 0420
633 50 8419
634 50 8419
635 50 8419
636 50 8419
637 47 1327
638 47 1327
639 47 1327
640 47 1327
641 51 1301
642 58 1334
643 58 1334
644 58 1334
645 58 1334
646 59 1329
647 59 1329
648 61 1354
649 61 1354
650 61 1354
651 63 1308
652 62 0503
653 62 0503
654 62 0503
655 62 0503
656 62 0503
657 55 0522
658 55 0522
659 55 0522
660 55 0522
661 64 0515
662 64 0515
663 64 0515
664 65 0516
665 65 0516
666 65 0516
667 56 0418
668 53 0403
669 66 0423
670 66 0423
671 67 0410
672 53 0403
673 67 0410
674 57 0420
675 57 0420
676 68 0433
677 68 0433
678 50 8419
679 50 8419
680 50 8419
681 47 1327
682 47 1327
683 69 8319
684 58 1334
685 58 1334
686 58 1334
687 58 1334
688 58 1334
689 70 8321
690 59 1329
691 70 8321
692 61 1354
693 61 1354
694 71 8303
695 71 8303
696 71 8303
697 62 0503
698 62 0503
699 62 0503
700 62 0503
701 62 0503
702 55 0522
703 55 0522
704 55 0522
705 64 0515
706 64 0515
707 65 0516
708 65 0516
709 56 0418
710 56 0418
711 66 0423
712 66 0423
713 67 0410
714 67 0410
715 67 0410
716 67 0410
717 72 0413
718 73 0498
719 68 0433
720 74 0432
721 50 8419
722 47 1327
723 47 1327
724 69 8319
725 69 8319
726 69 8319
727 70 8321
728 70 8321
729 70 8321
730 58 1334
731 70 8321
732 70 8321
733 71 8303
734 61 1354
735 71 8303
736 71 8303
737 71 8303
738 75 8318
739 62 0503
740 76 0524
741 76 0524
742 55 0522
743 55 0522
744 55 0522
745 77 0512
746 64 0515
747 65 0516
748 65 0516
749 56 0418
750 56 0418
751 56 0418
752 66 0423
753 66 0423
754 66 0423
755 67 0410
756 67 0410
757 67 0410
758 73 0498
759 73 0498
760 73 0498
761 74 0432
762 69 8319
763 47 1327
764 47 1327
765 69 8319
766 69 8319
767 69 8319
768 69 8319
769 70 8321
770 70 8321
771 70 8321
772 70 8321
773 70 8321
774 70 8321
775 71 8303
776 71 8303
777 71 8303
778 71 8303
779 71 8303
780 75 8318
781 75 8318
782 78 0519
783 78 0519
784 76 0524
785 76 0524
786 76 0524
787 76 0524
788 76 0524
789 55 0522
790 77 0512
791 77 0512
792 65 0516
793 65 0516
794 65 0516
795 56 0418
796 56 0418
797 66 0423
798 66 0423
799 67 0410
800 67 0410
801 67 0410
802 67 0410
803 72 0413
804 73 0498
805 79 0429
806 79 0429
807 69 8319
808 69 8319
809 69 8319
810 69 8319
811 69 8319
812 80 8302
813 70 8321
814 70 8321
815 70 8321
816 70 8321
817 70 8321
818 71 8303
819 71 8303
820 71 8303
821 71 8303
822 71 8303
823 75 8318
824 81 8340
825 81 8340
826 81 8340
827 78 0519
828 78 0519
829 78 0519
830 76 0524
831 76 0524
832 76 0524
833 76 0524
834 82 0504
835 77 0512
836 77 0512
837 77 0512
838 83 0427
839 83 0427
840 83 0427
841 56 0418
842 56 0418
843 56 0418
844 66 0423
845 66 0423
846 66 0423
847 67 0410
848 84 0419
849 84 0419
850 67 0410
851 67 0410
852 79 0429
853 79 0429
854 79 0429
855 79 0429
856 69 8319
857 69 8319
858 69 8319
859 80 8302
860 80 8302
861 80 8302
862 80 8302
863 70 8321
864 70 8321
865 85 8305
866 70 8321
867 86 8320
868 71 8303
869 71 8303
870 71 8303
871 75 8318
872 75 8318
873 75 8318
874 87 8398
875 78 0519
876 78 0519
877 78 0519
878 88 0509
879 76 0524
880 82 0504
881 82 0504
882 82 0504
883 77 0512
884 77 0512
885 89 0416
886 89 0416
887 77 0512
888 83 0427
889 83 0427
890 83 0427
891 56 0418
892 90 0430
893 66 0423
894 84 0419
895 84 0419
896 91 0414
897 91 0414
898 91 0414
899 79 0429
900 79 0429
901 79 0429
902 79 0429
903 69 8319
904 69 8319
905 69 8319
906 69 8319
907 80 8302
908 80 8302
909 80 8302
910 80 8302
911 70 8321
912 85 8305
913 85 8305
914 85 8305
915 86 8320
916 71 8303
917 92 8341
918 93 8399
919 94 0520
920 94 0520
921 94 0520
922 78 0519
923 88 0509
924 88 0509
925 88 0509
926 95 0523
927 95 0523
928 82 0504
929 89 0416
930 89 0416
931 89 0416
932 89 0416
933 89 0416
934 83 0427
935 83 0427
936 90 0430
937 90 0430
938 90 0430
939 90 0430
940 91 0414
941 91 0414
942 91 0414
943 91 0414
944 91 0414
945 79 0429
946 79 0429
947 79 0429
948 79 0429
949 96 0421
950 69 8319
951 69 8319
952 69 8319
953 80 8302
954 80 8302
955 80 8302
956 80 8302
957 80 8302
958 80 8302
959 85 8305
960 85 8305
961 86 8320
962 86 8320
963 86 8320
964 86 8320
965 97 8325
966 92 8341
967 93 8399
968 93 8399
969 94 0520
970 94 0520
971 94 0520
972 98 0518
973 98 0518
974 88 0509
975 88 0509
976 88 0509
977 88 0509
978 95 0523
979 95 0523
980 89 0416
981 89 0416
982 89 0416
983 89 0416
984 89 0416
985 89 0416
986 83 0427
987 83 0427
988 90 0430
989 90 0430
990 90 0430
991 90 0430
992 91 0414
993 91 0414
994 91 0414
995 91 0414
996 79 0429
997 79 0429
998 79 0429
999 96 0421
1000 96 0421
1001 96 0421
1002 96 0421
1003 69 8319
1004 69 8319
1005 99 8326
1006 99 8326
1007 80 8302
1008 80 8302
1009 80 8302
1010 85 8305
1011 85 8305
1012 85 8305
1013 86 8320
1014 86 8320
1015 86 8320
1016 97 8325
1017 97 8325
1018 97 8325
1019 92 8341
1020 100 8342
1021 94 0520
1022 94 0520
1023 98 0518
1024 98 0518
1025 98 0518
1026 98 0518
1027 101 0599
1028 101 0599
1029 101 0599
1030 101 0599
1031 95 0523
1032 95 0523
1033 89 0416
1034 89 0416
1035 89 0416
1036 89 0416
1037 89 0416
1038 83 0427
1039 83 0427
1040 83 0427
1041 90 0430
1042 90 0430
1043 91 0414
1044 91 0414
1045 91 0414
1046 91 0414
1047 91 0414
1048 79 0429
1049 79 0429
1050 96 0421
1051 96 0421
1052 96 0421
1053 96 0421
1054 96 0421
1055 99 8326
1056 99 8326
1057 99 8326
1058 80 8302
1059 80 8302
1060 102 8309
1061 102 8309
1062 85 8305
1063 85 8305
1064 85 8305
1065 86 8320
1066 86 8320
1067 86 8320
1068 103 8310
1069 103 8310
1070 97 8325
1071 97 8325
1072 104 8336
1073 104 8336
1074 94 0520
1075 98 0518
1076 98 0518
1077 98 0518
1078 98 0518
1079 101 0599
1080 101 0599
1081 101 0599
1082 95 0523
1083 95 0523
1084 105 0428
1085 105 0428
1086 105 0428
1087 89 0416
1088 89 0416
1089 105 0428
1090 83 0427
1091 83 0427
1092 106 0431
1093 106 0431
1094 106 0431
1095 106 0431
1096 106 0431
1097 106 0431
1098 107 0415
1099 107 0415
1100 107 0415
1101 107 0415
1102 96 0421
1103 96 0421
1104 96 0421
1105 96 0421
1106 96 0421
1107 99 8326
1108 99 8326
1109 99 8326
1110 99 8326
1111 99 8326
1112 80 8302
1113 102 8309
1114 102 8309
1115 85 8305
1116 85 8305
1117 85 8305
1118 86 8320
1119 86 8320
1120 103 8310
1121 103 8310
1122 103 8310
1123 104 8336
1124 104 8336
1125 108 8397
1126 104 8336
1127 94 0520
1128 94 0520
1129 98 0518
1130 98 0518
1131 109 0505
1132 109 0505
1133 109 0505
1134 109 0505
1135 109 0505
1136 105 0428
1137 105 0428
1138 105 0428
1139 105 0428
1140 105 0428
1141 83 0427
1142 106 0431
1143 106 0431
1144 106 0431
1145 106 0431
1146 106 0431
1147 106 0431
1148 106 0431
1149 107 0415
1150 107 0415
1151 107 0415
1152 96 0421
1153 96 0421
1154 96 0421
1155 96 0421
1156 110 8301
1157 110 8301
1158 99 8326
1159 99 8326
1160 99 8326
1161 99 8326
1162 102 8309
1163 102 8309
1164 102 8309
1165 102 8309
1166 85 8305
1167 85 8305
1168 111 8304
1169 111 8304
1170 103 8310
1171 103 8310
1172 103 8310
1173 108 8397
1174 108 8397
1175 108 8397
1176 108 8397
1177 108 8397
1178 94 0520
1179 98 0518
1180 98 0518
1181 98 0518
1182 109 0505
1183 109 0505
1184 109 0505
1185 112 0507
1186 112 0507
1187 105 0428
1188 105 0428
1189 105 0428
1190 105 0428
1191 106 0431
1192 106 0431
1193 113 0408
1194 114 0497
1195 114 0497
1196 106 0431
1197 107 0415
1198 107 0415
1199 107 0415
1200 115 0417
1201 115 0417
1202 115 0417
1203 115 0417
1204 110 8301
1205 110 8301
1206 110 8301
1207 110 8301
1208 110 8301
1209 99 8326
1210 99 8326
1211 102 8309
1212 102 8309
1213 102 8309
1214 111 8304
1215 111 8304
1216 111 8304
1217 103 8310
1218 103 8310
1219 103 8310
1220 103 8310
1221 104 8336
1222 108 8397
1223 108 8397
1224 94 0520
1225 116 0514
1226 116 0514
1227 116 0514
1228 98 0518
1229 98 0518
1230 109 0505
1231 109 0505
1232 112 0507
1233 112 0507
1234 112 0507
1235 112 0507
1236 117 0426
1237 113 0408
1238 113 0408
1239 113 0408
1240 114 0497
1241 114 0497
1242 114 0497
1243 107 0415
1244 107 0415
1245 107 0415
1246 115 0417
1247 115 0417
1248 115 0417
1249 110 8301
1250 110 8301
1251 110 8301
1252 110 8301
1253 110 8301
1254 118 8323
1255 118 8323
1256 102 8309
1257 119 8316
1258 111 8304
1259 111 8304
1260 111 8304
1261 111 8304
1262 111 8304
1263 103 8310
1264 103 8310
1265 103 8310
1266 104 8336
1267 104 8336
1268 104 8336
1269 120 0510
1270 116 0514
1271 116 0514
1272 112 0507
1273 112 0507
1274 112 0507
1275 112 0507
1276 121 0412
1277 121 0412
1278 117 0426
1279 117 0426
1280 117 0426
1281 122 0411
1282 113 0408
1283 113 0408
1284 113 0408
1285 114 0497
1286 113 0408
1287 113 0408
1288 107 0415
1289 123 0405
1290 123 0405
1291 107 0415
1292 115 0417
1293 110 8301
1294 110 8301
1295 110 8301
1296 118 8323
1297 118 8323
1298 118 8323
1299 102 8309
1300 119 8316
1301 119 8316
1302 111 8304
1303 124 8317
1304 111 8304
1305 111 8304
1306 111 8304
1307 125 8307
1308 125 8307
1309 104 8336
1310 104 8336
1311 120 0510
1312 120 0510
1313 116 0514
1314 116 0514
1315 116 0514
1316 126 0521
1317 112 0507
1318 112 0507
1319 126 0521
1320 121 0412
1321 117 0426
1322 117 0426
1323 117 0426
1324 117 0426
1325 117 0426
1326 117 0426
1327 122 0411
1328 122 0411
1329 122 0411
1330 114 0497
1331 114 0497
1332 123 0405
1333 123 0405
1334 123 0405
1335 123 0405
1336 115 0417
1337 115 0417
1338 115 0417
1339 127 8311
1340 118 8323
1341 118 8323
1342 127 8311
1343 119 8316
1344 119 8316
1345 119 8316
1346 124 8317
1347 124 8317
1348 111 8304
1349 111 8304
1350 125 8307
1351 125 8307
1352 125 8307
1353 125 8307
1354 125 8307
1355 120 0510
1356 116 0514
1357 116 0514
1358 126 0521
1359 126 0521
1360 126 0521
1361 121 0412
1362 121 0412
1363 121 0412
1364 121 0412
1365 117 0426
1366 117 0426
1367 117 0426
1368 117 0426
1369 117 0426
1370 122 0411
1371 122 0411
1372 122 0411
1373 122 0411
1374 123 0405
1375 123 0405
1376 123 0405
1377 123 0405
1378 123 0405
1379 123 0405
1380 128 0406
1381 115 0417
1382 127 8311
1383 127 8311
1384 127 8311
1385 127 8311
1386 119 8316
1387 119 8316
1388 119 8316
1389 124 8317
1390 124 8317
1391 124 8317
1392 124 8317
1393 124 8317
1394 125 8307
1395 125 8307
1396 125 8307
1397 129 0513
1398 130 0502
1399 126 0521
1400 126 0521
1401 126 0521
1402 121 0412
1403 121 0412
1404 117 0426
1405 117 0426
1406 117 0426
1407 122 0411
1408 122 0411
1409 122 0411
1410 122 0411
1411 123 0405
1412 123 0405
1413 123 0405
1414 123 0405
1415 123 0405
1416 123 0405
1417 128 0406
1418 128 0406
1419 128 0406
1420 131 8308
1421 127 8311
1422 127 8311
1423 127 8311
1424 127 8311
1425 119 8316
1426 124 8317
1427 124 8317
1428 124 8317
1429 124 8317
1430 124 8317
1431 132 8314
1432 125 8307
1433 125 8307
1434 125 8307
1435 129 0513
1436 129 0513
1437 130 0502
1438 130 0502
1439 130 0502
1440 130 0502
1441 133 0508
1442 133 0508
1443 133 0508
1444 133 0508
1445 121 0412
1446 121 0412
1447 121 0412
1448 122 0411
1449 122 0411
1450 122 0411
1451 122 0411
1452 134 0407
1453 134 0407
1454 135 0422
1455 135 0422
1456 135 0422
1457 123 0405
1458 128 0406
1459 128 0406
1460 128 0406
1461 131 8308
1462 131 8308
1463 131 8308
1464 136 8306
1465 136 8306
1466 136 8306
1467 127 8311
1468 127 8311
1469 119 8316
1470 119 8316
1471 124 8317
1472 124 8317
1473 132 8314
1474 132 8314
1475 132 8314
1476 137 8322
1477 137 8322
1478 137 8322
1479 129 0513
1480 129 0513
1481 130 0502
1482 130 0502
1483 130 0502
1484 130 0502
1485 130 0502
1486 133 0508
1487 133 0508
1488 133 0508
1489 133 0508
1490 133 0508
1491 121 0412
1492 121 0412
1493 121 0412
1494 134 0407
1495 134 0407
1496 135 0422
1497 135 0422
1498 135 0422
1499 128 0406
1500 128 0406
1501 128 0406
1502 128 0406
1503 131 8308
1504 131 8308
1505 131 8308
1506 136 8306
1507 136 8306
1508 127 8311
1509 127 8311
1510 119 8316
1511 119 8316
1512 119 8316
1513 124 8317
1514 132 8314
1515 132 8314
1516 132 8314
1517 132 8314
1518 137 8322
1519 137 8322
1520 138 0506
1521 138 0506
1522 129 0513
1523 129 0513
1524 130 0502
1525 130 0502
1526 130 0502
1527 130 0502
1528 130 0502
1529 133 0508
1530 133 0508
1531 133 0508
1532 133 0508
1533 133 0508
1534 133 0508
1535 139 0404
1536 139 0404
1537 134 0407
1538 134 0407
1539 134 0407
1540 134 0407
1541 134 0407
1542 135 0422
1543 135 0422
1544 135 0422
1545 135 0422
1546 128 0406
1547 128 0406
1548 128 0406
1549 128 0406
1550 131 8308
1551 131 8308
1552 131 8308
1553 136 8306
1554 136 8306
1555 136 8306
1556 136 8306
1557 127 8311
1558 140 8337
1559 140 8337
1560 140 8337
1561 132 8314
1562 132 8314
1563 132 8314
1564 132 8314
1565 132 8314
1566 137 8322
1567 138 0506
1568 138 0506
1569 129 0513
1570 129 0513
1571 141 0525
1572 130 0502
1573 130 0502
1574 130 0502
1575 130 0502
1576 130 0502
1577 142 0511
1578 142 0511
1579 142 0511
1580 133 0508
1581 133 0508
1582 139 0404
1583 139 0404
1584 139 0404
1585 134 0407
1586 134 0407
1587 134 0407
1588 134 0407
1589 134 0407
1590 134 0407
1591 134 0407
1592 134 0407
1593 134 0407
1594 135 0422
1595 143 0402
1596 128 0406
1597 131 8308
1598 131 8308
1599 131 8308
1600 131 8308
1601 144 8312
1602 136 8306
1603 136 8306
1604 136 8306
1605 140 8337
1606 140 8337
1607 140 8337
1608 132 8314
1609 132 8314
1610 132 8314
1611 132 8314
1612 137 8322
1613 137 8322
1614 138 0506
1615 138 0506
1616 138 0506
1617 145 0598
1618 141 0525
1619 130 0502
1620 130 0502
1621 142 0511
1622 142 0511
1623 142 0511
1624 142 0511
1625 133 0508
1626 139 0404
1627 139 0404
1628 139 0404
1629 139 0404
1630 134 0407
1631 134 0407
1632 134 0407
1633 134 0407
1634 143 0402
1635 143 0402
1636 143 0402
1637 143 0402
1638 128 0406
1639 128 0406
1640 128 0406
1641 131 8308
1642 131 8308
1643 131 8308
1644 144 8312
1645 144 8312
1646 144 8312
1647 136 8306
1648 140 8337
1649 140 8337
1650 140 8337
1651 140 8337
1652 132 8314
1653 132 8314
1654 132 8314
1655 137 8322
1656 137 8322
1657 137 8322
1658 138 0506
1659 138 0506
1660 145 0598
1661 141 0525
1662 142 0511
1663 142 0511
1664 142 0511
1665 142 0511
1666 142 0511
1667 142 0511
1668 139 0404
1669 139 0404
1670 139 0404
1671 139 0404
1672 139 0404
1673 143 0402
1674 143 0402
1675 143 0402
1676 143 0402
1677 128 0406
1678 146 0621
1679 146 0621
1680 146 0621
1681 131 8308
1682 144 8312
1683 144 8312
1684 144 8312
1685 144 8312
1686 144 8312
1687 147 8313
1688 140 8337
1689 140 8337
1690 140 8337
1691 140 8337
1692 140 8337
1693 140 8337
1694 137 8322
1695 138 0506
1696 141 0525
1697 148 0501
1698 148 0501
1699 148 0501
1700 142 0511
1701 142 0511
1702 139 0404
1703 139 0404
1704 139 0404
1705 139 0404
1706 139 0404
1707 139 0404
1708 149 0611
1709 149 0611
1710 149 0611
1711 149 0611
1712 150 0409
1713 143 0402
1714 143 0402
1715 146 0621
1716 146 0621
1717 146 0621
1718 146 0621
1719 144 8312
1720 144 8312
1721 144 8312
1722 144 8312
1723 144 8312
1724 144 8312
1725 147 8313
1726 147 8313
1727 147 8313
1728 147 8313
1729 147 8313
1730 148 0501
1731 148 0501
1732 142 0511
1733 142 0511
1734 142 0511
1735 139 0404
1736 139 0404
1737 139 0404
1738 139 0404
1739 139 0404
1740 149 0611
1741 149 0611
1742 149 0611
1743 149 0611
1744 149 0611
1745 150 0409
1746 150 0409
1747 150 0409
1748 150 0409
1749 146 0621
1750 146 0621
1751 146 0621
1752 146 0621
1753 151 0625
1754 151 0625
1755 151 0625
1756 144 8312
1757 144 8312
1758 144 8312
1759 147 8313
1760 147 8313
1761 152 8339
1762 148 0501
1763 148 0501
1764 148 0501
1765 139 0404
1766 139 0404
1767 139 0404
1768 153 0622
1769 149 0611
1770 149 0611
1771 149 0611
1772 149 0611
1773 150 0409
1774 150 0409
1775 150 0409
1776 146 0621
1777 146 0621
1778 146 0621
1779 146 0621
1780 146 0621
1781 151 0625
1782 151 0625
1783 151 0625
1784 151 0625
1785 144 8312
1786 144 8312
1787 147 8313
1788 147 8313
1789 152 8339
1790 152 8339
1791 148 0501
1792 148 0501
1793 148 0501
1794 139 0404
1795 139 0404
1796 153 0622
1797 153 0622
1798 149 0611
1799 149 0611
1800 149 0611
1801 154 0618
1802 154 0618
1803 150 0409
1804 146 0621
1805 146 0621
1806 146 0621
1807 155 0608
1808 155 0608
1809 146 0621
1810 151 0625
1811 151 0625
1812 151 0625
1813 151 0625
1814 144 8312
1815 144 8312
1816 147 8313
1817 152 8339
1818 148 0501
1819 148 0501
1820 148 0501
1821 153 0622
1822 153 0622
1823 153 0622
1824 149 0611
1825 149 0611
1826 149 0611
1827 154 0618
1828 154 0618
1829 150 0409
1830 146 0621
1831 146 0621
1832 155 0608
1833 155 0608
1834 156 0602
1835 156 0602
1836 157 0694
1837 157 0694
1838 158 0610
1839 158 0610
1840 159 0636
1841 159 0636
1842 152 8339
1843 148 0501
1844 148 0501
1845 148 0501
1846 153 0622
1847 149 0611
1848 149 0611
1849 149 0611
1850 154 0618
1851 154 0618
1852 154 0618
1853 160 0620
1854 146 0621
1855 155 0608
1856 155 0608
1857 156 0602
1858 156 0602
1859 157 0694
1860 157 0694
1861 161 0646
1862 161 0646
1863 159 0636
1864 148 0501
1865 153 0622
1866 153 0622
1867 149 0611
1868 149 0611
1869 162 0629
1870 154 0618
1871 154 0618
1872 154 0618
