customer weight Xc Yc
83 2.365 2.5 10.5
84 3.243 3.5 10.5
85 3.451 4.5 10.5
86 4.498 5.5 10.5
87 5.396 6.5 10.5
88 3.565 7.5 10.5
89 4.158 8.5 10.5
90 2.485 9.5 10.5
91 3.102 10.5 10.5
92 2.533 11.5 10.5
93 2.224 12.5 10.5
94 2.196 13.5 10.5
95 2.01 14.5 10.5
96 2.0 15.5 10.5
97 2.868 0.5 9.5
98 2.161 1.5 9.5
99 2.865 2.5 9.5
100 2.62 3.5 9.5
101 3.974 4.5 9.5
102 3.51 5.5 9.5
103 3.566 6.5 9.5
104 5.1 7.5 9.5
105 2.572 8.5 9.5
106 3.119 9.5 9.5
107 2.9 10.5 9.5
108 2.894 11.5 9.5
109 2.028 12.5 9.5
110 1.544 13.5 9.5
111 1.337 14.5 9.5
112 1.255 15.5 9.5
113 1.539 0.5 8.5
114 2.014 1.5 8.5
115 1.705 2.5 8.5
116 3.885 3.5 8.5
117 3.265 4.5 8.5
118 3.068 5.5 8.5
119 3.905 6.5 8.5
120 3.394 7.5 8.5
121 4.155 8.5 8.5
122 2.601 9.5 8.5
123 2.009 10.5 8.5
124 2.167 11.5 8.5
125 1.608 12.5 8.5
126 1.344 13.5 8.5
127 1.529 14.5 8.5
128 1.509 15.5 8.5
129 1.631 0.5 7.5
130 1.999 1.5 7.5
131 1.968 2.5 7.5
132 3.122 3.5 7.5
133 3.36 4.5 7.5
134 2.299 5.5 7.5
135 2.929 6.5 7.5
136 2.548 7.5 7.5
137 2.986 8.5 7.5
138 4.263 9.5 7.5
139 3.362 10.5 7.5
140 5.293 11.5 7.5
141 3.809 12.5 7.5
142 4.73 13.5 7.5
143 4.2 14.5 7.5
144 2.314 15.5 7.5
145 1.123 0.5 6.5
146 1.061 1.5 6.5
147 2.438 2.5 6.5
148 1.826 3.5 6.5
149 3.257 4.5 6.5
150 2.839 5.5 6.5
151 2.344 6.5 6.5
152 1.829 7.5 6.5
153 2.29 8.5 6.5
154 4.697 9.5 6.5
155 5.615 10.5 6.5
156 5.812 11.5 6.5
157 5.104 12.5 6.5
158 4.635 13.5 6.5
159 3.551 14.5 6.5
160 3.442 15.5 6.5
161 1.0 0.5 5.5
162 1.836 1.5 5.5
163 1.43 2.5 5.5
164 2.584 3.5 5.5
165 2.662 4.5 5.5
166 2.304 5.5 5.5
167 1.576 6.5 5.5
168 1.226 7.5 5.5
169 3.179 8.5 5.5
170 4.375 9.5 5.5
171 5.011 10.5 5.5
172 6.0 11.5 5.5
173 5.497 12.5 5.5
174 5.41 13.5 5.5
175 3.745 14.5 5.5
176 2.91 15.5 5.5
177 1.587 0.5 4.5
178 1.474 1.5 4.5
179 2.402 2.5 4.5
180 3.2 3.5 4.5
181 3.638 4.5 4.5
182 5.682 5.5 4.5
183 4.974 6.5 4.5
184 4.807 7.5 4.5
185 3.895 8.5 4.5
186 2.733 9.5 4.5
187 5.437 10.5 4.5
188 5.036 11.5 4.5
189 5.213 12.5 4.5
190 3.847 13.5 4.5
191 5.174 14.5 4.5
192 4.376 15.5 4.5
193 1.439 0.5 3.5
194 1.266 1.5 3.5
195 1.797 2.5 3.5
196 5.69 3.5 3.5
197 5.073 4.5 3.5
198 5.135 5.5 3.5
199 5.918 6.5 3.5
200 3.6 7.5 3.5
201 3.564 8.5 3.5
202 4.109 9.5 3.5
203 4.14 10.5 3.5
204 4.789 11.5 3.5
205 3.145 12.5 3.5
206 4.517 13.5 3.5
207 4.696 14.5 3.5
208 2.969 15.5 3.5
209 1.0 0.5 2.5
210 1.0 1.5 2.5
211 2.917 2.5 2.5
212 5.27 3.5 2.5
213 5.728 4.5 2.5
214 6.0 5.5 2.5
215 5.684 6.5 2.5
216 5.203 7.5 2.5
217 3.894 8.5 2.5
218 3.462 9.5 2.5
219 2.88 10.5 2.5
220 4.496 11.5 2.5
221 2.775 12.5 2.5
222 2.854 13.5 2.5
223 3.25 14.5 2.5
224 2.497 15.5 2.5
225 1.0 0.5 1.5
226 1.731 1.5 1.5
227 4.482 2.5 1.5
228 5.626 3.5 1.5
229 5.999 4.5 1.5
230 5.963 5.5 1.5
231 5.735 6.5 1.5
232 3.553 7.5 1.5
233 3.032 8.5 1.5
234 2.961 9.5 1.5
235 2.286 10.5 1.5
236 2.385 11.5 1.5
237 2.493 12.5 1.5
238 2.499 13.5 1.5
239 2.819 14.5 1.5
240 3.149 15.5 1.5
241 1.384 0.5 0.5
242 2.773 1.5 0.5
243 2.964 2.5 0.5
244 3.165 3.5 0.5
245 3.591 4.5 0.5
246 5.254 5.5 0.5
247 4.858 6.5 0.5
248 5.671 7.5 0.5
249 4.602 8.5 0.5
250 3.536 9.5 0.5
251 2.446 10.5 0.5
252 1.586 11.5 0.5
253 1.926 12.5 0.5
254 2.462 13.5 0.5
255 2.345 14.5 0.5
256 1.92 15.5 0.5
