customer p1x p1y p2x p2y p3x p3y p4x p4y
239 14.0 2.0 15.0 2.0 14.0 1.0 15.0 1.0
240 15.0 2.0 16.0 2.0 15.0 1.0 16.0 1.0
241 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0
242 1.0 1.0 2.0 1.0 1.0 0.0 2.0 0.0
243 2.0 1.0 3.0 1.0 2.0 0.0 3.0 0.0
244 3.0 1.0 4.0 1.0 3.0 0.0 4.0 0.0
245 4.0 1.0 5.0 1.0 4.0 0.0 5.0 0.0
246 5.0 1.0 6.0 1.0 5.0 0.0 6.0 0.0
247 6.0 1.0 7.0 1.0 6.0 0.0 7.0 0.0
248 7.0 1.0 8.0 1.0 7.0 0.0 8.0 0.0
249 8.0 1.0 9.0 1.0 8.0 0.0 9.0 0.0
250 9.0 1.0 10.0 1.0 9.0 0.0 10.0 0.0
251 10.0 1.0 11.0 1.0 10.0 0.0 11.0 0.0
252 11.0 1.0 12.0 1.0 11.0 0.0 12.0 0.0
253 12.0 1.0 13.0 1.0 12.0 0.0 13.0 0.0
254 13.0 1.0 14.0 1.0 13.0 0.0 14.0 0.0
255 14.0 1.0 15.0 1.0 14.0 0.0 15.0 0.0
256 15.0 1.0 16.0 1.0 15.0 0.0 16.0 0.0
