subarea p1x p1y p2x p2y p3x p3y p4x p4y
103 8.0 14.0 10.0 14.0 8.0 12.0 10.0 12.0
104 10.0 14.0 12.0 14.0 10.0 12.0 12.0 12.0
105 12.0 14.0 14.0 14.0 12.0 12.0 14.0 12.0
106 14.0 14.0 16.0 14.0 14.0 12.0 16.0 12.0
107 16.0 14.0 18.0 14.0 16.0 12.0 18.0 12.0
108 18.0 14.0 20.0 14.0 18.0 12.0 20.0 12.0
109 20.0 14.0 22.0 14.0 20.0 12.0 22.0 12.0
110 22.0 14.0 24.0 14.0 22.0 12.0 24.0 12.0
111 24.0 14.0 26.0 14.0 24.0 12.0 26.0 12.0
112 26.0 14.0 28.0 14.0 26.0 12.0 28.0 12.0
113 0.0 12.0 2.0 12.0 0.0 10.0 2.0 10.0
114 2.0 12.0 4.0 12.0 2.0 10.0 4.0 10.0
115 4.0 12.0 6.0 12.0 4.0 10.0 6.0 10.0
116 6.0 12.0 8.0 12.0 6.0 10.0 8.0 10.0
117 8.0 12.0 10.0 12.0 8.0 10.0 10.0 10.0
118 10.0 12.0 12.0 12.0 10.0 10.0 12.0 10.0
119 12.0 12.0 14.0 12.0 12.0 10.0 14.0 10.0
120 14.0 12.0 16.0 12.0 14.0 10.0 16.0 10.0
121 16.0 12.0 18.0 12.0 16.0 10.0 18.0 10.0
122 18.0 12.0 20.0 12.0 18.0 10.0 20.0 10.0
123 20.0 12.0 22.0 12.0 20.0 10.0 22.0 10.0
124 22.0 12.0 24.0 12.0 22.0 10.0 24.0 10.0
125 24.0 12.0 26.0 12.0 24.0 10.0 26.0 10.0
126 26.0 12.0 28.0 12.0 26.0 10.0 28.0 10.0
127 0.0 10.0 2.0 10.0 0.0 8.0 2.0 8.0
128 2.0 10.0 4.0 10.0 2.0 8.0 4.0 8.0
129 4.0 10.0 6.0 10.0 4.0 8.0 6.0 8.0
130 6.0 10.0 8.0 10.0 6.0 8.0 8.0 8.0
131 8.0 10.0 10.0 10.0 8.0 8.0 10.0 8.0
132 10.0 10.0 12.0 10.0 10.0 8.0 12.0 8.0
133 12.0 10.0 14.0 10.0 12.0 8.0 14.0 8.0
134 14.0 10.0 16.0 10.0 14.0 8.0 16.0 8.0
135 16.0 10.0 18.0 10.0 16.0 8.0 18.0 8.0
136 18.0 10.0 20.0 10.0 18.0 8.0 20.0 8.0
137 20.0 10.0 22.0 10.0 20.0 8.0 22.0 8.0
138 22.0 10.0 24.0 10.0 22.0 8.0 24.0 8.0
139 24.0 10.0 26.0 10.0 24.0 8.0 26.0 8.0
140 26.0 10.0 28.0 10.0 26.0 8.0 28.0 8.0
141 0.0 8.0 2.0 8.0 0.0 6.0 2.0 6.0
142 2.0 8.0 4.0 8.0 2.0 6.0 4.0 6.0
143 4.0 8.0 6.0 8.0 4.0 6.0 6.0 6.0
144 6.0 8.0 8.0 8.0 6.0 6.0 8.0 6.0
145 8.0 8.0 10.0 8.0 8.0 6.0 10.0 6.0
146 10.0 8.0 12.0 8.0 10.0 6.0 12.0 6.0
147 12.0 8.0 14.0 8.0 12.0 6.0 14.0 6.0
148 14.0 8.0 16.0 8.0 14.0 6.0 16.0 6.0
149 16.0 8.0 18.0 8.0 16.0 6.0 18.0 6.0
150 18.0 8.0 20.0 8.0 18.0 6.0 20.0 6.0
151 20.0 8.0 22.0 8.0 20.0 6.0 22.0 6.0
152 22.0 8.0 24.0 8.0 22.0 6.0 24.0 6.0
153 24.0 8.0 26.0 8.0 24.0 6.0 26.0 6.0
154 26.0 8.0 28.0 8.0 26.0 6.0 28.0 6.0
155 0.0 6.0 2.0 6.0 0.0 4.0 2.0 4.0
156 2.0 6.0 4.0 6.0 2.0 4.0 4.0 4.0
157 4.0 6.0 6.0 6.0 4.0 4.0 6.0 4.0
158 6.0 6.0 8.0 6.0 6.0 4.0 8.0 4.0
159 8.0 6.0 10.0 6.0 8.0 4.0 10.0 4.0
160 10.0 6.0 12.0 6.0 10.0 4.0 12.0 4.0
161 12.0 6.0 14.0 6.0 12.0 4.0 14.0 4.0
162 14.0 6.0 16.0 6.0 14.0 4.0 16.0 4.0
163 16.0 6.0 18.0 6.0 16.0 4.0 18.0 4.0
164 18.0 6.0 20.0 6.0 18.0 4.0 20.0 4.0
165 20.0 6.0 22.0 6.0 20.0 4.0 22.0 4.0
166 22.0 6.0 24.0 6.0 22.0 4.0 24.0 4.0
167 24.0 6.0 26.0 6.0 24.0 4.0 26.0 4.0
168 26.0 6.0 28.0 6.0 26.0 4.0 28.0 4.0
169 0.0 4.0 2.0 4.0 0.0 2.0 2.0 2.0
170 2.0 4.0 4.0 4.0 2.0 2.0 4.0 2.0
171 4.0 4.0 6.0 4.0 4.0 2.0 6.0 2.0
172 6.0 4.0 8.0 4.0 6.0 2.0 8.0 2.0
173 8.0 4.0 10.0 4.0 8.0 2.0 10.0 2.0
174 10.0 4.0 12.0 4.0 10.0 2.0 12.0 2.0
175 12.0 4.0 14.0 4.0 12.0 2.0 14.0 2.0
176 14.0 4.0 16.0 4.0 14.0 2.0 16.0 2.0
177 16.0 4.0 18.0 4.0 16.0 2.0 18.0 2.0
178 18.0 4.0 20.0 4.0 18.0 2.0 20.0 2.0
179 20.0 4.0 22.0 4.0 20.0 2.0 22.0 2.0
180 22.0 4.0 24.0 4.0 22.0 2.0 24.0 2.0
181 24.0 4.0 26.0 4.0 24.0 2.0 26.0 2.0
182 26.0 4.0 28.0 4.0 26.0 2.0 28.0 2.0
183 0.0 2.0 2.0 2.0 0.0 0.0 2.0 0.0
184 2.0 2.0 4.0 2.0 2.0 0.0 4.0 0.0
185 4.0 2.0 6.0 2.0 4.0 0.0 6.0 0.0
186 6.0 2.0 8.0 2.0 6.0 0.0 8.0 0.0
187 8.0 2.0 10.0 2.0 8.0 0.0 10.0 0.0
188 10.0 2.0 12.0 2.0 10.0 0.0 12.0 0.0
189 12.0 2.0 14.0 2.0 12.0 0.0 14.0 0.0
190 14.0 2.0 16.0 2.0 14.0 0.0 16.0 0.0
191 16.0 2.0 18.0 2.0 16.0 0.0 18.0 0.0
192 18.0 2.0 20.0 2.0 18.0 0.0 20.0 0.0
193 20.0 2.0 22.0 2.0 20.0 0.0 22.0 0.0
194 22.0 2.0 24.0 2.0 22.0 0.0 24.0 0.0
195 24.0 2.0 26.0 2.0 24.0 0.0 26.0 0.0
196 26.0 2.0 28.0 2.0 26.0 0.0 28.0 0.0
