customer weight Xc Yc
130 5.163 17.5 23.5
131 5.919 18.5 23.5
132 5.346 19.5 23.5
133 5.24 20.5 23.5
134 4.262 21.5 23.5
135 3.438 22.5 23.5
136 3.013 23.5 23.5
137 2.48 24.5 23.5
138 1.332 25.5 23.5
139 1.088 26.5 23.5
140 1.0 27.5 23.5
141 2.16 0.5 22.5
142 3.008 1.5 22.5
143 2.938 2.5 22.5
144 4.915 3.5 22.5
145 4.061 4.5 22.5
146 3.499 5.5 22.5
147 1.94 6.5 22.5
148 1.388 7.5 22.5
149 1.91 8.5 22.5
150 1.1 9.5 22.5
151 1.571 10.5 22.5
152 1.466 11.5 22.5
153 2.16 12.5 22.5
154 1.486 13.5 22.5
155 2.645 14.5 22.5
156 2.713 15.5 22.5
157 3.36 16.5 22.5
158 3.641 17.5 22.5
159 5.345 18.5 22.5
160 4.146 19.5 22.5
161 4.585 20.5 22.5
162 3.538 21.5 22.5
163 2.202 22.5 22.5
164 2.658 23.5 22.5
165 2.624 24.5 22.5
166 1.71 25.5 22.5
167 1.0 26.5 22.5
168 1.0 27.5 22.5
169 4.879 0.5 21.5
170 2.934 1.5 21.5
171 5.047 2.5 21.5
172 3.536 3.5 21.5
173 3.748 4.5 21.5
174 3.327 5.5 21.5
175 2.024 6.5 21.5
176 1.927 7.5 21.5
177 1.0 8.5 21.5
178 1.0 9.5 21.5
179 1.0 10.5 21.5
180 2.019 11.5 21.5
181 1.734 12.5 21.5
182 2.587 13.5 21.5
183 2.036 14.5 21.5
184 3.292 15.5 21.5
185 2.217 16.5 21.5
186 3.989 17.5 21.5
187 3.815 18.5 21.5
188 5.07 19.5 21.5
189 2.59 20.5 21.5
190 2.297 21.5 21.5
191 2.113 22.5 21.5
192 1.969 23.5 21.5
193 1.86 24.5 21.5
194 2.524 25.5 21.5
195 1.341 26.5 21.5
196 1.305 27.5 21.5
197 2.759 0.5 20.5
198 5.694 1.5 20.5
199 5.297 2.5 20.5
200 5.166 3.5 20.5
201 5.351 4.5 20.5
202 5.019 5.5 20.5
203 3.558 6.5 20.5
204 2.375 7.5 20.5
205 1.779 8.5 20.5
206 1.51 9.5 20.5
207 1.298 10.5 20.5
208 1.229 11.5 20.5
209 1.963 12.5 20.5
210 1.555 13.5 20.5
211 2.986 14.5 20.5
212 2.863 15.5 20.5
213 3.022 16.5 20.5
214 3.983 17.5 20.5
215 3.86 18.5 20.5
216 2.966 19.5 20.5
217 2.638 20.5 20.5
218 1.783 21.5 20.5
219 1.327 22.5 20.5
220 2.054 23.5 20.5
221 1.622 24.5 20.5
222 1.795 25.5 20.5
223 2.41 26.5 20.5
224 1.788 27.5 20.5
225 5.122 0.5 19.5
226 4.227 1.5 19.5
227 5.932 2.5 19.5
228 6.0 3.5 19.5
229 5.36 4.5 19.5
230 4.388 5.5 19.5
231 4.971 6.5 19.5
232 4.934 7.5 19.5
233 2.796 8.5 19.5
234 2.089 9.5 19.5
235 1.579 10.5 19.5
236 1.462 11.5 19.5
237 1.692 12.5 19.5
238 2.137 13.5 19.5
239 2.372 14.5 19.5
240 2.56 15.5 19.5
241 3.637 16.5 19.5
242 2.986 17.5 19.5
243 3.776 18.5 19.5
244 2.231 19.5 19.5
245 1.715 20.5 19.5
246 2.326 21.5 19.5
247 2.242 22.5 19.5
248 1.243 23.5 19.5
249 1.189 24.5 19.5
250 2.035 25.5 19.5
251 1.275 26.5 19.5
252 2.205 27.5 19.5
253 4.404 0.5 18.5
254 5.512 1.5 18.5
255 5.862 2.5 18.5
256 5.547 3.5 18.5
257 5.952 4.5 18.5
258 4.542 5.5 18.5
259 4.006 6.5 18.5
260 3.407 7.5 18.5
261 2.801 8.5 18.5
262 1.785 9.5 18.5
263 1.231 10.5 18.5
264 1.191 11.5 18.5
265 1.468 12.5 18.5
266 1.254 13.5 18.5
267 2.314 14.5 18.5
268 2.9 15.5 18.5
269 2.583 16.5 18.5
270 2.307 17.5 18.5
271 3.025 18.5 18.5
272 3.74 19.5 18.5
273 2.252 20.5 18.5
274 1.751 21.5 18.5
275 1.652 22.5 18.5
276 1.878 23.5 18.5
277 1.436 24.5 18.5
278 1.201 25.5 18.5
279 1.163 26.5 18.5
280 1.753 27.5 18.5
281 3.591 0.5 17.5
282 4.394 1.5 17.5
283 4.2 2.5 17.5
284 3.046 3.5 17.5
285 5.665 4.5 17.5
286 3.057 5.5 17.5
287 2.335 6.5 17.5
288 3.421 7.5 17.5
289 2.323 8.5 17.5
290 1.794 9.5 17.5
291 1.236 10.5 17.5
292 1.258 11.5 17.5
293 1.311 12.5 17.5
294 1.389 13.5 17.5
295 2.135 14.5 17.5
296 2.647 15.5 17.5
297 2.54 16.5 17.5
298 2.181 17.5 17.5
299 2.568 18.5 17.5
300 2.116 19.5 17.5
301 2.026 20.5 17.5
302 1.794 21.5 17.5
303 1.059 22.5 17.5
304 1.695 23.5 17.5
305 1.756 24.5 17.5
306 1.46 25.5 17.5
307 1.226 26.5 17.5
308 1.104 27.5 17.5
309 3.435 0.5 16.5
310 3.244 1.5 16.5
311 3.244 2.5 16.5
312 4.966 3.5 16.5
313 4.206 4.5 16.5
314 4.848 5.5 16.5
315 2.668 6.5 16.5
316 3.328 7.5 16.5
317 3.124 8.5 16.5
318 2.609 9.5 16.5
319 2.179 10.5 16.5
320 1.097 11.5 16.5
321 1.288 12.5 16.5
322 1.404 13.5 16.5
323 1.413 14.5 16.5
324 2.171 15.5 16.5
325 1.672 16.5 16.5
326 1.732 17.5 16.5
327 2.447 18.5 16.5
328 2.191 19.5 16.5
329 1.947 20.5 16.5
330 1.411 21.5 16.5
331 1.0 22.5 16.5
332 1.04 23.5 16.5
333 1.516 24.5 16.5
334 1.083 25.5 16.5
335 1.056 26.5 16.5
336 1.168 27.5 16.5
337 3.324 0.5 15.5
338 2.995 1.5 15.5
339 3.008 2.5 15.5
340 3.868 3.5 15.5
341 2.855 4.5 15.5
342 4.338 5.5 15.5
343 4.223 6.5 15.5
344 2.187 7.5 15.5
345 2.082 8.5 15.5
346 1.727 9.5 15.5
347 1.997 10.5 15.5
348 1.868 11.5 15.5
349 1.171 12.5 15.5
350 1.0 13.5 15.5
351 1.335 14.5 15.5
352 2.005 15.5 15.5
353 2.13 16.5 15.5
354 1.598 17.5 15.5
355 2.217 18.5 15.5
356 1.478 19.5 15.5
357 1.154 20.5 15.5
358 1.184 21.5 15.5
359 1.201 22.5 15.5
360 1.0 23.5 15.5
361 1.301 24.5 15.5
362 1.147 25.5 15.5
363 1.014 26.5 15.5
364 1.0 27.5 15.5
365 1.895 0.5 14.5
366 2.08 1.5 14.5
367 3.076 2.5 14.5
368 3.644 3.5 14.5
369 3.829 4.5 14.5
370 4.219 5.5 14.5
371 2.524 6.5 14.5
372 2.279 7.5 14.5
373 1.804 8.5 14.5
374 1.639 9.5 14.5
375 1.161 10.5 14.5
376 1.493 11.5 14.5
377 1.407 12.5 14.5
378 1.0 13.5 14.5
379 1.131 14.5 14.5
380 3.266 15.5 14.5
381 4.908 16.5 14.5
382 5.397 17.5 14.5
383 4.285 18.5 14.5
384 4.85 19.5 14.5
385 3.381 20.5 14.5
386 2.901 21.5 14.5
387 2.179 22.5 14.5
388 1.387 23.5 14.5
389 1.0 24.5 14.5
390 1.0 25.5 14.5
391 1.0 26.5 14.5
392 1.0 27.5 14.5
393 1.506 0.5 13.5
394 2.505 1.5 13.5
395 2.874 2.5 13.5
396 3.809 3.5 13.5
397 3.922 4.5 13.5
398 2.823 5.5 13.5
399 3.696 6.5 13.5
400 3.566 7.5 13.5
401 2.752 8.5 13.5
402 2.184 9.5 13.5
403 1.76 10.5 13.5
404 1.256 11.5 13.5
405 1.0 12.5 13.5
406 1.206 13.5 13.5
407 2.018 14.5 13.5
408 3.402 15.5 13.5
409 5.107 16.5 13.5
410 5.04 17.5 13.5
411 5.659 18.5 13.5
412 5.171 19.5 13.5
413 2.76 20.5 13.5
414 1.844 21.5 13.5
415 1.746 22.5 13.5
416 1.875 23.5 13.5
417 1.289 24.5 13.5
418 1.219 25.5 13.5
419 1.0 26.5 13.5
420 1.0 27.5 13.5
421 2.112 0.5 12.5
422 2.753 1.5 12.5
423 3.234 2.5 12.5
424 3.266 3.5 12.5
425 2.422 4.5 12.5
426 3.68 5.5 12.5
427 3.44 6.5 12.5
428 1.954 7.5 12.5
429 3.188 8.5 12.5
430 3.111 9.5 12.5
431 2.143 10.5 12.5
432 1.955 11.5 12.5
433 1.161 12.5 12.5
434 1.318 13.5 12.5
435 2.218 14.5 12.5
436 4.84 15.5 12.5
437 5.147 16.5 12.5
438 6.0 17.5 12.5
439 5.813 18.5 12.5
440 3.471 19.5 12.5
441 3.407 20.5 12.5
442 1.884 21.5 12.5
443 1.108 22.5 12.5
444 1.833 23.5 12.5
445 1.759 24.5 12.5
446 1.279 25.5 12.5
447 1.189 26.5 12.5
448 1.0 27.5 12.5
449 1.717 0.5 11.5
450 2.767 1.5 11.5
451 1.761 2.5 11.5
452 1.897 3.5 11.5
453 2.493 4.5 11.5
454 2.425 5.5 11.5
455 3.042 6.5 11.5
456 3.379 7.5 11.5
457 1.935 8.5 11.5
458 2.872 9.5 11.5
459 2.196 10.5 11.5
460 1.332 11.5 11.5
461 1.239 12.5 11.5
462 2.2 13.5 11.5
463 2.628 14.5 11.5
464 5.261 15.5 11.5
465 5.648 16.5 11.5
466 5.732 17.5 11.5
467 5.567 18.5 11.5
468 3.139 19.5 11.5
469 1.861 20.5 11.5
470 2.481 21.5 11.5
471 1.614 22.5 11.5
472 1.697 23.5 11.5
473 1.137 24.5 11.5
474 1.558 25.5 11.5
475 1.097 26.5 11.5
476 1.0 27.5 11.5
477 1.442 0.5 10.5
478 1.844 1.5 10.5
479 2.018 2.5 10.5
480 2.296 3.5 10.5
481 1.268 4.5 10.5
482 1.58 5.5 10.5
483 2.378 6.5 10.5
484 2.832 7.5 10.5
485 2.212 8.5 10.5
486 2.135 9.5 10.5
487 1.841 10.5 10.5
488 1.526 11.5 10.5
489 2.155 12.5 10.5
490 2.613 13.5 10.5
491 3.649 14.5 10.5
492 4.888 15.5 10.5
493 3.739 16.5 10.5
494 3.179 17.5 10.5
495 4.76 18.5 10.5
496 3.415 19.5 10.5
497 2.693 20.5 10.5
498 2.282 21.5 10.5
499 2.094 22.5 10.5
500 2.07 23.5 10.5
501 1.628 24.5 10.5
502 1.202 25.5 10.5
503 1.137 26.5 10.5
504 1.0 27.5 10.5
505 1.191 0.5 9.5
506 1.039 1.5 9.5
507 1.306 2.5 9.5
508 1.464 3.5 9.5
509 1.152 4.5 9.5
510 1.307 5.5 9.5
511 1.681 6.5 9.5
512 2.098 7.5 9.5
513 2.294 8.5 9.5
514 2.135 9.5 9.5
515 2.122 10.5 9.5
516 1.929 11.5 9.5
517 2.452 12.5 9.5
518 2.861 13.5 9.5
519 3.331 14.5 9.5
520 3.271 15.5 9.5
521 2.676 16.5 9.5
522 2.913 17.5 9.5
523 4.067 18.5 9.5
524 3.9 19.5 9.5
525 2.273 20.5 9.5
526 1.793 21.5 9.5
527 2.282 22.5 9.5
528 2.103 23.5 9.5
529 1.852 24.5 9.5
530 1.847 25.5 9.5
531 1.661 26.5 9.5
532 1.0 27.5 9.5
533 1.0 0.5 8.5
534 1.094 1.5 8.5
535 1.0 2.5 8.5
536 1.0 3.5 8.5
537 1.24 4.5 8.5
538 1.444 5.5 8.5
539 1.802 6.5 8.5
540 2.239 7.5 8.5
541 2.131 8.5 8.5
542 1.785 9.5 8.5
543 1.291 10.5 8.5
544 1.714 11.5 8.5
545 2.572 12.5 8.5
546 2.567 13.5 8.5
547 2.094 14.5 8.5
548 3.015 15.5 8.5
549 2.428 16.5 8.5
550 3.685 17.5 8.5
551 3.399 18.5 8.5
552 2.853 19.5 8.5
553 3.875 20.5 8.5
554 2.717 21.5 8.5
555 2.021 22.5 8.5
556 1.334 23.5 8.5
557 1.661 24.5 8.5
558 1.298 25.5 8.5
559 1.0 26.5 8.5
560 1.201 27.5 8.5
561 1.0 0.5 7.5
562 1.0 1.5 7.5
563 1.0 2.5 7.5
564 1.153 3.5 7.5
565 1.0 4.5 7.5
566 1.706 5.5 7.5
567 1.926 6.5 7.5
568 2.149 7.5 7.5
569 1.848 8.5 7.5
570 1.979 9.5 7.5
571 1.603 10.5 7.5
572 1.325 11.5 7.5
573 2.455 12.5 7.5
574 1.375 13.5 7.5
575 2.936 14.5 7.5
576 1.547 15.5 7.5
577 3.591 16.5 7.5
578 3.247 17.5 7.5
579 2.407 18.5 7.5
580 3.48 19.5 7.5
581 3.818 20.5 7.5
582 3.578 21.5 7.5
583 2.632 22.5 7.5
584 1.34 23.5 7.5
585 1.643 24.5 7.5
586 1.006 25.5 7.5
587 1.0 26.5 7.5
588 1.051 27.5 7.5
589 1.0 0.5 6.5
590 1.0 1.5 6.5
591 1.0 2.5 6.5
592 1.064 3.5 6.5
593 1.082 4.5 6.5
594 1.007 5.5 6.5
595 1.158 6.5 6.5
596 1.431 7.5 6.5
597 1.569 8.5 6.5
598 1.099 9.5 6.5
599 1.921 10.5 6.5
600 1.573 11.5 6.5
601 2.022 12.5 6.5
602 1.67 13.5 6.5
603 1.936 14.5 6.5
604 2.218 15.5 6.5
605 2.418 16.5 6.5
606 2.461 17.5 6.5
607 3.222 18.5 6.5
608 2.536 19.5 6.5
609 2.591 20.5 6.5
610 2.809 21.5 6.5
611 3.451 22.5 6.5
612 2.605 23.5 6.5
613 1.718 24.5 6.5
614 1.0 25.5 6.5
615 1.0 26.5 6.5
616 1.0 27.5 6.5
617 1.0 0.5 5.5
618 1.0 1.5 5.5
619 1.0 2.5 5.5
620 1.0 3.5 5.5
621 1.0 4.5 5.5
622 1.0 5.5 5.5
623 1.111 6.5 5.5
624 1.486 7.5 5.5
625 1.399 8.5 5.5
626 1.251 9.5 5.5
627 1.789 10.5 5.5
628 1.435 11.5 5.5
629 1.38 12.5 5.5
630 1.346 13.5 5.5
631 1.735 14.5 5.5
632 2.275 15.5 5.5
633 2.203 16.5 5.5
634 3.036 17.5 5.5
635 2.803 18.5 5.5
636 2.713 19.5 5.5
637 2.366 20.5 5.5
638 2.127 21.5 5.5
639 3.064 22.5 5.5
640 2.416 23.5 5.5
641 1.772 24.5 5.5
642 1.0 25.5 5.5
643 1.0 26.5 5.5
644 1.0 27.5 5.5
645 1.0 0.5 4.5
646 1.0 1.5 4.5
647 1.0 2.5 4.5
648 1.0 3.5 4.5
649 1.0 4.5 4.5
650 1.0 5.5 4.5
651 1.0 6.5 4.5
652 1.229 7.5 4.5
653 1.249 8.5 4.5
654 1.762 9.5 4.5
655 1.31 10.5 4.5
656 1.033 11.5 4.5
657 1.285 12.5 4.5
658 1.536 13.5 4.5
659 1.713 14.5 4.5
660 1.545 15.5 4.5
661 2.606 16.5 4.5
662 2.041 17.5 4.5
663 1.712 18.5 4.5
664 2.022 19.5 4.5
665 2.268 20.5 4.5
666 2.692 21.5 4.5
667 2.128 22.5 4.5
668 2.909 23.5 4.5
669 1.541 24.5 4.5
670 1.0 25.5 4.5
671 1.0 26.5 4.5
672 1.0 27.5 4.5
673 1.0 0.5 3.5
674 1.0 1.5 3.5
675 1.0 2.5 3.5
676 1.0 3.5 3.5
677 1.0 4.5 3.5
678 1.0 5.5 3.5
679 1.091 6.5 3.5
680 1.226 7.5 3.5
681 1.249 8.5 3.5
682 1.212 9.5 3.5
683 1.496 10.5 3.5
684 1.269 11.5 3.5
685 1.072 12.5 3.5
686 1.0 13.5 3.5
687 1.0 14.5 3.5
688 2.581 15.5 3.5
689 1.985 16.5 3.5
690 2.283 17.5 3.5
691 1.76 18.5 3.5
692 1.935 19.5 3.5
693 2.611 20.5 3.5
694 2.125 21.5 3.5
695 2.825 22.5 3.5
696 2.008 23.5 3.5
697 2.127 24.5 3.5
698 2.07 25.5 3.5
699 1.987 26.5 3.5
700 1.452 27.5 3.5
701 1.0 0.5 2.5
702 1.0 1.5 2.5
703 1.0 2.5 2.5
704 1.0 3.5 2.5
705 1.0 4.5 2.5
706 1.0 5.5 2.5
707 1.103 6.5 2.5
708 1.0 7.5 2.5
709 1.0 8.5 2.5
710 1.0 9.5 2.5
711 1.0 10.5 2.5
712 1.0 11.5 2.5
713 1.0 12.5 2.5
714 1.022 13.5 2.5
715 2.199 14.5 2.5
716 1.997 15.5 2.5
717 1.456 16.5 2.5
718 1.169 17.5 2.5
719 1.604 18.5 2.5
720 1.519 19.5 2.5
721 1.607 20.5 2.5
722 1.911 21.5 2.5
723 2.413 22.5 2.5
724 2.137 23.5 2.5
725 1.894 24.5 2.5
726 1.781 25.5 2.5
727 1.847 26.5 2.5
728 1.408 27.5 2.5
729 1.0 0.5 1.5
730 1.0 1.5 1.5
731 1.0 2.5 1.5
732 1.0 3.5 1.5
733 1.0 4.5 1.5
734 1.0 5.5 1.5
735 1.0 6.5 1.5
736 1.008 7.5 1.5
737 1.0 8.5 1.5
738 1.0 9.5 1.5
739 1.0 10.5 1.5
740 1.0 11.5 1.5
741 1.0 12.5 1.5
742 1.932 13.5 1.5
743 1.251 14.5 1.5
744 1.444 15.5 1.5
745 1.799 16.5 1.5
746 1.049 17.5 1.5
747 1.0 18.5 1.5
748 1.555 19.5 1.5
749 1.131 20.5 1.5
750 1.588 21.5 1.5
751 1.966 22.5 1.5
752 1.649 23.5 1.5
753 2.009 24.5 1.5
754 1.771 25.5 1.5
755 1.721 26.5 1.5
756 1.015 27.5 1.5
757 1.0 0.5 0.5
758 1.0 1.5 0.5
759 1.0 2.5 0.5
760 1.0 3.5 0.5
761 1.0 4.5 0.5
762 1.0 5.5 0.5
763 1.0 6.5 0.5
764 1.0 7.5 0.5
765 1.0 8.5 0.5
766 1.0 9.5 0.5
767 1.0 10.5 0.5
768 1.0 11.5 0.5
769 1.663 12.5 0.5
770 1.297 13.5 0.5
771 1.63 14.5 0.5
772 1.555 15.5 0.5
773 1.466 16.5 0.5
774 1.223 17.5 0.5
775 1.432 18.5 0.5
776 1.296 19.5 0.5
777 1.296 20.5 0.5
778 1.238 21.5 0.5
779 1.876 22.5 0.5
780 1.605 23.5 0.5
781 1.739 24.5 0.5
782 1.268 25.5 0.5
783 1.289 26.5 0.5
784 1.048 27.5 0.5
