customer weight coord_x coord_y id_cust fid
88 66.0 528861.72591274 5385061.79565943 105 732
89 30.0 528861.72591274 5380061.79565943 106 733
90 282.5 528861.72591274 5375061.79565943 107 734
91 242.5 533861.72591274 5510061.79565943 109 775
92 299.5 533861.72591274 5505061.79565943 110 776
93 1366.5 533861.72591274 5500061.79565943 111 777
94 1141.0 533861.72591274 5495061.79565943 112 778
95 3658.0 533861.72591274 5490061.79565943 113 779
96 17673.0 533861.72591274 5485061.79565943 114 780
97 709.5 533861.72591274 5480061.79565943 115 781
98 1851.5 533861.72591274 5475061.79565943 116 782
99 50897.0 533861.72591274 5455061.79565943 117 786
100 4908.0 533861.72591274 5450061.79565943 118 787
101 770.5 533861.72591274 5445061.79565943 119 788
102 2861.5 533861.72591274 5440061.79565943 120 789
103 839.0 533861.72591274 5435061.79565943 121 790
104 2005.5 533861.72591274 5430061.79565943 122 791
105 804.0 533861.72591274 5425061.79565943 123 792
106 2985.5 533861.72591274 5420061.79565943 124 793
107 234.5 533861.72591274 5415061.79565943 125 794
108 11746.5 533861.72591274 5410061.79565943 126 795
109 1273.0 533861.72591274 5405061.79565943 127 796
110 97.5 533861.72591274 5400061.79565943 128 797
111 15.0 533861.72591274 5395061.79565943 129 798
112 3.0 533861.72591274 5385061.79565943 131 800
113 1568.0 533861.72591274 5375061.79565943 133 802
114 6394.5 533861.72591274 5370061.79565943 134 803
115 423.5 538861.72591274 5500061.79565943 136 845
116 2859.0 538861.72591274 5495061.79565943 137 846
117 1875.0 538861.72591274 5490061.79565943 138 847
118 6132.0 538861.72591274 5485061.79565943 139 848
119 392.0 538861.72591274 5480061.79565943 140 849
120 1388.5 538861.72591274 5475061.79565943 141 850
121 4067.5 538861.72591274 5470061.79565943 142 851
122 17474.0 538861.72591274 5460061.79565943 143 853
123 24536.0 538861.72591274 5455061.79565943 144 854
124 1901.0 538861.72591274 5450061.79565943 145 855
125 13842.5 538861.72591274 5445061.79565943 146 856
126 4098.5 538861.72591274 5440061.79565943 147 857
127 4279.0 538861.72591274 5435061.79565943 148 858
128 2351.5 538861.72591274 5430061.79565943 149 859
129 14.0 538861.72591274 5425061.79565943 150 860
130 1092.5 538861.72591274 5420061.79565943 151 861
131 1365.0 538861.72591274 5415061.79565943 152 862
132 150.5 538861.72591274 5410061.79565943 153 863
133 21.0 538861.72591274 5405061.79565943 154 864
134 4.0 538861.72591274 5385061.79565943 158 868
135 130.0 538861.72591274 5370061.79565943 161 871
136 3.0 538861.72591274 5365061.79565943 162 872
137 1843.5 543861.72591274 5505061.79565943 163 912
138 636.0 543861.72591274 5500061.79565943 164 913
139 570.0 543861.72591274 5495061.79565943 165 914
140 3230.5 543861.72591274 5490061.79565943 166 915
141 2141.0 543861.72591274 5485061.79565943 167 916
142 7175.0 543861.72591274 5480061.79565943 168 917
143 556.0 543861.72591274 5475061.79565943 169 918
144 5363.0 543861.72591274 5470061.79565943 170 919
145 16026.5 543861.72591274 5465061.79565943 171 920
146 11847.0 543861.72591274 5460061.79565943 172 921
147 18807.5 543861.72591274 5455061.79565943 173 922
148 1804.5 543861.72591274 5450061.79565943 174 923
149 4792.5 543861.72591274 5445061.79565943 175 924
150 983.0 543861.72591274 5440061.79565943 176 925
151 337.0 543861.72591274 5435061.79565943 177 926
152 289.5 543861.72591274 5430061.79565943 178 927
153 5.0 543861.72591274 5425061.79565943 179 928
154 404.5 543861.72591274 5420061.79565943 180 929
155 824.0 543861.72591274 5415061.79565943 181 930
156 68.5 543861.72591274 5410061.79565943 182 931
157 81.5 543861.72591274 5405061.79565943 183 932
158 56.0 543861.72591274 5400061.79565943 184 933
159 5.5 543861.72591274 5395061.79565943 185 934
160 33.0 543861.72591274 5390061.79565943 186 935
161 19.0 543861.72591274 5385061.79565943 187 936
162 171.5 548861.72591274 5505061.79565943 189 980
163 1081.5 548861.72591274 5500061.79565943 190 981
164 15.0 548861.72591274 5495061.79565943 191 982
165 1279.0 548861.72591274 5490061.79565943 192 983
166 974.0 548861.72591274 5485061.79565943 193 984
167 1321.0 548861.72591274 5480061.79565943 194 985
168 569.5 548861.72591274 5475061.79565943 195 986
169 273.0 548861.72591274 5470061.79565943 196 987
170 8637.5 548861.72591274 5465061.79565943 197 988
171 7102.0 548861.72591274 5460061.79565943 198 989
172 5967.0 548861.72591274 5455061.79565943 199 990
173 3413.5 548861.72591274 5450061.79565943 200 991
174 4070.0 548861.72591274 5445061.79565943 201 992
175 4680.5 548861.72591274 5440061.79565943 202 993
176 2318.0 548861.72591274 5435061.79565943 203 994
177 1081.0 548861.72591274 5430061.79565943 204 995
178 261.0 548861.72591274 5425061.79565943 205 996
179 1319.0 548861.72591274 5420061.79565943 206 997
180 263.5 548861.72591274 5415061.79565943 207 998
181 101.5 548861.72591274 5410061.79565943 208 999
182 1672.5 548861.72591274 5405061.79565943 209 1000
183 1944.0 548861.72591274 5400061.79565943 210 1001
184 34.0 548861.72591274 5395061.79565943 211 1002
185 1218.0 548861.72591274 5390061.79565943 212 1003
186 301.0 548861.72591274 5385061.79565943 213 1004
187 15427.5 548861.72591274 5380061.79565943 214 1005
188 272.5 553861.72591274 5505061.79565943 215 1048
189 767.0 553861.72591274 5500061.79565943 216 1049
190 429.5 553861.72591274 5495061.79565943 217 1050
191 800.5 553861.72591274 5490061.79565943 218 1051
192 1442.0 553861.72591274 5485061.79565943 219 1052
193 1962.0 553861.72591274 5480061.79565943 220 1053
194 3085.0 553861.72591274 5475061.79565943 221 1054
195 9476.0 553861.72591274 5470061.79565943 222 1055
196 2821.5 553861.72591274 5465061.79565943 223 1056
197 1316.0 553861.72591274 5460061.79565943 224 1057
198 5218.5 553861.72591274 5455061.79565943 225 1058
199 1894.5 553861.72591274 5450061.79565943 226 1059
200 854.0 553861.72591274 5445061.79565943 227 1060
201 743.5 553861.72591274 5440061.79565943 228 1061
202 1773.5 553861.72591274 5435061.79565943 229 1062
203 447.0 553861.72591274 5430061.79565943 230 1063
204 142.5 553861.72591274 5425061.79565943 231 1064
205 10.0 553861.72591274 5420061.79565943 232 1065
206 137.0 553861.72591274 5415061.79565943 233 1066
207 138.0 553861.72591274 5410061.79565943 234 1067
208 127.0 553861.72591274 5405061.79565943 235 1068
209 12349.0 553861.72591274 5400061.79565943 236 1069
210 910.0 553861.72591274 5395061.79565943 237 1070
211 28028.0 553861.72591274 5390061.79565943 238 1071
212 8306.5 553861.72591274 5385061.79565943 239 1072
213 650.0 553861.72591274 5380061.79565943 240 1073
214 17541.5 553861.72591274 5375061.79565943 241 1074
215 535.0 558861.72591274 5510061.79565943 242 1115
216 911.5 558861.72591274 5505061.79565943 243 1116
217 488.5 558861.72591274 5500061.79565943 244 1117
218 1318.5 558861.72591274 5495061.79565943 245 1118
219 48.0 558861.72591274 5490061.79565943 246 1119
220 1985.5 558861.72591274 5485061.79565943 247 1120
221 5386.0 558861.72591274 5480061.79565943 248 1121
222 13597.0 558861.72591274 5475061.79565943 249 1122
223 10556.5 558861.72591274 5470061.79565943 250 1123
224 896.0 558861.72591274 5465061.79565943 251 1124
225 2637.0 558861.72591274 5460061.79565943 252 1125
226 4871.0 558861.72591274 5455061.79565943 253 1126
227 5882.5 558861.72591274 5450061.79565943 254 1127
228 1142.5 558861.72591274 5445061.79565943 255 1128
229 17378.0 558861.72591274 5440061.79565943 256 1129
230 4394.5 558861.72591274 5435061.79565943 257 1130
231 249.5 558861.72591274 5430061.79565943 258 1131
232 1213.5 558861.72591274 5420061.79565943 260 1133
233 5512.0 558861.72591274 5415061.79565943 261 1134
234 768.0 558861.72591274 5410061.79565943 262 1135
235 946.0 558861.72591274 5405061.79565943 263 1136
236 13482.5 558861.72591274 5400061.79565943 264 1137
237 5537.5 558861.72591274 5380061.79565943 265 1141
238 31315.5 558861.72591274 5375061.79565943 266 1142
239 1774.0 558861.72591274 5370061.79565943 267 1143
240 209.5 563861.72591274 5510061.79565943 268 1183
241 3393.5 563861.72591274 5505061.79565943 269 1184
242 2889.0 563861.72591274 5500061.79565943 270 1185
243 37.5 563861.72591274 5495061.79565943 271 1186
244 188.5 563861.72591274 5490061.79565943 272 1187
245 376.0 563861.72591274 5485061.79565943 273 1188
246 1063.0 563861.72591274 5480061.79565943 274 1189
247 7319.0 563861.72591274 5475061.79565943 275 1190
248 2973.5 563861.72591274 5470061.79565943 276 1191
249 6449.0 563861.72591274 5465061.79565943 277 1192
250 965.0 563861.72591274 5460061.79565943 278 1193
251 6035.5 563861.72591274 5455061.79565943 279 1194
252 4896.0 563861.72591274 5450061.79565943 280 1195
253 1660.0 563861.72591274 5445061.79565943 281 1196
254 7860.0 563861.72591274 5440061.79565943 282 1197
255 4782.0 563861.72591274 5435061.79565943 283 1198
256 349.0 563861.72591274 5430061.79565943 284 1199
257 6243.0 563861.72591274 5425061.79565943 285 1200
258 1987.5 563861.72591274 5420061.79565943 286 1201
259 326.5 563861.72591274 5415061.79565943 287 1202
260 16730.0 563861.72591274 5410061.79565943 288 1203
261 5173.0 563861.72591274 5405061.79565943 289 1204
262 1049.0 563861.72591274 5400061.79565943 290 1205
263 6881.5 563861.72591274 5395061.79565943 291 1206
264 8329.0 563861.72591274 5370061.79565943 292 1211
265 5816.5 563861.72591274 5365061.79565943 293 1212
266 966.0 568861.72591274 5505061.79565943 294 1252
267 1336.5 568861.72591274 5500061.79565943 295 1253
268 450.5 568861.72591274 5495061.79565943 296 1254
269 2107.0 568861.72591274 5490061.79565943 297 1255
270 620.5 568861.72591274 5485061.79565943 298 1256
271 3514.0 568861.72591274 5480061.79565943 299 1257
272 3154.0 568861.72591274 5475061.79565943 300 1258
273 3337.0 568861.72591274 5470061.79565943 301 1259
274 2137.0 568861.72591274 5465061.79565943 302 1260
275 338.0 568861.72591274 5460061.79565943 303 1261
276 638.5 568861.72591274 5455061.79565943 304 1262
277 1514.0 568861.72591274 5450061.79565943 305 1263
278 1599.0 568861.72591274 5445061.79565943 306 1264
279 3922.0 568861.72591274 5440061.79565943 307 1265
280 6.0 568861.72591274 5435061.79565943 308 1266
281 367.0 568861.72591274 5430061.79565943 309 1267
282 716.5 568861.72591274 5425061.79565943 310 1268
283 388.0 568861.72591274 5420061.79565943 311 1269
284 29.0 568861.72591274 5415061.79565943 312 1270
285 21758.0 568861.72591274 5410061.79565943 313 1271
286 4638.0 568861.72591274 5405061.79565943 314 1272
287 5343.0 568861.72591274 5400061.79565943 315 1273
288 91.5 568861.72591274 5395061.79565943 316 1274
289 2379.0 568861.72591274 5370061.79565943 317 1279
290 8343.5 568861.72591274 5365061.79565943 318 1280
291 249.5 573861.72591274 5510061.79565943 319 1319
292 520.0 573861.72591274 5505061.79565943 320 1320
293 510.5 573861.72591274 5500061.79565943 321 1321
294 264.0 573861.72591274 5495061.79565943 322 1322
295 164.0 573861.72591274 5490061.79565943 323 1323
296 1799.0 573861.72591274 5485061.79565943 324 1324
297 998.0 573861.72591274 5480061.79565943 325 1325
298 1762.0 573861.72591274 5475061.79565943 326 1326
299 697.0 573861.72591274 5470061.79565943 327 1327
300 1507.0 573861.72591274 5465061.79565943 328 1328
301 71.0 573861.72591274 5460061.79565943 329 1329
302 1092.5 573861.72591274 5450061.79565943 331 1331
303 943.5 573861.72591274 5445061.79565943 332 1332
304 2380.0 573861.72591274 5440061.79565943 333 1333
305 2.0 573861.72591274 5435061.79565943 334 1334
306 93.0 573861.72591274 5430061.79565943 335 1335
307 2844.0 573861.72591274 5425061.79565943 336 1336
308 2929.5 573861.72591274 5420061.79565943 337 1337
309 1142.0 573861.72591274 5415061.79565943 338 1338
310 6470.0 573861.72591274 5410061.79565943 339 1339
311 4501.0 573861.72591274 5405061.79565943 340 1340
312 576.0 573861.72591274 5400061.79565943 341 1341
313 1367.0 573861.72591274 5395061.79565943 342 1342
314 1732.0 573861.72591274 5390061.79565943 343 1343
315 10734.5 573861.72591274 5385061.79565943 344 1344
316 14624.5 573861.72591274 5370061.79565943 345 1347
317 6561.5 573861.72591274 5365061.79565943 346 1348
318 71.5 578861.72591274 5495061.79565943 347 1390
319 906.5 578861.72591274 5485061.79565943 349 1392
320 174.5 578861.72591274 5480061.79565943 350 1393
321 334.5 578861.72591274 5475061.79565943 351 1394
322 609.0 578861.72591274 5470061.79565943 352 1395
323 509.5 578861.72591274 5465061.79565943 353 1396
324 6.0 578861.72591274 5460061.79565943 354 1397
325 42.5 578861.72591274 5455061.79565943 355 1398
326 765.5 578861.72591274 5450061.79565943 356 1399
327 818.5 578861.72591274 5445061.79565943 357 1400
328 912.5 578861.72591274 5440061.79565943 358 1401
329 65.5 578861.72591274 5435061.79565943 359 1402
330 11.0 578861.72591274 5430061.79565943 360 1403
331 3696.5 578861.72591274 5425061.79565943 361 1404
332 1505.0 578861.72591274 5420061.79565943 362 1405
333 1540.0 578861.72591274 5415061.79565943 363 1406
334 71.0 578861.72591274 5410061.79565943 364 1407
335 124.5 578861.72591274 5405061.79565943 365 1408
336 862.0 578861.72591274 5400061.79565943 366 1409
337 8004.5 578861.72591274 5395061.79565943 367 1410
338 4324.5 578861.72591274 5390061.79565943 368 1411
339 30574.5 578861.72591274 5375061.79565943 369 1414
340 6306.0 578861.72591274 5370061.79565943 370 1415
341 5649.5 578861.72591274 5365061.79565943 371 1416
342 55.0 583861.72591274 5495061.79565943 373 1458
343 127.0 583861.72591274 5485061.79565943 375 1460
344 480.0 583861.72591274 5480061.79565943 376 1461
345 1121.0 583861.72591274 5475061.79565943 377 1462
346 50.5 583861.72591274 5470061.79565943 378 1463
347 12.5 583861.72591274 5465061.79565943 379 1464
348 153.0 583861.72591274 5460061.79565943 380 1465
349 330.5 583861.72591274 5455061.79565943 381 1466
350 518.0 583861.72591274 5450061.79565943 382 1467
351 729.0 583861.72591274 5445061.79565943 383 1468
352 409.5 583861.72591274 5440061.79565943 384 1469
353 156.0 583861.72591274 5435061.79565943 385 1470
354 9.0 583861.72591274 5430061.79565943 386 1471
355 1000.0 583861.72591274 5425061.79565943 387 1472
356 2510.0 583861.72591274 5420061.79565943 388 1473
357 271.5 583861.72591274 5415061.79565943 389 1474
358 8094.0 583861.72591274 5410061.79565943 390 1475
359 159.0 583861.72591274 5405061.79565943 391 1476
360 19.0 583861.72591274 5400061.79565943 392 1477
361 8441.5 583861.72591274 5395061.79565943 393 1478
362 4157.5 583861.72591274 5390061.79565943 394 1479
363 9535.5 583861.72591274 5385061.79565943 395 1480
364 22390.5 583861.72591274 5380061.79565943 396 1481
365 14203.0 583861.72591274 5375061.79565943 397 1482
366 9808.5 583861.72591274 5370061.79565943 398 1483
367 1171.0 583861.72591274 5365061.79565943 399 1484
368 11.0 588861.72591274 5495061.79565943 400 1526
369 17.0 588861.72591274 5490061.79565943 401 1527
370 8.0 588861.72591274 5480061.79565943 403 1529
371 1.0 588861.72591274 5475061.79565943 404 1530
372 1.0 588861.72591274 5470061.79565943 405 1531
373 21.0 588861.72591274 5465061.79565943 406 1532
374 37.5 588861.72591274 5460061.79565943 407 1533
375 406.0 588861.72591274 5455061.79565943 408 1534
376 625.5 588861.72591274 5450061.79565943 409 1535
377 440.0 588861.72591274 5445061.79565943 410 1536
378 598.0 588861.72591274 5440061.79565943 411 1537
379 437.0 588861.72591274 5435061.79565943 412 1538
380 423.0 588861.72591274 5430061.79565943 413 1539
381 2069.5 588861.72591274 5425061.79565943 414 1540
382 4107.5 588861.72591274 5420061.79565943 415 1541
383 246.5 588861.72591274 5415061.79565943 416 1542
384 1075.0 588861.72591274 5410061.79565943 417 1543
385 5013.0 588861.72591274 5405061.79565943 418 1544
386 70.5 588861.72591274 5400061.79565943 419 1545
387 5269.0 588861.72591274 5395061.79565943 420 1546
388 190.5 588861.72591274 5390061.79565943 421 1547
389 4.0 588861.72591274 5385061.79565943 422 1548
390 1011.5 588861.72591274 5380061.79565943 423 1549
391 12003.5 588861.72591274 5375061.79565943 424 1550
392 7628.5 588861.72591274 5370061.79565943 425 1551
393 61.0 593861.72591274 5495061.79565943 426 1594
394 10.0 593861.72591274 5490061.79565943 427 1595
395 46.0 593861.72591274 5480061.79565943 429 1597
396 85.0 593861.72591274 5475061.79565943 430 1598
397 23.0 593861.72591274 5470061.79565943 431 1599
398 10.0 593861.72591274 5465061.79565943 432 1600
399 32.0 593861.72591274 5460061.79565943 433 1601
400 1131.5 593861.72591274 5455061.79565943 434 1602
401 2196.5 593861.72591274 5450061.79565943 435 1603
402 863.5 593861.72591274 5445061.79565943 436 1604
403 312.5 593861.72591274 5440061.79565943 437 1605
404 48.0 593861.72591274 5435061.79565943 438 1606
405 790.0 593861.72591274 5430061.79565943 439 1607
406 2015.0 593861.72591274 5425061.79565943 440 1608
407 642.5 593861.72591274 5420061.79565943 441 1609
408 2657.0 593861.72591274 5415061.79565943 442 1610
409 763.5 593861.72591274 5410061.79565943 443 1611
410 607.0 593861.72591274 5405061.79565943 444 1612
411 4797.0 593861.72591274 5400061.79565943 445 1613
412 2111.5 593861.72591274 5395061.79565943 446 1614
413 490.5 593861.72591274 5390061.79565943 447 1615
414 5998.5 593861.72591274 5385061.79565943 448 1616
415 4620.0 593861.72591274 5380061.79565943 449 1617
416 5316.0 593861.72591274 5375061.79565943 450 1618
417 43848.0 593861.72591274 5370061.79565943 451 1619
418 16.0 598861.72591274 5495061.79565943 452 1662
419 57.5 598861.72591274 5490061.79565943 453 1663
420 23.0 598861.72591274 5485061.79565943 454 1664
421 700.5 598861.72591274 5480061.79565943 455 1665
422 88.0 598861.72591274 5475061.79565943 456 1666
423 86.5 598861.72591274 5470061.79565943 457 1667
424 26.5 598861.72591274 5465061.79565943 458 1668
425 55.0 598861.72591274 5460061.79565943 459 1669
426 1630.0 598861.72591274 5455061.79565943 460 1670
427 1400.0 598861.72591274 5450061.79565943 461 1671
428 7561.0 598861.72591274 5445061.79565943 462 1672
429 161.0 598861.72591274 5440061.79565943 463 1673
430 11.0 598861.72591274 5435061.79565943 464 1674
431 886.5 598861.72591274 5430061.79565943 465 1675
432 3019.0 598861.72591274 5425061.79565943 466 1676
433 201.0 598861.72591274 5420061.79565943 467 1677
434 720.0 598861.72591274 5415061.79565943 468 1678
435 392.5 598861.72591274 5410061.79565943 469 1679
436 211.5 598861.72591274 5405061.79565943 470 1680
437 3015.0 598861.72591274 5400061.79565943 471 1681
438 2531.0 598861.72591274 5395061.79565943 472 1682
439 6494.5 598861.72591274 5390061.79565943 473 1683
440 1536.0 598861.72591274 5385061.79565943 474 1684
441 9401.5 598861.72591274 5380061.79565943 475 1685
442 4424.0 598861.72591274 5375061.79565943 476 1686
443 8156.5 598861.72591274 5370061.79565943 477 1687
444 56580.0 598861.72591274 5365061.79565943 478 1688
445 168471.0 598861.72591274 5360061.79565943 479 1689
446 195610.5 598861.72591274 5355061.79565943 480 1690
447 64775.5 598861.72591274 5350061.79565943 481 1691
448 8560.5 598861.72591274 5345061.79565943 482 1692
449 182.0 603861.72591274 5485061.79565943 483 1732
450 370.5 603861.72591274 5480061.79565943 484 1733
451 11.0 603861.72591274 5475061.79565943 485 1734
452 9.0 603861.72591274 5470061.79565943 486 1735
453 12.0 603861.72591274 5465061.79565943 487 1736
454 1.0 603861.72591274 5460061.79565943 488 1737
455 290.5 603861.72591274 5455061.79565943 489 1738
456 336.5 603861.72591274 5450061.79565943 490 1739
457 3012.5 603861.72591274 5445061.79565943 491 1740
458 46.0 603861.72591274 5440061.79565943 492 1741
459 7.5 603861.72591274 5435061.79565943 493 1742
460 1219.5 603861.72591274 5430061.79565943 494 1743
461 355.5 603861.72591274 5425061.79565943 495 1744
462 3080.0 603861.72591274 5420061.79565943 496 1745
463 1869.5 603861.72591274 5415061.79565943 497 1746
464 2530.0 603861.72591274 5410061.79565943 498 1747
465 245.5 603861.72591274 5405061.79565943 499 1748
466 7119.0 603861.72591274 5400061.79565943 500 1749
467 28810.5 603861.72591274 5395061.79565943 501 1750
468 48964.0 603861.72591274 5390061.79565943 502 1751
469 7239.0 603861.72591274 5385061.79565943 503 1752
470 8270.5 603861.72591274 5380061.79565943 504 1753
471 5205.5 603861.72591274 5375061.79565943 505 1754
472 114.5 603861.72591274 5370061.79565943 506 1755
473 27169.0 603861.72591274 5365061.79565943 507 1756
474 72989.5 603861.72591274 5360061.79565943 508 1757
475 66096.5 603861.72591274 5355061.79565943 509 1758
476 53229.5 603861.72591274 5350061.79565943 510 1759
477 2270.5 603861.72591274 5345061.79565943 511 1760
478 43.0 608861.72591274 5535061.79565943 513 1790
479 8.0 608861.72591274 5530061.79565943 514 1791
480 397.0 608861.72591274 5525061.79565943 515 1792
481 51.5 608861.72591274 5520061.79565943 516 1793
482 119.5 608861.72591274 5480061.79565943 517 1801
483 16.0 608861.72591274 5475061.79565943 518 1802
484 416.5 608861.72591274 5470061.79565943 519 1803
485 6.0 608861.72591274 5465061.79565943 520 1804
486 24.5 608861.72591274 5460061.79565943 521 1805
487 477.0 608861.72591274 5455061.79565943 522 1806
488 260.5 608861.72591274 5450061.79565943 523 1807
489 349.0 608861.72591274 5445061.79565943 524 1808
490 160.0 608861.72591274 5440061.79565943 525 1809
491 15.0 608861.72591274 5435061.79565943 526 1810
492 916.0 608861.72591274 5430061.79565943 527 1811
493 894.5 608861.72591274 5425061.79565943 528 1812
494 1609.5 608861.72591274 5420061.79565943 529 1813
495 616.5 608861.72591274 5415061.79565943 530 1814
496 702.0 608861.72591274 5410061.79565943 531 1815
497 5762.0 608861.72591274 5405061.79565943 532 1816
498 3984.0 608861.72591274 5400061.79565943 533 1817
499 8154.0 608861.72591274 5395061.79565943 534 1818
500 11691.0 608861.72591274 5390061.79565943 535 1819
501 3767.0 608861.72591274 5385061.79565943 536 1820
502 17777.0 608861.72591274 5380061.79565943 537 1821
503 5681.0 608861.72591274 5375061.79565943 538 1822
504 9.0 608861.72591274 5370061.79565943 539 1823
505 19668.5 608861.72591274 5365061.79565943 540 1824
506 30493.0 608861.72591274 5360061.79565943 541 1825
507 23789.5 608861.72591274 5355061.79565943 542 1826
508 63.0 608861.72591274 5350061.79565943 543 1827
509 7.0 608861.72591274 5345061.79565943 544 1828
510 3.0 613861.72591274 5540061.79565943 545 1857
511 79.0 613861.72591274 5535061.79565943 546 1858
512 17.0 613861.72591274 5530061.79565943 547 1859
513 117.0 613861.72591274 5525061.79565943 548 1860
514 19.0 613861.72591274 5520061.79565943 549 1861
515 41.0 613861.72591274 5480061.79565943 550 1869
516 31.5 613861.72591274 5475061.79565943 551 1870
517 52.0 613861.72591274 5470061.79565943 552 1871
518 35.0 613861.72591274 5465061.79565943 553 1872
519 30.0 613861.72591274 5460061.79565943 554 1873
520 30.0 613861.72591274 5455061.79565943 555 1874
521 87.0 613861.72591274 5450061.79565943 556 1875
522 340.0 613861.72591274 5445061.79565943 557 1876
523 254.5 613861.72591274 5440061.79565943 558 1877
524 10.0 613861.72591274 5435061.79565943 559 1878
525 2150.5 613861.72591274 5430061.79565943 560 1879
526 430.5 613861.72591274 5425061.79565943 561 1880
527 8837.0 613861.72591274 5420061.79565943 562 1881
528 8437.5 613861.72591274 5415061.79565943 563 1882
529 3289.0 613861.72591274 5410061.79565943 564 1883
530 114.0 613861.72591274 5405061.79565943 565 1884
531 50.0 613861.72591274 5400061.79565943 566 1885
532 764.5 613861.72591274 5395061.79565943 567 1886
533 1544.0 613861.72591274 5390061.79565943 568 1887
534 3240.5 613861.72591274 5385061.79565943 569 1888
