location capacity coord_x coord_y id_loc fid
75 3750.9532544230988 523861.72591274 5410061.79565943 59 659
76 10786.641672765738 523861.72591274 5405061.79565943 60 660
77 17901.644885674148 523861.72591274 5400061.79565943 61 661
78 2224.875582779985 523861.72591274 5395061.79565943 62 662
79 8548.237736362056 523861.72591274 5390061.79565943 63 663
80 17196.410752464515 523861.72591274 5385061.79565943 64 664
81 10216.344202606972 523861.72591274 5380061.79565943 65 665
82 4459.718172028244 523861.72591274 5375061.79565943 66 666
84 6763.396978473956 528861.72591274 5515061.79565943 67 706
85 6475.959276221943 528861.72591274 5510061.79565943 68 707
86 14051.010116205427 528861.72591274 5505061.79565943 69 708
87 19411.22185778684 528861.72591274 5500061.79565943 70 709
88 5051.5461079410625 528861.72591274 5495061.79565943 71 710
89 6030.717010985654 528861.72591274 5490061.79565943 72 711
90 765.6732780388021 528861.72591274 5485061.79565943 73 712
91 10055.430439276413 528861.72591274 5480061.79565943 74 713
92 5587.325082734978 528861.72591274 5450061.79565943 75 719
93 4807.822347462098 528861.72591274 5445061.79565943 76 720
94 9791.645850975718 528861.72591274 5440061.79565943 77 721
95 24801.550335025364 528861.72591274 5435061.79565943 78 722
96 15219.741608115943 528861.72591274 5430061.79565943 79 723
97 14553.546856714927 528861.72591274 5425061.79565943 80 724
98 12640.707485358349 528861.72591274 5420061.79565943 81 725
99 10715.490299186984 528861.72591274 5415061.79565943 82 726
100 16689.272972031762 528861.72591274 5410061.79565943 83 727
101 3749.9251714146926 528861.72591274 5405061.79565943 84 728
102 11814.768858946294 528861.72591274 5400061.79565943 85 729
103 360.8276601371631 528861.72591274 5395061.79565943 86 730
104 4547.231740547674 528861.72591274 5390061.79565943 87 731
105 3507.564060075549 528861.72591274 5385061.79565943 88 732
106 7743.049746617918 528861.72591274 5380061.79565943 89 733
107 2772.7177100476893 528861.72591274 5375061.79565943 90 734
109 2293.1159076223084 533861.72591274 5510061.79565943 91 775
110 17527.656063830284 533861.72591274 5505061.79565943 92 776
111 13192.721814105667 533861.72591274 5500061.79565943 93 777
112 11102.924986539676 533861.72591274 5495061.79565943 94 778
113 4853.502089718609 533861.72591274 5490061.79565943 95 779
114 17924.07107662115 533861.72591274 5485061.79565943 96 780
115 12656.575463858057 533861.72591274 5480061.79565943 97 781
116 6994.635756074908 533861.72591274 5475061.79565943 98 782
117 17921.9670244942 533861.72591274 5455061.79565943 99 786
118 15583.83788658445 533861.72591274 5450061.79565943 100 787
119 1708.0874618612538 533861.72591274 5445061.79565943 101 788
120 17950.764735984067 533861.72591274 5440061.79565943 102 789
121 213.42599744206169 533861.72591274 5435061.79565943 103 790
122 13262.879283091064 533861.72591274 5430061.79565943 104 791
123 3237.155777470593 533861.72591274 5425061.79565943 105 792
124 13829.157822783074 533861.72591274 5420061.79565943 106 793
125 4502.827107881404 533861.72591274 5415061.79565943 107 794
126 4761.6958010361805 533861.72591274 5410061.79565943 108 795
127 14918.024583673874 533861.72591274 5405061.79565943 109 796
128 16966.911698895885 533861.72591274 5400061.79565943 110 797
129 11364.346784922645 533861.72591274 5395061.79565943 111 798
131 7363.723976217342 533861.72591274 5385061.79565943 112 800
133 4896.129447552443 533861.72591274 5375061.79565943 113 802
134 27813.941020753868 533861.72591274 5370061.79565943 114 803
136 12617.42875688941 538861.72591274 5500061.79565943 115 845
137 10054.594184889951 538861.72591274 5495061.79565943 116 846
138 9852.772885523422 538861.72591274 5490061.79565943 117 847
139 14438.584986775462 538861.72591274 5485061.79565943 118 848
140 514.9576345089154 538861.72591274 5480061.79565943 119 849
141 3562.2953900941843 538861.72591274 5475061.79565943 120 850
142 19055.151539739603 538861.72591274 5470061.79565943 121 851
143 7412.445117894583 538861.72591274 5460061.79565943 122 853
144 18544.385412249594 538861.72591274 5455061.79565943 123 854
145 19308.963711006945 538861.72591274 5450061.79565943 124 855
146 17042.42057984103 538861.72591274 5445061.79565943 125 856
147 7710.389099236797 538861.72591274 5440061.79565943 126 857
148 6350.6924708368015 538861.72591274 5435061.79565943 127 858
149 11134.844378469335 538861.72591274 5430061.79565943 128 859
150 13911.618264885661 538861.72591274 5425061.79565943 129 860
151 1968.0879917642076 538861.72591274 5420061.79565943 130 861
152 19775.633986479428 538861.72591274 5415061.79565943 131 862
153 10367.566586742365 538861.72591274 5410061.79565943 132 863
154 14803.889312489853 538861.72591274 5405061.79565943 133 864
158 14040.342571038907 538861.72591274 5385061.79565943 134 868
161 5885.3957420110555 538861.72591274 5370061.79565943 135 871
162 16186.901543481581 538861.72591274 5365061.79565943 136 872
163 18243.669580186262 543861.72591274 5505061.79565943 137 912
164 10032.240981241508 543861.72591274 5500061.79565943 138 913
165 12992.880635431748 543861.72591274 5495061.79565943 139 914
166 15901.288999233599 543861.72591274 5490061.79565943 140 915
167 6770.97540824703 543861.72591274 5485061.79565943 141 916
168 1904.3758081862914 543861.72591274 5480061.79565943 142 917
169 746.8327086022241 543861.72591274 5475061.79565943 143 918
170 10852.504594607908 543861.72591274 5470061.79565943 144 919
171 11813.578548788351 543861.72591274 5465061.79565943 145 920
172 774.8722764143323 543861.72591274 5460061.79565943 146 921
173 7213.642152306227 543861.72591274 5455061.79565943 147 922
174 10445.619578533018 543861.72591274 5450061.79565943 148 923
175 4334.334572397041 543861.72591274 5445061.79565943 149 924
176 1732.169841835709 543861.72591274 5440061.79565943 150 925
177 10627.336771995144 543861.72591274 5435061.79565943 151 926
178 12742.90195548023 543861.72591274 5430061.79565943 152 927
179 19492.39387280079 543861.72591274 5425061.79565943 153 928
180 6471.043896340209 543861.72591274 5420061.79565943 154 929
181 5431.478419170809 543861.72591274 5415061.79565943 155 930
182 1594.7340694901523 543861.72591274 5410061.79565943 156 931
183 19229.059982336537 543861.72591274 5405061.79565943 157 932
184 13910.509566332712 543861.72591274 5400061.79565943 158 933
185 3486.181919492948 543861.72591274 5395061.79565943 159 934
186 5020.844360994689 543861.72591274 5390061.79565943 160 935
187 14281.901082330043 543861.72591274 5385061.79565943 161 936
189 5613.001640689884 548861.72591274 5505061.79565943 162 980
190 14746.616106580408 548861.72591274 5500061.79565943 163 981
191 12230.158562897921 548861.72591274 5495061.79565943 164 982
192 4970.746854611084 548861.72591274 5490061.79565943 165 983
193 15144.482827101378 548861.72591274 5485061.79565943 166 984
194 2344.9527422699375 548861.72591274 5480061.79565943 167 985
195 842.2952334495404 548861.72591274 5475061.79565943 168 986
196 14063.752347475192 548861.72591274 5470061.79565943 169 987
197 1981.2045000235735 548861.72591274 5465061.79565943 170 988
198 9472.920996447601 548861.72591274 5460061.79565943 171 989
199 8682.737292402135 548861.72591274 5455061.79565943 172 990
200 12312.514355553405 548861.72591274 5450061.79565943 173 991
201 933.5431708936559 548861.72591274 5445061.79565943 174 992
202 12512.15015900473 548861.72591274 5440061.79565943 175 993
203 17111.8333926599 548861.72591274 5435061.79565943 176 994
204 3279.5642137120335 548861.72591274 5430061.79565943 177 995
205 12842.410084546758 548861.72591274 5425061.79565943 178 996
206 11712.708192917951 548861.72591274 5420061.79565943 179 997
207 11507.25700355653 548861.72591274 5415061.79565943 180 998
208 12859.740228614291 548861.72591274 5410061.79565943 181 999
209 10911.781246117007 548861.72591274 5405061.79565943 182 1000
210 7730.431008298641 548861.72591274 5400061.79565943 183 1001
211 18086.313203171736 548861.72591274 5395061.79565943 184 1002
212 1413.3417846542998 548861.72591274 5390061.79565943 185 1003
213 393.4160907945078 548861.72591274 5385061.79565943 186 1004
214 13651.887089015821 548861.72591274 5380061.79565943 187 1005
215 6391.6499705787755 553861.72591274 5505061.79565943 188 1048
216 494.1354863153111 553861.72591274 5500061.79565943 189 1049
217 5651.311628080688 553861.72591274 5495061.79565943 190 1050
218 13925.726026022621 553861.72591274 5490061.79565943 191 1051
219 17530.301837783543 553861.72591274 5485061.79565943 192 1052
220 16054.62367559542 553861.72591274 5480061.79565943 193 1053
221 3568.854261142792 553861.72591274 5475061.79565943 194 1054
222 16121.512039946314 553861.72591274 5470061.79565943 195 1055
223 28203.246948321488 553861.72591274 5465061.79565943 196 1056
224 15514.780089038384 553861.72591274 5460061.79565943 197 1057
225 18593.024101837495 553861.72591274 5455061.79565943 198 1058
226 8585.856881967366 553861.72591274 5450061.79565943 199 1059
227 15078.603080744904 553861.72591274 5445061.79565943 200 1060
228 18030.515170817278 553861.72591274 5440061.79565943 201 1061
229 16512.8677040528 553861.72591274 5435061.79565943 202 1062
230 17890.315269128223 553861.72591274 5430061.79565943 203 1063
231 246.1461211230705 553861.72591274 5425061.79565943 204 1064
232 1850.6214818226476 553861.72591274 5420061.79565943 205 1065
233 18978.035870861255 553861.72591274 5415061.79565943 206 1066
234 11466.645240730819 553861.72591274 5410061.79565943 207 1067
235 8973.79749033561 553861.72591274 5405061.79565943 208 1068
236 6584.885692857604 553861.72591274 5400061.79565943 209 1069
237 15035.357615105091 553861.72591274 5395061.79565943 210 1070
238 15778.144239894582 553861.72591274 5390061.79565943 211 1071
239 9890.718556988284 553861.72591274 5385061.79565943 212 1072
240 10989.804029064582 553861.72591274 5380061.79565943 213 1073
241 17734.37222093153 553861.72591274 5375061.79565943 214 1074
242 2364.7845756321713 558861.72591274 5510061.79565943 215 1115
243 15217.568038973266 558861.72591274 5505061.79565943 216 1116
244 2046.7906525929286 558861.72591274 5500061.79565943 217 1117
245 14010.12835782069 558861.72591274 5495061.79565943 218 1118
246 16421.177022486863 558861.72591274 5490061.79565943 219 1119
247 1652.420081122049 558861.72591274 5485061.79565943 220 1120
248 19707.539753627443 558861.72591274 5480061.79565943 221 1121
249 7422.086981102072 558861.72591274 5475061.79565943 222 1122
250 18921.925627343677 558861.72591274 5470061.79565943 223 1123
251 34999.37452680433 558861.72591274 5465061.79565943 224 1124
252 1695.33829383825 558861.72591274 5460061.79565943 225 1125
253 11166.814356730896 558861.72591274 5455061.79565943 226 1126
254 18106.331856329416 558861.72591274 5450061.79565943 227 1127
255 9854.915079976894 558861.72591274 5445061.79565943 228 1128
256 9376.967843930854 558861.72591274 5440061.79565943 229 1129
257 2399.7045220504265 558861.72591274 5435061.79565943 230 1130
258 12977.850265402772 558861.72591274 5430061.79565943 231 1131
260 11664.706651097751 558861.72591274 5420061.79565943 232 1133
261 7506.418838020753 558861.72591274 5415061.79565943 233 1134
262 17353.341012610595 558861.72591274 5410061.79565943 234 1135
263 19240.51032660355 558861.72591274 5405061.79565943 235 1136
264 19373.263319857153 558861.72591274 5400061.79565943 236 1137
265 17802.95825959433 558861.72591274 5380061.79565943 237 1141
266 19833.689893803326 558861.72591274 5375061.79565943 238 1142
267 11076.069848099942 558861.72591274 5370061.79565943 239 1143
268 30406.663404129446 563861.72591274 5510061.79565943 240 1183
269 13906.011853109205 563861.72591274 5505061.79565943 241 1184
270 12546.018349196562 563861.72591274 5500061.79565943 242 1185
271 18002.695361232283 563861.72591274 5495061.79565943 243 1186
272 5633.529853227442 563861.72591274 5490061.79565943 244 1187
273 17785.420905920437 563861.72591274 5485061.79565943 245 1188
274 12397.924530553848 563861.72591274 5480061.79565943 246 1189
275 3781.8884095306958 563861.72591274 5475061.79565943 247 1190
276 7077.2568357515975 563861.72591274 5470061.79565943 248 1191
277 1580.3395996296576 563861.72591274 5465061.79565943 249 1192
278 39642.9870879012 563861.72591274 5460061.79565943 250 1193
279 10721.905930367137 563861.72591274 5455061.79565943 251 1194
280 16260.327873035385 563861.72591274 5450061.79565943 252 1195
281 3273.232238294512 563861.72591274 5445061.79565943 253 1196
282 16434.682772859684 563861.72591274 5440061.79565943 254 1197
283 14503.749875297452 563861.72591274 5435061.79565943 255 1198
284 8371.439115780104 563861.72591274 5430061.79565943 256 1199
285 17302.778212196143 563861.72591274 5425061.79565943 257 1200
286 555.862939373194 563861.72591274 5420061.79565943 258 1201
287 16195.675629112875 563861.72591274 5415061.79565943 259 1202
288 22973.914476168768 563861.72591274 5410061.79565943 260 1203
289 7626.487244649093 563861.72591274 5405061.79565943 261 1204
290 36769.219803018575 563861.72591274 5400061.79565943 262 1205
291 9377.616378950886 563861.72591274 5395061.79565943 263 1206
292 5482.8306425860055 563861.72591274 5370061.79565943 264 1211
293 17276.02307203078 563861.72591274 5365061.79565943 265 1212
294 19968.369276018588 568861.72591274 5505061.79565943 266 1252
295 50995.529936538805 568861.72591274 5500061.79565943 267 1253
296 18872.407716775146 568861.72591274 5495061.79565943 268 1254
297 4963.110541166334 568861.72591274 5490061.79565943 269 1255
298 2605.955375781416 568861.72591274 5485061.79565943 270 1256
299 12119.546909488352 568861.72591274 5480061.79565943 271 1257
300 13426.398449790406 568861.72591274 5475061.79565943 272 1258
301 7173.197248446971 568861.72591274 5470061.79565943 273 1259
302 13423.855812902795 568861.72591274 5465061.79565943 274 1260
303 15433.11800477559 568861.72591274 5460061.79565943 275 1261
304 17025.907842352965 568861.72591274 5455061.79565943 276 1262
305 11217.346904301743 568861.72591274 5450061.79565943 277 1263
306 8077.062283740047 568861.72591274 5445061.79565943 278 1264
307 604.0416963932324 568861.72591274 5440061.79565943 279 1265
308 12401.4536921935 568861.72591274 5435061.79565943 280 1266
309 4277.357237133716 568861.72591274 5430061.79565943 281 1267
310 320.0788120802372 568861.72591274 5425061.79565943 282 1268
311 11795.318346628803 568861.72591274 5420061.79565943 283 1269
312 8754.999844841252 568861.72591274 5415061.79565943 284 1270
313 6975.607034312702 568861.72591274 5410061.79565943 285 1271
314 15659.175686109358 568861.72591274 5405061.79565943 286 1272
315 12436.89714934471 568861.72591274 5400061.79565943 287 1273
316 18967.239318228014 568861.72591274 5395061.79565943 288 1274
317 18509.863596220843 568861.72591274 5370061.79565943 289 1279
318 5180.426080234425 568861.72591274 5365061.79565943 290 1280
319 19575.769681493555 573861.72591274 5510061.79565943 291 1319
320 6586.622115574064 573861.72591274 5505061.79565943 292 1320
321 4819.464220912283 573861.72591274 5500061.79565943 293 1321
322 2600.3771737859884 573861.72591274 5495061.79565943 294 1322
323 3059.5473194091987 573861.72591274 5490061.79565943 295 1323
324 12811.605910355313 573861.72591274 5485061.79565943 296 1324
325 6923.988298611128 573861.72591274 5480061.79565943 297 1325
326 9482.690953402725 573861.72591274 5475061.79565943 298 1326
327 3466.7475112453053 573861.72591274 5470061.79565943 299 1327
328 845.0836828186544 573861.72591274 5465061.79565943 300 1328
329 5586.205721653383 573861.72591274 5460061.79565943 301 1329
331 1799.083333250717 573861.72591274 5450061.79565943 302 1331
332 9219.771749644682 573861.72591274 5445061.79565943 303 1332
333 7294.998108742817 573861.72591274 5440061.79565943 304 1333
334 13799.234462184062 573861.72591274 5435061.79565943 305 1334
335 15973.440995841946 573861.72591274 5430061.79565943 306 1335
336 1660.6021331883014 573861.72591274 5425061.79565943 307 1336
337 18395.879156206483 573861.72591274 5420061.79565943 308 1337
338 5552.047814647831 573861.72591274 5415061.79565943 309 1338
339 14953.291265011683 573861.72591274 5410061.79565943 310 1339
340 4205.2629046273505 573861.72591274 5405061.79565943 311 1340
341 9693.32641664973 573861.72591274 5400061.79565943 312 1341
342 7387.613627579541 573861.72591274 5395061.79565943 313 1342
343 14937.56039013964 573861.72591274 5390061.79565943 314 1343
344 5064.60241799715 573861.72591274 5385061.79565943 315 1344
345 17884.005170833505 573861.72591274 5370061.79565943 316 1347
346 10642.471350131455 573861.72591274 5365061.79565943 317 1348
347 8953.19224392698 578861.72591274 5495061.79565943 318 1390
349 4865.831724491049 578861.72591274 5485061.79565943 319 1392
350 7554.555348958595 578861.72591274 5480061.79565943 320 1393
351 6453.546878390907 578861.72591274 5475061.79565943 321 1394
352 6561.60719183633 578861.72591274 5470061.79565943 322 1395
353 17790.676087076467 578861.72591274 5465061.79565943 323 1396
354 13574.016653017701 578861.72591274 5460061.79565943 324 1397
355 9970.931215441118 578861.72591274 5455061.79565943 325 1398
356 10742.052870029116 578861.72591274 5450061.79565943 326 1399
357 14897.044873132278 578861.72591274 5445061.79565943 327 1400
358 2574.461558954724 578861.72591274 5440061.79565943 328 1401
359 7271.313319374379 578861.72591274 5435061.79565943 329 1402
360 11413.602508316779 578861.72591274 5430061.79565943 330 1403
361 19705.06012192719 578861.72591274 5425061.79565943 331 1404
362 4761.251134382674 578861.72591274 5420061.79565943 332 1405
363 3078.622671892318 578861.72591274 5415061.79565943 333 1406
364 3234.629308288578 578861.72591274 5410061.79565943 334 1407
365 5715.938044430087 578861.72591274 5405061.79565943 335 1408
366 17915.089628749425 578861.72591274 5400061.79565943 336 1409
367 10490.855153589158 578861.72591274 5395061.79565943 337 1410
368 19622.559135625244 578861.72591274 5390061.79565943 338 1411
369 7964.832067368271 578861.72591274 5375061.79565943 339 1414
370 37235.67411882954 578861.72591274 5370061.79565943 340 1415
371 5173.61398258428 578861.72591274 5365061.79565943 341 1416
373 13365.420378172852 583861.72591274 5495061.79565943 342 1458
375 11134.079138269815 583861.72591274 5485061.79565943 343 1460
376 5613.903043960708 583861.72591274 5480061.79565943 344 1461
377 3760.400521231246 583861.72591274 5475061.79565943 345 1462
378 8514.904331765816 583861.72591274 5470061.79565943 346 1463
379 4864.61970328636 583861.72591274 5465061.79565943 347 1464
380 12208.20612645592 583861.72591274 5460061.79565943 348 1465
381 11622.215088052579 583861.72591274 5455061.79565943 349 1466
382 9625.858191392479 583861.72591274 5450061.79565943 350 1467
383 1063.5686183864823 583861.72591274 5445061.79565943 351 1468
384 2710.7663168709023 583861.72591274 5440061.79565943 352 1469
385 19773.76687478507 583861.72591274 5435061.79565943 353 1470
386 16182.135948124838 583861.72591274 5430061.79565943 354 1471
387 13621.890292034046 583861.72591274 5425061.79565943 355 1472
388 11909.419042682846 583861.72591274 5420061.79565943 356 1473
389 8243.755191753124 583861.72591274 5415061.79565943 357 1474
390 18568.529252878638 583861.72591274 5410061.79565943 358 1475
391 19276.496706332928 583861.72591274 5405061.79565943 359 1476
392 14606.420925461482 583861.72591274 5400061.79565943 360 1477
393 3644.512271607926 583861.72591274 5395061.79565943 361 1478
394 14810.910229440939 583861.72591274 5390061.79565943 362 1479
395 16819.43312366698 583861.72591274 5385061.79565943 363 1480
396 15890.81126773365 583861.72591274 5380061.79565943 364 1481
397 3293.9541245136106 583861.72591274 5375061.79565943 365 1482
398 16275.878220294684 583861.72591274 5370061.79565943 366 1483
399 10462.016831595316 583861.72591274 5365061.79565943 367 1484
400 17524.88758597663 588861.72591274 5495061.79565943 368 1526
401 16316.259220821134 588861.72591274 5490061.79565943 369 1527
403 7547.779700450356 588861.72591274 5480061.79565943 370 1529
404 6040.680322329649 588861.72591274 5475061.79565943 371 1530
405 10056.255460004404 588861.72591274 5470061.79565943 372 1531
406 17971.115289387995 588861.72591274 5465061.79565943 373 1532
407 10870.618262057389 588861.72591274 5460061.79565943 374 1533
408 12479.802590508658 588861.72591274 5455061.79565943 375 1534
409 18774.011873347146 588861.72591274 5450061.79565943 376 1535
410 6709.357578720926 588861.72591274 5445061.79565943 377 1536
411 15866.038374806783 588861.72591274 5440061.79565943 378 1537
412 10669.348018375757 588861.72591274 5435061.79565943 379 1538
413 15757.78278066204 588861.72591274 5430061.79565943 380 1539
414 6246.984920114414 588861.72591274 5425061.79565943 381 1540
415 14867.26485906947 588861.72591274 5420061.79565943 382 1541
416 11395.879875073537 588861.72591274 5415061.79565943 383 1542
417 17516.21385957633 588861.72591274 5410061.79565943 384 1543
418 16409.155684378624 588861.72591274 5405061.79565943 385 1544
419 16911.64450635323 588861.72591274 5400061.79565943 386 1545
420 7953.497722935965 588861.72591274 5395061.79565943 387 1546
421 3019.953171043944 588861.72591274 5390061.79565943 388 1547
422 14434.605224031315 588861.72591274 5385061.79565943 389 1548
423 12817.04839026437 588861.72591274 5380061.79565943 390 1549
424 10854.096298124457 588861.72591274 5375061.79565943 391 1550
425 6924.560894442169 588861.72591274 5370061.79565943 392 1551
426 18148.137995237885 593861.72591274 5495061.79565943 393 1594
427 8024.5806559340335 593861.72591274 5490061.79565943 394 1595
429 18922.618925218045 593861.72591274 5480061.79565943 395 1597
430 11721.767769743004 593861.72591274 5475061.79565943 396 1598
431 12224.843271508616 593861.72591274 5470061.79565943 397 1599
432 17423.639239982156 593861.72591274 5465061.79565943 398 1600
433 11301.016213503182 593861.72591274 5460061.79565943 399 1601
434 18428.327658199985 593861.72591274 5455061.79565943 400 1602
435 3072.2386718820285 593861.72591274 5450061.79565943 401 1603
436 12130.324885059677 593861.72591274 5445061.79565943 402 1604
437 14717.643835299472 593861.72591274 5440061.79565943 403 1605
438 18489.538421412748 593861.72591274 5435061.79565943 404 1606
439 2288.419586248023 593861.72591274 5430061.79565943 405 1607
440 36704.98343607771 593861.72591274 5425061.79565943 406 1608
441 18395.270506920875 593861.72591274 5420061.79565943 407 1609
442 10377.706211322382 593861.72591274 5415061.79565943 408 1610
443 7987.709925985878 593861.72591274 5410061.79565943 409 1611
444 6715.173787385848 593861.72591274 5405061.79565943 410 1612
445 122.38106680379941 593861.72591274 5400061.79565943 411 1613
446 7971.076424977773 593861.72591274 5395061.79565943 412 1614
447 18375.600413736094 593861.72591274 5390061.79565943 413 1615
448 6949.634658618365 593861.72591274 5385061.79565943 414 1616
449 9049.034613106314 593861.72591274 5380061.79565943 415 1617
450 9053.453709750436 593861.72591274 5375061.79565943 416 1618
451 3547.8620588801177 593861.72591274 5370061.79565943 417 1619
452 8385.049164918704 598861.72591274 5495061.79565943 418 1662
453 7257.583923982131 598861.72591274 5490061.79565943 419 1663
454 12639.878958267114 598861.72591274 5485061.79565943 420 1664
455 13263.589347501276 598861.72591274 5480061.79565943 421 1665
456 19197.586411610813 598861.72591274 5475061.79565943 422 1666
457 8299.263523611762 598861.72591274 5470061.79565943 423 1667
458 19911.660078815574 598861.72591274 5465061.79565943 424 1668
459 11904.358785430954 598861.72591274 5460061.79565943 425 1669
460 14987.211621641201 598861.72591274 5455061.79565943 426 1670
461 17940.794748605596 598861.72591274 5450061.79565943 427 1671
462 3833.075900916166 598861.72591274 5445061.79565943 428 1672
463 9444.903153273825 598861.72591274 5440061.79565943 429 1673
464 1340.4931047590596 598861.72591274 5435061.79565943 430 1674
465 9070.392520214662 598861.72591274 5430061.79565943 431 1675
466 8820.572224936022 598861.72591274 5425061.79565943 432 1676
467 11191.466767611097 598861.72591274 5420061.79565943 433 1677
468 3658.3746345976874 598861.72591274 5415061.79565943 434 1678
469 18899.326776793172 598861.72591274 5410061.79565943 435 1679
470 5429.731761175037 598861.72591274 5405061.79565943 436 1680
471 8181.794308380435 598861.72591274 5400061.79565943 437 1681
472 3144.3074018713005 598861.72591274 5395061.79565943 438 1682
473 13171.579097456059 598861.72591274 5390061.79565943 439 1683
474 4457.0127975907435 598861.72591274 5385061.79565943 440 1684
475 13430.228878333039 598861.72591274 5380061.79565943 441 1685
476 2106.341559100341 598861.72591274 5375061.79565943 442 1686
477 3590.8947400116294 598861.72591274 5370061.79565943 443 1687
478 4780.317385195914 598861.72591274 5365061.79565943 444 1688
479 4879.826177293112 598861.72591274 5360061.79565943 445 1689
480 17096.010359911765 598861.72591274 5355061.79565943 446 1690
481 7951.428314710463 598861.72591274 5350061.79565943 447 1691
482 4118.206787773133 598861.72591274 5345061.79565943 448 1692
483 17906.52156458521 603861.72591274 5485061.79565943 449 1732
484 1735.3821393615115 603861.72591274 5480061.79565943 450 1733
485 559.1582740594604 603861.72591274 5475061.79565943 451 1734
486 11658.18089197954 603861.72591274 5470061.79565943 452 1735
487 17833.444605719185 603861.72591274 5465061.79565943 453 1736
488 6847.205262262439 603861.72591274 5460061.79565943 454 1737
489 7602.585388487971 603861.72591274 5455061.79565943 455 1738
490 5376.261252571444 603861.72591274 5450061.79565943 456 1739
491 8195.305991302099 603861.72591274 5445061.79565943 457 1740
492 8728.107497074756 603861.72591274 5440061.79565943 458 1741
493 18945.952754053254 603861.72591274 5435061.79565943 459 1742
494 2824.4171774861297 603861.72591274 5430061.79565943 460 1743
495 9751.3278178883 603861.72591274 5425061.79565943 461 1744
496 15982.313224613255 603861.72591274 5420061.79565943 462 1745
497 478.1278851364214 603861.72591274 5415061.79565943 463 1746
498 10832.352777196329 603861.72591274 5410061.79565943 464 1747
499 5173.311998279786 603861.72591274 5405061.79565943 465 1748
500 16681.84864272522 603861.72591274 5400061.79565943 466 1749
501 30458.364995844764 603861.72591274 5395061.79565943 467 1750
502 5460.8973201022945 603861.72591274 5390061.79565943 468 1751
503 18264.77539804259 603861.72591274 5385061.79565943 469 1752
